name,date,rank,diff
Fun Race 3D,2019_11_23,30,4
Fun Race 3D,2019_11_24,26,4
Fun Race 3D,2019_11_25,22,2
Fun Race 3D,2019_11_26,20,6
Fun Race 3D,2019_11_27,26,2
Fun Race 3D,2019_11_28,28,3
Fun Race 3D,2019_11_29,31,0
Cannon Shot!,2019_11_07,101,0
Cannon Shot!,2019_11_08,101,0
Cannon Shot!,2019_11_09,101,0
Cannon Shot!,2019_11_10,101,0
Cannon Shot!,2019_11_11,101,0
Cannon Shot!,2019_11_12,101,0
Cannon Shot!,2019_11_13,101,29
Cannon Shot!,2019_11_14,72,0
Cannon Shot!,2019_11_15,72,44
Cannon Shot!,2019_11_16,28,2
Cannon Shot!,2019_11_17,30,4
Cannon Shot!,2019_11_18,34,8
Cannon Shot!,2019_11_19,26,5
Cannon Shot!,2019_11_20,21,1
Cannon Shot!,2019_11_21,20,5
Cannon Shot!,2019_11_22,15,4
Cannon Shot!,2019_11_23,19,1
Cannon Shot!,2019_11_24,18,3
Cannon Shot!,2019_11_25,15,1
Cannon Shot!,2019_11_26,14,0
Cannon Shot!,2019_11_27,14,7
Cannon Shot!,2019_11_28,21,8
Cannon Shot!,2019_11_29,29,0
Stencil Art - Spray Masters,2019_11_17,101,0
Stencil Art - Spray Masters,2019_11_18,101,0
Stencil Art - Spray Masters,2019_11_19,101,1
Stencil Art - Spray Masters,2019_11_20,100,49
Stencil Art - Spray Masters,2019_11_21,51,29
Stencil Art - Spray Masters,2019_11_22,22,6
Stencil Art - Spray Masters,2019_11_23,16,3
Stencil Art - Spray Masters,2019_11_24,19,9
Stencil Art - Spray Masters,2019_11_25,28,28
Stencil Art - Spray Masters,2019_11_26,56,16
Stencil Art - Spray Masters,2019_11_27,72,10
Stencil Art - Spray Masters,2019_11_28,62,19
Stencil Art - Spray Masters,2019_11_29,43,0
Tales Rush!,2019_09_09,101,0
Tales Rush!,2019_09_10,101,0
Tales Rush!,2019_09_11,101,0
Tales Rush!,2019_09_12,101,0
Tales Rush!,2019_09_13,101,0
Tales Rush!,2019_09_14,101,0
Tales Rush!,2019_09_15,101,0
Tales Rush!,2019_09_16,101,0
Tales Rush!,2019_09_17,101,0
Tales Rush!,2019_09_18,101,0
Tales Rush!,2019_09_19,101,0
Tales Rush!,2019_09_20,101,0
Tales Rush!,2019_09_21,101,0
Tales Rush!,2019_09_22,101,0
Tales Rush!,2019_09_23,101,0
Tales Rush!,2019_09_24,101,0
Tales Rush!,2019_09_25,101,0
Tales Rush!,2019_09_26,101,0
Tales Rush!,2019_09_27,101,0
Tales Rush!,2019_09_28,101,0
Tales Rush!,2019_09_29,101,0
Tales Rush!,2019_09_30,101,0
Tales Rush!,2019_10_01,101,0
Tales Rush!,2019_10_02,101,0
Tales Rush!,2019_10_03,101,0
Tales Rush!,2019_10_04,101,0
Tales Rush!,2019_10_05,101,0
Tales Rush!,2019_10_06,101,0
Tales Rush!,2019_10_07,101,0
Tales Rush!,2019_10_08,101,0
Tales Rush!,2019_10_09,101,0
Tales Rush!,2019_10_10,101,0
Tales Rush!,2019_10_11,101,0
Tales Rush!,2019_10_12,101,0
Tales Rush!,2019_10_13,101,0
Tales Rush!,2019_10_14,101,0
Tales Rush!,2019_10_15,101,0
Tales Rush!,2019_10_16,101,0
Tales Rush!,2019_10_17,101,0
Tales Rush!,2019_10_18,101,0
Tales Rush!,2019_10_19,101,0
Tales Rush!,2019_10_20,101,0
Tales Rush!,2019_10_21,101,0
Tales Rush!,2019_10_22,101,0
Tales Rush!,2019_10_23,101,0
Tales Rush!,2019_10_24,101,0
Tales Rush!,2019_10_25,101,0
Tales Rush!,2019_10_26,101,0
Tales Rush!,2019_10_27,101,0
Tales Rush!,2019_10_28,101,0
Tales Rush!,2019_10_29,101,0
Tales Rush!,2019_10_30,101,0
Tales Rush!,2019_10_31,101,0
Tales Rush!,2019_11_01,101,0
Tales Rush!,2019_11_02,101,0
Tales Rush!,2019_11_03,101,0
Tales Rush!,2019_11_04,101,0
Tales Rush!,2019_11_05,101,0
Tales Rush!,2019_11_06,101,0
Tales Rush!,2019_11_07,101,0
Tales Rush!,2019_11_08,101,0
Tales Rush!,2019_11_09,101,0
Tales Rush!,2019_11_10,101,0
Tales Rush!,2019_11_11,101,0
Tales Rush!,2019_11_12,101,0
Tales Rush!,2019_11_13,101,0
Tales Rush!,2019_11_14,101,0
Tales Rush!,2019_11_15,101,0
Tales Rush!,2019_11_16,101,0
Tales Rush!,2019_11_17,101,0
Tales Rush!,2019_11_18,101,0
Tales Rush!,2019_11_19,101,0
Tales Rush!,2019_11_20,101,0
Tales Rush!,2019_11_21,101,0
Tales Rush!,2019_11_22,101,66
Tales Rush!,2019_11_23,35,1
Tales Rush!,2019_11_24,34,7
Tales Rush!,2019_11_25,41,3
Tales Rush!,2019_11_26,38,15
Tales Rush!,2019_11_27,23,1
Tales Rush!,2019_11_28,22,1
Tales Rush!,2019_11_29,23,0
Supreme Duelist Stickman,2019_09_01,101,1
Supreme Duelist Stickman,2019_09_02,100,11
Supreme Duelist Stickman,2019_09_03,89,9
Supreme Duelist Stickman,2019_09_04,80,6
Supreme Duelist Stickman,2019_09_05,74,8
Supreme Duelist Stickman,2019_09_06,66,6
Supreme Duelist Stickman,2019_09_07,60,1
Supreme Duelist Stickman,2019_09_08,61,3
Supreme Duelist Stickman,2019_09_09,64,3
Supreme Duelist Stickman,2019_09_10,67,32
Supreme Duelist Stickman,2019_09_11,99,9
Supreme Duelist Stickman,2019_09_12,90,8
Supreme Duelist Stickman,2019_09_13,82,3
Supreme Duelist Stickman,2019_09_14,79,1
Supreme Duelist Stickman,2019_09_15,80,7
Supreme Duelist Stickman,2019_09_16,87,14
Supreme Duelist Stickman,2019_09_17,101,0
Supreme Duelist Stickman,2019_09_18,101,0
Supreme Duelist Stickman,2019_09_19,101,0
Supreme Duelist Stickman,2019_09_20,101,0
Supreme Duelist Stickman,2019_09_21,101,16
Supreme Duelist Stickman,2019_09_22,85,2
Supreme Duelist Stickman,2019_09_23,87,7
Supreme Duelist Stickman,2019_09_24,94,7
Supreme Duelist Stickman,2019_09_25,101,0
Supreme Duelist Stickman,2019_09_26,101,12
Supreme Duelist Stickman,2019_09_27,89,7
Supreme Duelist Stickman,2019_09_28,82,11
Supreme Duelist Stickman,2019_09_29,71,29
Supreme Duelist Stickman,2019_09_30,42,23
Supreme Duelist Stickman,2019_10_01,65,2
Supreme Duelist Stickman,2019_10_02,67,8
Supreme Duelist Stickman,2019_10_03,75,2
Supreme Duelist Stickman,2019_10_04,77,2
Supreme Duelist Stickman,2019_10_05,79,3
Supreme Duelist Stickman,2019_10_06,76,2
Supreme Duelist Stickman,2019_10_07,78,3
Supreme Duelist Stickman,2019_10_08,81,3
Supreme Duelist Stickman,2019_10_09,84,5
Supreme Duelist Stickman,2019_10_10,89,9
Supreme Duelist Stickman,2019_10_11,80,1
Supreme Duelist Stickman,2019_10_12,79,1
Supreme Duelist Stickman,2019_10_13,80,16
Supreme Duelist Stickman,2019_10_14,96,5
Supreme Duelist Stickman,2019_10_15,101,0
Supreme Duelist Stickman,2019_10_16,101,0
Supreme Duelist Stickman,2019_10_17,101,0
Supreme Duelist Stickman,2019_10_18,101,0
Supreme Duelist Stickman,2019_10_19,101,0
Supreme Duelist Stickman,2019_10_20,101,16
Supreme Duelist Stickman,2019_10_21,85,2
Supreme Duelist Stickman,2019_10_22,83,0
Supreme Duelist Stickman,2019_10_23,83,7
Supreme Duelist Stickman,2019_10_24,76,8
Supreme Duelist Stickman,2019_10_25,84,16
Supreme Duelist Stickman,2019_10_26,100,33
Supreme Duelist Stickman,2019_10_27,67,34
Supreme Duelist Stickman,2019_10_28,101,0
Supreme Duelist Stickman,2019_10_29,101,0
Supreme Duelist Stickman,2019_10_30,101,0
Supreme Duelist Stickman,2019_10_31,101,0
Supreme Duelist Stickman,2019_11_01,101,0
Supreme Duelist Stickman,2019_11_02,101,38
Supreme Duelist Stickman,2019_11_03,63,38
Supreme Duelist Stickman,2019_11_04,101,15
Supreme Duelist Stickman,2019_11_05,86,10
Supreme Duelist Stickman,2019_11_06,96,17
Supreme Duelist Stickman,2019_11_07,79,6
Supreme Duelist Stickman,2019_11_08,73,12
Supreme Duelist Stickman,2019_11_09,85,6
Supreme Duelist Stickman,2019_11_10,91,4
Supreme Duelist Stickman,2019_11_11,95,0
Supreme Duelist Stickman,2019_11_12,95,18
Supreme Duelist Stickman,2019_11_13,77,13
Supreme Duelist Stickman,2019_11_14,64,0
Supreme Duelist Stickman,2019_11_15,64,16
Supreme Duelist Stickman,2019_11_16,48,11
Supreme Duelist Stickman,2019_11_17,37,9
Supreme Duelist Stickman,2019_11_18,28,6
Supreme Duelist Stickman,2019_11_19,34,5
Supreme Duelist Stickman,2019_11_20,39,10
Supreme Duelist Stickman,2019_11_21,49,9
Supreme Duelist Stickman,2019_11_22,40,11
Supreme Duelist Stickman,2019_11_23,51,14
Supreme Duelist Stickman,2019_11_24,37,7
Supreme Duelist Stickman,2019_11_25,30,7
Supreme Duelist Stickman,2019_11_26,37,7
Supreme Duelist Stickman,2019_11_27,44,0
Supreme Duelist Stickman,2019_11_28,44,2
Supreme Duelist Stickman,2019_11_29,42,0
Clash of Blocks,2019_11_01,101,0
Clash of Blocks,2019_11_02,101,0
Clash of Blocks,2019_11_03,101,0
Clash of Blocks,2019_11_04,101,0
Clash of Blocks,2019_11_05,101,0
Clash of Blocks,2019_11_06,101,0
Clash of Blocks,2019_11_07,101,0
Clash of Blocks,2019_11_08,101,0
Clash of Blocks,2019_11_09,101,26
Clash of Blocks,2019_11_10,75,26
Clash of Blocks,2019_11_11,101,0
Clash of Blocks,2019_11_12,101,0
Clash of Blocks,2019_11_13,101,0
Clash of Blocks,2019_11_14,101,0
Clash of Blocks,2019_11_15,101,17
Clash of Blocks,2019_11_16,84,4
Clash of Blocks,2019_11_17,88,5
Clash of Blocks,2019_11_18,83,11
Clash of Blocks,2019_11_19,72,22
Clash of Blocks,2019_11_20,50,24
Clash of Blocks,2019_11_21,26,1
Clash of Blocks,2019_11_22,27,13
Clash of Blocks,2019_11_23,14,2
Clash of Blocks,2019_11_24,16,2
Clash of Blocks,2019_11_25,14,3
Clash of Blocks,2019_11_26,17,0
Clash of Blocks,2019_11_27,17,2
Clash of Blocks,2019_11_28,19,5
Clash of Blocks,2019_11_29,24,0
클래시 로얄,2019_09_01,54,6
클래시 로얄,2019_09_02,48,2
클래시 로얄,2019_09_03,50,3
클래시 로얄,2019_09_04,53,1
클래시 로얄,2019_09_05,54,1
클래시 로얄,2019_09_06,53,2
클래시 로얄,2019_09_07,55,5
클래시 로얄,2019_09_08,50,6
클래시 로얄,2019_09_09,56,3
클래시 로얄,2019_09_10,53,11
클래시 로얄,2019_09_11,64,6
클래시 로얄,2019_09_12,58,11
클래시 로얄,2019_09_13,47,0
클래시 로얄,2019_09_14,47,0
클래시 로얄,2019_09_15,47,2
클래시 로얄,2019_09_16,49,11
클래시 로얄,2019_09_17,60,1
클래시 로얄,2019_09_18,61,5
클래시 로얄,2019_09_19,66,1
클래시 로얄,2019_09_20,65,5
클래시 로얄,2019_09_21,60,10
클래시 로얄,2019_09_22,50,1
클래시 로얄,2019_09_23,51,8
클래시 로얄,2019_09_24,59,1
클래시 로얄,2019_09_25,60,0
클래시 로얄,2019_09_26,60,0
클래시 로얄,2019_09_27,60,1
클래시 로얄,2019_09_28,61,1
클래시 로얄,2019_09_29,60,5
클래시 로얄,2019_09_30,55,1
클래시 로얄,2019_10_01,54,2
클래시 로얄,2019_10_02,52,5
클래시 로얄,2019_10_03,47,1
클래시 로얄,2019_10_04,48,1
클래시 로얄,2019_10_05,49,3
클래시 로얄,2019_10_06,46,1
클래시 로얄,2019_10_07,47,5
클래시 로얄,2019_10_08,52,10
클래시 로얄,2019_10_09,62,5
클래시 로얄,2019_10_10,57,4
클래시 로얄,2019_10_11,53,2
클래시 로얄,2019_10_12,55,1
클래시 로얄,2019_10_13,54,1
클래시 로얄,2019_10_14,55,1
클래시 로얄,2019_10_15,56,1
클래시 로얄,2019_10_16,57,4
클래시 로얄,2019_10_17,53,1
클래시 로얄,2019_10_18,52,3
클래시 로얄,2019_10_19,49,13
클래시 로얄,2019_10_20,36,2
클래시 로얄,2019_10_21,38,2
클래시 로얄,2019_10_22,40,0
클래시 로얄,2019_10_23,40,6
클래시 로얄,2019_10_24,46,3
클래시 로얄,2019_10_25,49,4
클래시 로얄,2019_10_26,53,15
클래시 로얄,2019_10_27,68,18
클래시 로얄,2019_10_28,50,4
클래시 로얄,2019_10_29,54,10
클래시 로얄,2019_10_30,44,14
클래시 로얄,2019_10_31,58,7
클래시 로얄,2019_11_01,65,2
클래시 로얄,2019_11_02,63,10
클래시 로얄,2019_11_03,73,19
클래시 로얄,2019_11_04,54,4
클래시 로얄,2019_11_05,50,11
클래시 로얄,2019_11_06,39,16
클래시 로얄,2019_11_07,55,17
클래시 로얄,2019_11_08,38,13
클래시 로얄,2019_11_09,51,2
클래시 로얄,2019_11_10,53,19
클래시 로얄,2019_11_11,34,3
클래시 로얄,2019_11_12,37,4
클래시 로얄,2019_11_13,41,2
클래시 로얄,2019_11_14,43,0
클래시 로얄,2019_11_15,43,2
클래시 로얄,2019_11_16,41,2
클래시 로얄,2019_11_17,39,1
클래시 로얄,2019_11_18,38,6
클래시 로얄,2019_11_19,44,3
클래시 로얄,2019_11_20,47,3
클래시 로얄,2019_11_21,50,23
클래시 로얄,2019_11_22,73,20
클래시 로얄,2019_11_23,53,9
클래시 로얄,2019_11_24,44,2
클래시 로얄,2019_11_25,42,3
클래시 로얄,2019_11_26,45,11
클래시 로얄,2019_11_27,56,3
클래시 로얄,2019_11_28,53,17
클래시 로얄,2019_11_29,36,0
V4,2019_09_25,101,0
V4,2019_09_26,101,0
V4,2019_09_27,101,0
V4,2019_09_28,101,0
V4,2019_09_29,101,0
V4,2019_09_30,101,0
V4,2019_10_01,101,0
V4,2019_10_02,101,0
V4,2019_10_03,101,0
V4,2019_10_04,101,0
V4,2019_10_05,101,0
V4,2019_10_06,101,0
V4,2019_10_07,101,0
V4,2019_10_08,101,0
V4,2019_10_09,101,0
V4,2019_10_10,101,0
V4,2019_10_11,101,0
V4,2019_10_12,101,0
V4,2019_10_13,101,0
V4,2019_10_14,101,0
V4,2019_10_15,101,0
V4,2019_10_16,101,0
V4,2019_10_17,101,0
V4,2019_10_18,101,0
V4,2019_10_19,101,0
V4,2019_10_20,101,0
V4,2019_10_21,101,0
V4,2019_10_22,101,0
V4,2019_10_23,101,0
V4,2019_10_24,101,0
V4,2019_10_25,101,0
V4,2019_10_26,101,0
V4,2019_10_27,101,0
V4,2019_10_28,101,0
V4,2019_10_29,101,0
V4,2019_10_30,101,0
V4,2019_10_31,101,0
V4,2019_11_01,101,0
V4,2019_11_02,101,0
V4,2019_11_03,101,0
V4,2019_11_04,101,0
V4,2019_11_05,101,0
V4,2019_11_06,101,100
V4,2019_11_07,1,0
V4,2019_11_08,1,0
V4,2019_11_09,1,0
V4,2019_11_10,1,0
V4,2019_11_11,1,0
V4,2019_11_12,1,0
V4,2019_11_13,1,1
V4,2019_11_14,2,0
V4,2019_11_15,2,0
V4,2019_11_16,2,2
V4,2019_11_17,4,3
V4,2019_11_18,7,0
V4,2019_11_19,7,2
V4,2019_11_20,9,0
V4,2019_11_21,9,9
V4,2019_11_22,18,2
V4,2019_11_23,20,32
V4,2019_11_24,52,24
V4,2019_11_25,76,8
V4,2019_11_26,68,7
V4,2019_11_27,61,10
V4,2019_11_28,51,19
V4,2019_11_29,32,0
Crazy Shopping,2019_10_19,101,0
Crazy Shopping,2019_10_20,101,0
Crazy Shopping,2019_10_21,101,0
Crazy Shopping,2019_10_22,101,0
Crazy Shopping,2019_10_23,101,0
Crazy Shopping,2019_10_24,101,0
Crazy Shopping,2019_10_25,101,0
Crazy Shopping,2019_10_26,101,0
Crazy Shopping,2019_10_27,101,0
Crazy Shopping,2019_10_28,101,0
Crazy Shopping,2019_10_29,101,0
Crazy Shopping,2019_10_30,101,20
Crazy Shopping,2019_10_31,81,1
Crazy Shopping,2019_11_01,80,55
Crazy Shopping,2019_11_02,25,3
Crazy Shopping,2019_11_03,22,14
Crazy Shopping,2019_11_04,8,3
Crazy Shopping,2019_11_05,5,1
Crazy Shopping,2019_11_06,6,1
Crazy Shopping,2019_11_07,7,0
Crazy Shopping,2019_11_08,7,1
Crazy Shopping,2019_11_09,8,0
Crazy Shopping,2019_11_10,8,3
Crazy Shopping,2019_11_11,5,1
Crazy Shopping,2019_11_12,4,1
Crazy Shopping,2019_11_13,5,1
Crazy Shopping,2019_11_14,6,0
Crazy Shopping,2019_11_15,6,2
Crazy Shopping,2019_11_16,8,1
Crazy Shopping,2019_11_17,9,1
Crazy Shopping,2019_11_18,8,1
Crazy Shopping,2019_11_19,9,3
Crazy Shopping,2019_11_20,12,7
Crazy Shopping,2019_11_21,19,16
Crazy Shopping,2019_11_22,35,3
Crazy Shopping,2019_11_23,32,9
Crazy Shopping,2019_11_24,23,2
Crazy Shopping,2019_11_25,21,6
Crazy Shopping,2019_11_26,27,11
Crazy Shopping,2019_11_27,38,5
Crazy Shopping,2019_11_28,33,5
Crazy Shopping,2019_11_29,38,0
왕비의 맛,2019_09_25,101,0
왕비의 맛,2019_09_26,101,0
왕비의 맛,2019_09_27,101,28
왕비의 맛,2019_09_28,73,55
왕비의 맛,2019_09_29,18,12
왕비의 맛,2019_09_30,30,39
왕비의 맛,2019_10_01,69,21
왕비의 맛,2019_10_02,90,11
왕비의 맛,2019_10_03,101,0
왕비의 맛,2019_10_04,101,0
왕비의 맛,2019_10_05,101,0
왕비의 맛,2019_10_06,101,0
왕비의 맛,2019_10_07,101,0
왕비의 맛,2019_10_08,101,0
왕비의 맛,2019_10_09,101,0
왕비의 맛,2019_10_10,101,0
왕비의 맛,2019_10_11,101,0
왕비의 맛,2019_10_12,101,0
왕비의 맛,2019_10_13,101,0
왕비의 맛,2019_10_14,101,0
왕비의 맛,2019_10_15,101,0
왕비의 맛,2019_10_16,101,0
왕비의 맛,2019_10_17,101,0
왕비의 맛,2019_10_18,101,0
왕비의 맛,2019_10_19,101,0
왕비의 맛,2019_10_20,101,0
왕비의 맛,2019_10_21,101,0
왕비의 맛,2019_10_22,101,0
왕비의 맛,2019_10_23,101,0
왕비의 맛,2019_10_24,101,0
왕비의 맛,2019_10_25,101,0
왕비의 맛,2019_10_26,101,0
왕비의 맛,2019_10_27,101,0
왕비의 맛,2019_10_28,101,0
왕비의 맛,2019_10_29,101,0
왕비의 맛,2019_10_30,101,0
왕비의 맛,2019_10_31,101,0
왕비의 맛,2019_11_01,101,0
왕비의 맛,2019_11_02,101,0
왕비의 맛,2019_11_03,101,0
왕비의 맛,2019_11_04,101,0
왕비의 맛,2019_11_05,101,0
왕비의 맛,2019_11_06,101,0
왕비의 맛,2019_11_07,101,0
왕비의 맛,2019_11_08,101,0
왕비의 맛,2019_11_09,101,0
왕비의 맛,2019_11_10,101,0
왕비의 맛,2019_11_11,101,0
왕비의 맛,2019_11_12,101,0
왕비의 맛,2019_11_13,101,0
왕비의 맛,2019_11_14,101,0
왕비의 맛,2019_11_15,101,0
왕비의 맛,2019_11_16,101,0
왕비의 맛,2019_11_17,101,0
왕비의 맛,2019_11_18,101,0
왕비의 맛,2019_11_19,101,0
왕비의 맛,2019_11_20,101,0
왕비의 맛,2019_11_21,101,0
왕비의 맛,2019_11_22,101,77
왕비의 맛,2019_11_23,24,6
왕비의 맛,2019_11_24,30,13
왕비의 맛,2019_11_25,43,0
왕비의 맛,2019_11_26,43,15
왕비의 맛,2019_11_27,28,1
왕비의 맛,2019_11_28,29,4
왕비의 맛,2019_11_29,33,0
1945,2019_09_01,86,5
1945,2019_09_02,91,2
1945,2019_09_03,93,7
1945,2019_09_04,86,13
1945,2019_09_05,73,14
1945,2019_09_06,59,18
1945,2019_09_07,41,4
1945,2019_09_08,45,5
1945,2019_09_09,50,6
1945,2019_09_10,44,8
1945,2019_09_11,36,6
1945,2019_09_12,30,8
1945,2019_09_13,38,14
1945,2019_09_14,52,4
1945,2019_09_15,56,1
1945,2019_09_16,57,3
1945,2019_09_17,54,7
1945,2019_09_18,47,10
1945,2019_09_19,37,2
1945,2019_09_20,35,6
1945,2019_09_21,41,6
1945,2019_09_22,47,6
1945,2019_09_23,53,5
1945,2019_09_24,48,6
1945,2019_09_25,42,0
1945,2019_09_26,42,2
1945,2019_09_27,44,0
1945,2019_09_28,44,0
1945,2019_09_29,44,14
1945,2019_09_30,58,1
1945,2019_10_01,59,4
1945,2019_10_02,55,6
1945,2019_10_03,49,1
1945,2019_10_04,50,1
1945,2019_10_05,51,3
1945,2019_10_06,48,3
1945,2019_10_07,51,3
1945,2019_10_08,54,14
1945,2019_10_09,40,5
1945,2019_10_10,35,1
1945,2019_10_11,34,5
1945,2019_10_12,29,4
1945,2019_10_13,33,4
1945,2019_10_14,37,4
1945,2019_10_15,33,0
1945,2019_10_16,33,3
1945,2019_10_17,30,4
1945,2019_10_18,26,0
1945,2019_10_19,26,0
1945,2019_10_20,26,17
1945,2019_10_21,43,0
1945,2019_10_22,43,1
1945,2019_10_23,42,21
1945,2019_10_24,21,19
1945,2019_10_25,40,8
1945,2019_10_26,48,24
1945,2019_10_27,72,5
1945,2019_10_28,77,1
1945,2019_10_29,76,4
1945,2019_10_30,80,30
1945,2019_10_31,50,5
1945,2019_11_01,45,1
1945,2019_11_02,46,20
1945,2019_11_03,66,1
1945,2019_11_04,67,3
1945,2019_11_05,70,2
1945,2019_11_06,72,5
1945,2019_11_07,67,2
1945,2019_11_08,69,18
1945,2019_11_09,87,0
1945,2019_11_10,87,14
1945,2019_11_11,101,0
1945,2019_11_12,101,8
1945,2019_11_13,93,12
1945,2019_11_14,81,0
1945,2019_11_15,81,7
1945,2019_11_16,74,5
1945,2019_11_17,79,22
1945,2019_11_18,101,15
1945,2019_11_19,86,20
1945,2019_11_20,66,4
1945,2019_11_21,62,12
1945,2019_11_22,50,13
1945,2019_11_23,63,24
1945,2019_11_24,87,10
1945,2019_11_25,97,13
1945,2019_11_26,84,10
1945,2019_11_27,74,13
1945,2019_11_28,61,13
1945,2019_11_29,48,0
궁수의 전설,2019_09_01,13,1
궁수의 전설,2019_09_02,14,1
궁수의 전설,2019_09_03,15,0
궁수의 전설,2019_09_04,15,1
궁수의 전설,2019_09_05,14,0
궁수의 전설,2019_09_06,14,6
궁수의 전설,2019_09_07,8,0
궁수의 전설,2019_09_08,8,2
궁수의 전설,2019_09_09,10,1
궁수의 전설,2019_09_10,9,1
궁수의 전설,2019_09_11,10,2
궁수의 전설,2019_09_12,12,0
궁수의 전설,2019_09_13,12,2
궁수의 전설,2019_09_14,10,1
궁수의 전설,2019_09_15,11,3
궁수의 전설,2019_09_16,14,1
궁수의 전설,2019_09_17,15,1
궁수의 전설,2019_09_18,16,0
궁수의 전설,2019_09_19,16,2
궁수의 전설,2019_09_20,18,2
궁수의 전설,2019_09_21,20,2
궁수의 전설,2019_09_22,22,1
궁수의 전설,2019_09_23,23,1
궁수의 전설,2019_09_24,22,0
궁수의 전설,2019_09_25,22,0
궁수의 전설,2019_09_26,22,3
궁수의 전설,2019_09_27,19,2
궁수의 전설,2019_09_28,21,2
궁수의 전설,2019_09_29,23,1
궁수의 전설,2019_09_30,22,2
궁수의 전설,2019_10_01,24,1
궁수의 전설,2019_10_02,25,1
궁수의 전설,2019_10_03,24,1
궁수의 전설,2019_10_04,25,1
궁수의 전설,2019_10_05,26,2
궁수의 전설,2019_10_06,24,1
궁수의 전설,2019_10_07,25,1
궁수의 전설,2019_10_08,26,3
궁수의 전설,2019_10_09,29,1
궁수의 전설,2019_10_10,28,3
궁수의 전설,2019_10_11,25,9
궁수의 전설,2019_10_12,34,2
궁수의 전설,2019_10_13,36,9
궁수의 전설,2019_10_14,27,5
궁수의 전설,2019_10_15,22,2
궁수의 전설,2019_10_16,20,6
궁수의 전설,2019_10_17,14,4
궁수의 전설,2019_10_18,18,1
궁수의 전설,2019_10_19,17,1
궁수의 전설,2019_10_20,16,4
궁수의 전설,2019_10_21,12,0
궁수의 전설,2019_10_22,12,0
궁수의 전설,2019_10_23,12,4
궁수의 전설,2019_10_24,8,6
궁수의 전설,2019_10_25,14,5
궁수의 전설,2019_10_26,19,14
궁수의 전설,2019_10_27,33,5
궁수의 전설,2019_10_28,28,1
궁수의 전설,2019_10_29,29,0
궁수의 전설,2019_10_30,29,2
궁수의 전설,2019_10_31,27,4
궁수의 전설,2019_11_01,31,3
궁수의 전설,2019_11_02,34,7
궁수의 전설,2019_11_03,41,6
궁수의 전설,2019_11_04,35,14
궁수의 전설,2019_11_05,49,1
궁수의 전설,2019_11_06,50,12
궁수의 전설,2019_11_07,38,5
궁수의 전설,2019_11_08,33,7
궁수의 전설,2019_11_09,40,4
궁수의 전설,2019_11_10,44,5
궁수의 전설,2019_11_11,39,3
궁수의 전설,2019_11_12,42,8
궁수의 전설,2019_11_13,34,4
궁수의 전설,2019_11_14,30,1
궁수의 전설,2019_11_15,31,1
궁수의 전설,2019_11_16,30,4
궁수의 전설,2019_11_17,34,13
궁수의 전설,2019_11_18,47,4
궁수의 전설,2019_11_19,51,10
궁수의 전설,2019_11_20,41,1
궁수의 전설,2019_11_21,40,9
궁수의 전설,2019_11_22,31,10
궁수의 전설,2019_11_23,41,1
궁수의 전설,2019_11_24,42,10
궁수의 전설,2019_11_25,52,6
궁수의 전설,2019_11_26,58,5
궁수의 전설,2019_11_27,53,8
궁수의 전설,2019_11_28,45,6
궁수의 전설,2019_11_29,39,0
배틀그라운드,2019_09_01,101,80
배틀그라운드,2019_09_02,21,1
배틀그라운드,2019_09_03,22,2
배틀그라운드,2019_09_04,20,1
배틀그라운드,2019_09_05,19,0
배틀그라운드,2019_09_06,19,2
배틀그라운드,2019_09_07,17,0
배틀그라운드,2019_09_08,17,0
배틀그라운드,2019_09_09,17,2
배틀그라운드,2019_09_10,15,1
배틀그라운드,2019_09_11,16,2
배틀그라운드,2019_09_12,18,1
배틀그라운드,2019_09_13,17,8
배틀그라운드,2019_09_14,9,0
배틀그라운드,2019_09_15,9,1
배틀그라운드,2019_09_16,8,0
배틀그라운드,2019_09_17,8,3
배틀그라운드,2019_09_18,11,0
배틀그라운드,2019_09_19,11,0
배틀그라운드,2019_09_20,11,5
배틀그라운드,2019_09_21,16,1
배틀그라운드,2019_09_22,17,2
배틀그라운드,2019_09_23,19,2
배틀그라운드,2019_09_24,21,3
배틀그라운드,2019_09_25,18,0
배틀그라운드,2019_09_26,18,2
배틀그라운드,2019_09_27,16,8
배틀그라운드,2019_09_28,24,2
배틀그라운드,2019_09_29,26,3
배틀그라운드,2019_09_30,23,2
배틀그라운드,2019_10_01,25,2
배틀그라운드,2019_10_02,23,4
배틀그라운드,2019_10_03,27,1
배틀그라운드,2019_10_04,28,1
배틀그라운드,2019_10_05,29,2
배틀그라운드,2019_10_06,27,1
배틀그라운드,2019_10_07,28,2
배틀그라운드,2019_10_08,30,6
배틀그라운드,2019_10_09,24,2
배틀그라운드,2019_10_10,26,1
배틀그라운드,2019_10_11,27,8
배틀그라운드,2019_10_12,35,3
배틀그라운드,2019_10_13,32,1
배틀그라운드,2019_10_14,31,4
배틀그라운드,2019_10_15,27,0
배틀그라운드,2019_10_16,27,10
배틀그라운드,2019_10_17,17,3
배틀그라운드,2019_10_18,20,1
배틀그라운드,2019_10_19,19,6
배틀그라운드,2019_10_20,13,0
배틀그라운드,2019_10_21,13,1
배틀그라운드,2019_10_22,14,0
배틀그라운드,2019_10_23,14,3
배틀그라운드,2019_10_24,17,4
배틀그라운드,2019_10_25,21,4
배틀그라운드,2019_10_26,25,9
