search,youtube_url,viewer,upload
왕비의 맛 게임,https://www.youtube.com/watch?v=amzdBwIaPSw,1만회,1주 전
왕비의 맛 게임,https://www.youtube.com/watch?v=KCKudiNC2H4,5.5천회,2주 전
왕비의 맛 게임,https://www.youtube.com/watch?v=JQGjmvSt3AY,2.8만회,1개월 전
왕비의 맛 게임,https://www.youtube.com/watch?v=7JN9EgPh1A0,4천회,2개월 전
왕비의 맛 게임,https://www.youtube.com/watch?v=mCx17kGsWeI,1.9만회,2개월 전
왕비의 맛 게임,https://www.youtube.com/watch?v=EbWkssFEUK8,1.2만회,2개월 전
