rank,name
1,Mario Kart Tour
2,신의 연대기-신규서버오픈
3,올스타 스매시
4,라이즈 오브 킹덤즈
5,Brain Out – 가장 어색한 게임
6,Dinosaur Rampage
7,쌍삼국지
8,Color Saw 3D
9,신강호
10,워드퍼즐 - 단어 게임
11,Cool Goal!
12,I Peel Good
13,Idle Stickman
14,리치리치
15,오늘도 우라라 원시 헌팅 라이프
16,브롤스타즈
17,이터:던전의 포식자
18,왕비의 맛
19,메탈슬러그 인피니티 - 방치형 RPG
20,Puzzle Fuzzle
21,Marbleous!
22,Sand Balls
23,궁수의 전설
24,바이러스 워 - 우주 슈팅 게임
25,기적의 검
26,배틀그라운드
27,동물의 집
28,피망 뉴맞고 : 고스톱으로 대한민국 1등
29,Zipline Valley - 물리학 퍼즐 게임
30,무한의 계단
31,꿈의 집 (Homescapes)
32,피망 섯다
33,꿈의 정원 (Gardenscapes)
34,햄스터 타운 - 당신이 원하는 힐링 두뇌 퍼즐 게임 - 햄스터 타운! 심쿵사 주의
35,Square Bird
36,Mr Bullet - 스파이 퍼즐
37,쿵야 캐치마인드
38,Fun Race 3D
39,오늘도 환생
40,Perfect Slices
41,Color Fill 3D
42,Granny Legend
43,ROBLOX
44,1945
45,꿈의 마을 (Township)
46,도끼.io
47,Empires & Puzzles: RPG Quest
48,Rummikub
49,aquapark.io
50,Minecraft 체험판
51,The Real Juggle
52,좀비고등학교
53,에오스 레드
54,Crowd City
55,보스레이브
56,파이널레이드
57,한게임 신맞고 : 대한민국 원조 고스톱
58,쿠키런: 오븐브레이크
59,Rider
60,클래시 로얄
61,미친소녀
62,신비아파트 고스트헌터
63,Magic Tiles 3
64,토킹톰 골드런
65,드랍더좀비
66,스나이퍼 3D 어쌔신: 무료 슈팅 게임 (Sniper 3D Assassin)
67,낚시 클래시: 스포츠 낚시 게임 (Fishing Clash)
68,Merge Magic!
69,아스팔트 9: 레전드- 2019 액션 카 레이싱 게임
70,마피아42
71,Supreme Duelist Stickman
72,토킹톰 히어로 대시
73,지오메트리 대시 라이트 (Geometry Dash L)
74,"피망 포커: 카지노 로얄 (7포커, 로우바둑이, 하이로우)"
75,한게임 포커
76,로드 모바일: 제국의 전쟁 - MMORPG
77,Polysphere
78,FIFA ONLINE 4 M by EA SPORTS™
79,슈퍼펭귄 (Super Penguins)
80,갤럭시 슈터 - 팔콘 스쿼드 - 외계인 슈팅게임
81,Run Race 3D
82,브롤 스타즈 상자깡 버그판 마인크래프트 게임 고양이 Brawl Stars
83,Bottle Flip 3D
84,용사식당
85,스페이스 슈터: 외계인 슈팅게임
86,"좋은 피자, 위대한 피자"
87,Soul Knight
88,우주 전쟁: 외계인들의 공격
89,Pokémon GO
90,Kick the Buddy
91,프렌즈레이싱
92,삼국지 오리진
93,Paper.io 2
94,피츠메이커
95,라플라스M
96,모바일 레전드: Bang Bang
97,Line Color 3D
98,가우스전자 with NAVER WEBTOON
99,으라차차 돌격 라그나로크
100,아기 팬더: 공주 메이크업
