rank,name
1,라이즈 오브 킹덤즈
2,신강호
3,리치리치
4,미친소녀
5,Dinosaur Rampage
6,비천무협
7,오늘도 우라라 원시 헌팅 라이프
8,쌍삼국지
9,Cool Goal!
10,브롤스타즈
11,원정
12,워드퍼즐 - 단어 게임
13,올스타 스매시
14,기적의 검
15,쿵야 캐치마인드
16,배틀그라운드
17,동물의 집
18,Sand Balls
19,피망 뉴맞고 : 고스톱으로 대한민국 1등
20,궁수의 전설
21,Perfect Slices
22,꿈의 집 (Homescapes)
23,Mr Bullet - 스파이 퍼즐
24,나선영웅전
25,Fun Race 3D
26,으라차차 돌격 라그나로크
27,피망 섯다
28,꿈의 정원 (Gardenscapes)
29,Rummikub
30,aquapark.io
31,무한의 계단
32,Granny Legend
33,스타쉽 배틀
34,ROBLOX
35,Color Fill 3D
36,I Peel Good
37,Crowd City
38,Puzzle Fuzzle
39,에오스 레드
40,모두의마블
41,1945
42,삼국지 디펜스M
43,Empires & Puzzles: RPG Quest
44,삼국지 오리진
45,꿈의 마을 (Township)
46,한게임 신맞고 : 대한민국 원조 고스톱
47,보스레이브
48,스나이퍼 3D 어쌔신: 무료 슈팅 게임 (Sniper 3D Assassin)
49,브롤 스타즈 상자깡 버그판 마인크래프트 게임 고양이 Brawl Stars
50,가온:신규서버오픈
51,"피망 포커: 카지노 로얄 (7포커, 로우바둑이, 하이로우)"
52,아스팔트 9: 레전드- 2019 액션 카 레이싱 게임
53,좀비고등학교
54,Minecraft 체험판
55,한게임 포커
56,마피아42
57,Popcorn Burst
58,Bottle Flip 3D
59,검은달
60,클래시 로얄
61,바이러스 워 - 우주 슈팅 게임
62,토킹톰 골드런
63,토킹톰 히어로 대시
64,Granny: Chapter Two
65,갤럭시 슈터 - 팔콘 스쿼드 - 외계인 슈팅게임
66,Magic Tiles 3
67,Run Race 3D
68,Jelly Shift
69,라플라스M
70,신비아파트 고스트헌터
71,"Happy Color – 컬러링북, 숫자 색칠 게임"
72,Tank Stars
73,"좋은 피자, 위대한 피자"
74,슈퍼펭귄 (Super Penguins)
75,프렌즈레이싱
76,롤링 스카이
77,우주 전쟁: 외계인들의 공격
78,로드 모바일: 제국의 전쟁 - MMORPG
79,도끼.io
80,쿠키런: 오븐브레이크
81,Happy Glass
82,FIFA ONLINE 4 M by EA SPORTS™
83,Rider
84,아기 팬더: 공주 메이크업
85,Paper.io 2
86,지오메트리 대시 라이트 (Geometry Dash L)
87,삼국지강타
88,Pokémon GO
89,maybe-메이비:내가 만드는 이야기
90,냥코 대전쟁
91,MLB 9이닝스 19
92,한게임 섯다
93,유휴 냄비 육성
94,진짜 총알
95,벽돌깨기 퀘스트
96,Guns of Glory: 왕을 위한 장대한 군대 구축
97,Age of Z
98,Orkus - 오르쿠스
99,Auto Chess
100,Polysphere
