rank,name
1,리니지2M(19)
2,Brain Out – 가장 어색한 게임
3,엑소스 히어로즈
4,리니지2M(12)
5,Park of Monster
6,Pocket World 3D
7,Sky Roller
8,Puzzrama (퍼즈라마)
9,무한의 계단
10,탄탄러시
11,Ink Inc. - Tattoo Tycoon
12,워드퍼즐 - 단어 게임
13,킹 오브 타워
14,Cannon Shot!
15,브롤스타즈
16,무한의 농장
17,Clash of Blocks
18,콜 오브 듀티: 모바일
19,기적의 검
20,Fun Race 3D
21,꿈의 집 (Homescapes)
22,Run Race 3D
23,애프터라이프
24,Pokémon GO
25,로드 크래쉬
26,염왕이 뿔났다
27,Crazy Shopping
28,꿈의 정원 (Gardenscapes)
29,꽃피는 달빛
30,Mr Bullet - 스파이 퍼즐
31,Sandwich!
32,ROBLOX
33,킹 오브 파이터 올스타
34,Rescue Cut - Rope Puzzle
35,Icing On The Cake
36,배틀그라운드
37,Supreme Duelist Stickman
38,Tales Rush!
39,꿈의 마을 (Township)
40,Minecraft 체험판
41,계급장 키우기
42,Gang Clash
43,왕비의 맛
44,Paper.io 2
45,클래시 로얄
46,라이즈 오브 킹덤즈
47,aquapark.io
48,질풍닌자전
49,Dancing Line
50,Sand Balls
51,펭귄의 섬
52,Color Saw 3D
53,Perfect Slices
54,Dancing Road: Color Ball Run!
55,바이러스 워 - 우주 슈팅 게임
56,Stencil Art - Spray Masters
57,Zipline Valley - 물리학 퍼즐 게임
58,궁수의 전설
59,Rider
60,보틀 점프 3D
61,Piano Tiles 2™
62,Square Bird
63,신강호
64,Wrecking Ball
65,지오메트리 대시 라이트 (Geometry Dash L)
66,두근두근 레스토랑: 헬로키티 콜라보레이션
67,Overloaded
68,V4
69,Tank Stars
70,해양 유목민 - 뗏목 생존: Survival on Raft - Ocean Nomad
71,마피아42
72,롤링 스카이
73,"좋은 피자, 위대한 피자"
74,토킹톰 골드런
75,Rummikub
76,Line Driver
77,Puzzle Fuzzle
78,Crowd City
79,Cool Goal!
80,오버독스
81,부탁해요 매니저님
82,토킹톰 히어로 대시
83,Happy Glass
84,1945
85,Magic Tiles 3
86,쿠키런: 오븐브레이크
87,Draw it
88,Snowball.io
89,숨바꼭질 온라인 - 실시간 숨바꼭질
90,Vlinder Life：Dressup Avatar & Fashion Doll
91,Marbleous!
92,eFootball PES 2020
93,좀비고등학교
94,밥 먹고 갈래요?
95,스택 볼 - 플랫폼을 다 뚫어버리세요 
96,피망 뉴맞고 : 고스톱으로 대한민국 1등
97,동물극장 - 귀여운 동물들과 영화보며 힐링
98,신비아파트 고스트헌터
99,Picker 3D
100,쿠키런 for Kakao
