rank,name
1,Mario Kart Tour
2,Brain Out – 가장 어색한 게임
3,라이즈 오브 킹덤즈
4,신의 연대기-신규서버오픈
5,올스타 스매시
6,신강호
7,Color Saw 3D
8,Dinosaur Rampage
9,I Peel Good
10,Cool Goal!
11,Idle Stickman
12,리치리치
13,브롤스타즈
14,워드퍼즐 - 단어 게임
15,Puzzle Fuzzle
16,오늘도 우라라 원시 헌팅 라이프
17,Square Bird
18,바이러스 워 - 우주 슈팅 게임
19,쌍삼국지
20,이터:던전의 포식자
21,Stop them ALL !
22,무한의 계단
23,동물의 집
24,궁수의 전설
25,배틀그라운드
26,꿈의 집 (Homescapes)
27,꿈의 정원 (Gardenscapes)
28,Perfect Slices
29,Marbleous!
30,Sand Balls
31,기적의 검
32,Mr Bullet - 스파이 퍼즐
33,ROBLOX
34,Zipline Valley - 물리학 퍼즐 게임
35,aquapark.io
36,Color Fill 3D
37,Minecraft 체험판
38,피망 뉴맞고 : 고스톱으로 대한민국 1등
39,Fun Race 3D
40,꿈의 마을 (Township)
41,신비아파트 고스트헌터
42,Polysphere
43,좀비고등학교
44,쿵야 캐치마인드
45,도끼.io
46,Magic Tiles 3
47,Rider
48,Kick the Buddy
49,토킹톰 골드런
50,Run Race 3D
51,Crowd City
52,토킹톰 히어로 대시
53,피망 섯다
54,클래시 로얄
55,쿠키런: 오븐브레이크
56,Knives Crash
57,Rummikub
58,Granny Legend
59,1945
60,지오메트리 대시 라이트 (Geometry Dash L)
61,Hungry Shark Evolution
62,슈퍼펭귄 (Super Penguins)
63,스나이퍼 3D 어쌔신: 무료 슈팅 게임 (Sniper 3D Assassin)
64,Paper.io 2
65,Supreme Duelist Stickman
66,마피아42
67,Bottle Flip 3D
68,The Real Juggle
69,왕비의 맛
70,Jelly Shift
71,Empires & Puzzles: RPG Quest
72,아스팔트 9: 레전드- 2019 액션 카 레이싱 게임
73,에오스 레드
74,해양 유목민 - 뗏목 생존: Survival on Raft - Ocean Nomad
75,Wrecking Ball
76,Line Color 3D
77,보스레이브
78,아기 팬더: 공주 메이크업
79,"좋은 피자, 위대한 피자"
80,Soul Knight
81,바운스볼
82,Hole.io
83,maybe-메이비:내가 만드는 이야기
84,브롤 스타즈 상자깡 버그판 마인크래프트 게임 고양이 Brawl Stars
85,햄스터 타운 - 당신이 원하는 힐링 두뇌 퍼즐 게임 - 햄스터 타운! 심쿵사 주의
86,프렌즈레이싱
87,한게임 신맞고 : 대한민국 원조 고스톱
88,아웃로 - 실시간 슈팅
89,Pokémon GO
90,드랍더좀비
91,마이토킹톰 2
92,의지의 히어로
93,Piano Tiles 2™
94,"Happy Color – 컬러링북, 숫자 색칠 게임"
95,Merge Magic!
96,피츠메이커
97,FIFA ONLINE 4 M by EA SPORTS™
98,로드 모바일: 제국의 전쟁 - MMORPG
99,"나의최애캐 (언니돌, #unniedoll)"
100,Snowball.io
