rank,name
1,DX : 신 세기의 전쟁
2,Icing On The Cake
3,Rescue Cut - Rope Puzzle
4,Brain Out – 가장 어색한 게임
5,Minecraft Earth
6,세인트 세이야 : 각성
7,킹 오브 타워
8,완미세계
9,콜 오브 듀티: 모바일
10,브롤스타즈
11,신강호
12,Zipline Valley - 물리학 퍼즐 게임
13,데이트 어 라이브: 다시 만난 정령
14,로드 크래쉬
15,라이즈 오브 킹덤즈
16,리치리치
17,메탈슬러그 인피니티 - 방치형 RPG
18,King of Avalon: 전략 멀티 플레이어 전쟁 | 드래곤 전쟁
19,무한의 계단
20,Draw Around
21,Rolling Domino
22,Crazy Shopping
23,기적의 검
24,Minecraft 체험판
25,익스트림풋볼:3대3 멀티 축구
26,Empires & Puzzles: RPG Quest
27,워드퍼즐 - 단어 게임
28,동물극장 - 귀여운 동물들과 영화보며 힐링
29,무한의 농장
30,Drop & Smash
31,꿈의 집 (Homescapes)
32,3차원 채우기 (Fill in 3D)
33,달빛조각사
34,Granny Legend
35,테니스 클래시: 3D 스포츠 - 무료 멀티플레이어 게임
36,판타지타운
37,꿈의 정원 (Gardenscapes)
38,Puzzle Fuzzle
39,꽃피는 달빛
40,쿠키런: 오븐브레이크
41,궁수의 전설
42,"좋은 피자, 위대한 피자"
43,Soul Land: 엘피스 전기
44,로얄 다이스(Royal Dice) : 랜덤 디펜스
45,Mahjong City Tours
46,Happy Glass
47,피망 뉴맞고 : 고스톱으로 대한민국 1등
48,바이러스 워 - 우주 슈팅 게임
49,신비아파트 고스트헌터
50,Run Race 3D
51,매직 직소 퍼즐
52,Paper.io 2
53,I Peel Good
54,노블레스 : 제로 with NAVER WEBTOON
55,아르카나 택틱스
56,배틀그라운드
57,꿈의 마을 (Township)
58,마피아42
59,마이카페 — 식당게임
60,Sand Balls
61,Rummikub
62,ROBLOX
63,Supreme Duelist Stickman
64,의지의 히어로
65,Perfect Slices
66,1945
67,보스레이브
68,냥코 대전쟁
69,Block Puzzle Universe
70,Magic Tiles 3
71,스택 볼 - 플랫폼을 다 뚫어버리세요 
72,지오메트리 대시 라이트 (Geometry Dash L)
73,클래시 로얄
74,스도쿠 - 무료 클래식 스도쿠 퍼즐
75,Fun Race 3D
76,Merge Magic!
77,Mr Bullet - 스파이 퍼즐
78,"피망 포커: 카지노 로얄 (7포커, 로우바둑이, 하이로우)"
79,해양 유목민 - 뗏목 생존: Survival on Raft - Ocean Nomad
80,Cool Goal!
81,Rider
82,Wrecking Ball
83,Snowball.io
84,Gang Clash
85,Zooba - 동물원 배틀 아레나
86,마지막 전투 - 인간 대 좀비
87,펭귄의 섬
88,탄환 타격 임무
89,톰 오브 더 마스크: 컬러
90,스페이스 슈터: 외계인 슈팅게임
91,Square Bird
92,Bottle Flip 3D
93,토킹톰 골드런
94,마기아 : 카르마 사가
95,aquapark.io
96,토킹톰 히어로 대시
97,"나의최애캐 (언니돌, #unniedoll)"
98,롤링 스카이
99,Hero Wars
100,오늘도 우라라 원시 헌팅 라이프
