rank,name
1,Brain Out – 가장 어색한 게임
2,Ink Inc. - Tattoo Tycoon
3,부탁해요 매니저님
4,탄탄러시
5,킹 오브 타워
6,꽃피는 달빛
7,무한의 계단
8,워드퍼즐 - 단어 게임
9,V4
10,브롤스타즈
11,두근두근 레스토랑: 헬로키티 콜라보레이션
12,Crazy Shopping
13,무한의 농장
14,Sky Roller
15,Icing On The Cake
16,꿈의 집 (Homescapes)
17,Zipline Valley - 물리학 퍼즐 게임
18,콜 오브 듀티: 모바일
19,Pocket World 3D
20,로드 크래쉬
21,Cannon Shot!
22,펭귄의 섬
23,Rescue Cut - Rope Puzzle
24,Hunter Assassin
25,Run Race 3D
26,Fun Race 3D
27,라이즈 오브 킹덤즈
28,Mr Bullet - 스파이 퍼즐
29,배틀그라운드
30,Granny Legend
31,테니스 클래시: 3D 스포츠 - 무료 멀티플레이어 게임
32,Sand Balls
33,신강호
34,ROBLOX
35,꿈의 정원 (Gardenscapes)
36,기적의 검
37,질풍닌자전
38,이터:던전의 포식자
39,Supreme Duelist Stickman
40,Dancing Road: Color Ball Run!
41,궁수의 전설
42,바이러스 워 - 우주 슈팅 게임
43,Paper.io 2
44,Piano Tiles 2™
45,Block Puzzle Rune
46,Perfect Slices
47,클래시 로얄
48,삼국지 오리진
49,보틀 점프 3D
50,Clash of Blocks
51,aquapark.io
52,해양 유목민 - 뗏목 생존: Survival on Raft - Ocean Nomad
53,Magic Tiles 3
54,"좋은 피자, 위대한 피자"
55,Rider
56,Vlinder Life：Dressup Avatar & Fashion Doll
57,도끼.io
58,Color Saw 3D
59,꿈의 마을 (Township)
60,피망 뉴맞고 : 고스톱으로 대한민국 1등
61,지오메트리 대시 라이트 (Geometry Dash L)
62,쿠키런: 오븐브레이크
63,Cool Goal!
64,Drop & Smash
65,Minecraft 체험판
66,1945
67,Rummikub
68,Pokémon GO
69,Tiles Hop: EDM Rush!
70,Gym Flip
71,Gang Clash
72,토킹톰 골드런
73,Draw it
74,숨바꼭질 온라인 - 실시간 숨바꼭질
75,Race.io
76,Puzzle Fuzzle
77,Dream Piano - Music Game
78,Crowd City
79,롤링 스카이
80,쿠키런 for Kakao
81,Square Bird
82,달빛조각사
83,토킹톰 히어로 대시
84,Tasty Planet Forever
85,Happy Glass
86,스도쿠 - 무료 클래식 스도쿠 퍼즐
87,Snowball.io
88,로얄 다이스(Royal Dice) : 랜덤 디펜스
89,매직 직소 퍼즐
90,히어로즈 스트라이크
91,신비아파트 고스트헌터
92,마피아42
93,"Numpuz: Classic Number Games, Num Riddle Puzzle"
94,Hole.io
95,마이토킹톰 2
96,Empires & Puzzles: RPG Quest
97,스택 볼 - 플랫폼을 다 뚫어버리세요 
98,Draw Around
99,블록 퍼즐
100,Stencil Art - Spray Masters
