rank,name
1,Brain Out – 가장 어색한 게임
2,탄탄러시
3,Ink Inc. - Tattoo Tycoon
4,V4
5,꽃피는 달빛
6,킹 오브 타워
7,워드퍼즐 - 단어 게임
8,무한의 계단
9,Crazy Shopping
10,콜 오브 듀티: 모바일
11,Rescue Cut - Rope Puzzle
12,질풍닌자전
13,라이즈 오브 킹덤즈
14,무한의 농장
15,브롤스타즈
16,Icing On The Cake
17,Sky Roller
18,Granny Legend
19,Zipline Valley - 물리학 퍼즐 게임
20,기적의 검
21,로드 크래쉬
22,판타지타운
23,꿈의 집 (Homescapes)
24,펭귄의 섬
25,신강호
26,꿈의 정원 (Gardenscapes)
27,Fun Race 3D
28,배틀그라운드
29,ROBLOX
30,Cannon Shot!
31,Sand Balls
32,Run Race 3D
33,꿈의 마을 (Township)
34,궁수의 전설
35,바이러스 워 - 우주 슈팅 게임
36,부탁해요 매니저님
37,Supreme Duelist Stickman
38,테니스 클래시: 3D 스포츠 - 무료 멀티플레이어 게임
39,클래시 로얄
40,Perfect Slices
41,Drop & Smash
42,Cool Goal!
43,Pokémon GO
44,Vlinder Life：Dressup Avatar & Fashion Doll
45,Mr Bullet - 스파이 퍼즐
46,Robot Clash
47,쿠키런: 오븐브레이크
48,해양 유목민 - 뗏목 생존: Survival on Raft - Ocean Nomad
49,Minecraft 체험판
50,Rider
51,도끼.io
52,Gang Clash
53,지오메트리 대시 라이트 (Geometry Dash L)
54,Block Puzzle Rune
55,로얄 다이스(Royal Dice) : 랜덤 디펜스
56,삼국지 오리진
57,달빛조각사
58,보틀 점프 3D
59,Puzzle Fuzzle
60,피망 뉴맞고 : 고스톱으로 대한민국 1등
61,햄스터 타운 - 당신이 원하는 힐링 두뇌 퍼즐 게임 - 햄스터 타운! 심쿵사 주의
62,Dancing Road: Color Ball Run!
63,Piano Tiles 2™
64,히어로즈 스트라이크
65,스도쿠 - 무료 클래식 스도쿠 퍼즐
66,Magic Tiles 3
67,Paper.io 2
68,솔리테르 트라이픽스: 팜 어드벤처
69,로그의 전설
70,쿠키런 for Kakao
71,스나이퍼 3D 어쌔신: 무료 슈팅 게임 (Sniper 3D Assassin)
72,Tasty Planet Forever
73,Color Saw 3D
74,톰 오브 더 마스크: 컬러
75,마기아 : 카르마 사가
76,블록 퍼즐
77,매직 직소 퍼즐
78,토킹톰 골드런
79,1945
80,aquapark.io
81,Draw Around
82,Tiles Hop: EDM Rush!
83,토킹톰 히어로 대시
84,FIFA ONLINE 4 M by EA SPORTS™
85,Rummikub
86,좀비고등학교
87,이터:던전의 포식자
88,Clash of Blocks
89,Square Bird
90,Empires & Puzzles: RPG Quest
91,"좋은 피자, 위대한 피자"
92,클래식 어드벤처
93,신비아파트 고스트헌터
94,Race.io
95,미니카키우기
96,신의 연대기-신규서버오픈
97,Connect the Pops!
98,Draw it
99,롤링 스카이
100,Happy Glass
