rank,name
1,Brain Out – 가장 어색한 게임
2,Rescue Cut - Rope Puzzle
3,Icing On The Cake
4,DX : 신 세기의 전쟁
5,Zipline Valley - 물리학 퍼즐 게임
6,Crazy Shopping
7,신강호
8,콜 오브 듀티: 모바일
9,로드 크래쉬
10,킹 오브 타워
11,무한의 계단
12,Drop & Smash
13,라이즈 오브 킹덤즈
14,브롤스타즈
15,Marbleous!
16,리치리치
17,톰 오브 더 마스크: 컬러
18,꿈의 집 (Homescapes)
19,Collect Cubes
20,Draw Around
21,기적의 검
22,배틀그라운드
23,Granny Legend
24,완미세계
25,히어로즈 스트라이크
26,동물극장 - 귀여운 동물들과 영화보며 힐링
27,무한의 농장
28,데이트 어 라이브: 다시 만난 정령
29,Minecraft Earth
30,꿈의 정원 (Gardenscapes)
31,Kick the Buddy: Forever
32,쿠키런: 오븐브레이크
33,Puzzle Fuzzle
34,꿈의 마을 (Township)
35,Hero Wars
36,꽃피는 달빛
37,Sand Balls
38,달빛조각사
39,클래시 로얄
40,Perfect Paint
41,Rider
42,테니스 클래시: 3D 스포츠 - 무료 멀티플레이어 게임
43,Perfect Slices
44,Magic Tiles 3
45,Minecraft 체험판
46,ROBLOX
47,워드퍼즐 - 단어 게임
48,Block Puzzle Universe
49,매직 직소 퍼즐
50,궁수의 전설
51,Empires & Puzzles: RPG Quest
52,펭귄의 섬
53,로얄 다이스(Royal Dice) : 랜덤 디펜스
54,Fun Race 3D
55,바이러스 워 - 우주 슈팅 게임
56,해양 유목민 - 뗏목 생존: Survival on Raft - Ocean Nomad
57,세인트 세이야 : 각성
58,질풍닌자전
59,Rolling Domino
60,Paper.io 2
61,토킹톰 히어로 대시
62,브롤 스타즈 상자깡 버그판 마인크래프트 게임 고양이 Brawl Stars
63,Wrecking Ball
64,I Peel Good
65,aquapark.io
66,롤링 스카이
67,지오메트리 대시 라이트 (Geometry Dash L)
68,Cool Goal!
69,피망 뉴맞고 : 고스톱으로 대한민국 1등
70,Mr Bullet - 스파이 퍼즐
71,놈 플랜트
72,1945
73,Run Race 3D
74,Happy Glass
75,익스트림풋볼:3대3 멀티 축구
76,"좋은 피자, 위대한 피자"
77,Dancing Road: Color Ball Run!
78,3차원 채우기 (Fill in 3D)
79,용사식당
80,스도쿠 - 무료 클래식 스도쿠 퍼즐
81,슈퍼펭귄 (Super Penguins)
82,토킹톰 골드런
83,Nonogram.com - 픽처 크로스 퍼즐 게임
84,스택 볼 - 플랫폼을 다 뚫어버리세요 
85,Piano Tiles 2™
86,Zooba - 동물원 배틀 아레나
87,Pokémon GO
88,좀비고등학교
89,Color Fill 3D
90,메탈슬러그 인피니티 - 방치형 RPG
91,오늘도 우라라 원시 헌팅 라이프
92,무한의 기차
93,King of Avalon: 전략 멀티 플레이어 전쟁 | 드래곤 전쟁
94,Gang Clash
95,Mario Kart Tour
96,Supreme Duelist Stickman
97,Rummikub
98,Sky Roller
99,Bouncemasters!
100,이터:던전의 포식자
