rank,name
1,Brain Out – 가장 어색한 게임
2,달빛조각사
3,콜 오브 듀티: 모바일
4,Icing On The Cake
5,세인트 세이야 : 각성
6,봉인의서
7,꽃피는 달빛
8,Wrecking Ball
9,라이즈 오브 킹덤즈
10,브롤스타즈
11,무한의 계단
12,궁수의 전설
13,배틀그라운드
14,노블레스 : 제로 with NAVER WEBTOON
15,Perfect Slices
16,Rolling Domino
17,꿈의 집 (Homescapes)
18,꿈의 정원 (Gardenscapes)
19,Square Bird
20,Cool Goal!
21,I Peel Good
22,기적의 검
23,Zooba - 동물원 배틀 아레나
24,ROBLOX
25,오늘도 우라라 원시 헌팅 라이프
26,펭귄의 섬
27,Dancing Road: Color Ball Run!
28,올스타 스매시
29,워드퍼즐 - 단어 게임
30,리치리치
31,무한의 농장
32,Minecraft 체험판
33,도시어부M
34,Sand Balls
35,신비아파트 고스트헌터
36,햄스터 타운 - 당신이 원하는 힐링 두뇌 퍼즐 게임 - 햄스터 타운! 심쿵사 주의
37,Magic Tiles 3
38,클래시 로얄
39,Granny Legend
40,Zipline Valley - 물리학 퍼즐 게임
41,3차원 채우기 (Fill in 3D)
42,Bouncemasters!
43,1945
44,Dinosaur Rampage
45,해양 유목민 - 뗏목 생존: Survival on Raft - Ocean Nomad
46,바이러스 워 - 우주 슈팅 게임
47,좀비고등학교
48,aquapark.io
49,Mario Kart Tour
50,Rider
51,숨바꼭질 온라인 - 실시간 숨바꼭질
52,Star Trek™ 플릿 커맨드
53,Fun Race 3D
54,토킹톰 골드런
55,꿈의 마을 (Township)
56,지오메트리 대시 라이트 (Geometry Dash L)
57,디지몬 리얼라이즈 -Digimon ReArise-
58,피망 뉴맞고 : 고스톱으로 대한민국 1등
59,이터:던전의 포식자
60,Mr Bullet - 스파이 퍼즐
61,피츠메이커
62,신강호
63,Empires & Puzzles: RPG Quest
64,Color Saw 3D
65,Polysphere
66,Color Fill 3D
67,슈퍼펭귄 (Super Penguins)
68,스도쿠 - 무료 클래식 스도쿠 퍼즐
69,마피아42
70,도끼.io
71,LoL 프렌즈
72,토킹톰 히어로 대시
73,Happy Glass
74,Crowd City
75,전투 마스터
76,로드 크래쉬
77,SweetBeat
78,쿠키런: 오븐브레이크
79,블록 퍼즐
80,Run Race 3D
81,Marbleous!
82,Rummikub
83,OX 퀴즈 서바이벌 100
84,롤링 스카이
85,Supreme Duelist Stickman
86,무한의 기차
87,"좋은 피자, 위대한 피자"
88,피망 섯다
89,Robot Clash
90,회사 탈출3　-탈출 게임
91,Soul Knight
92,Nonogram.com - 픽처 크로스 퍼즐 게임
93,The Real Juggle
94,Pokémon GO
95,의지의 히어로
96,Sandwich!
97,동물의 집
98,마이토킹톰 2
99,Popcorn Burst
100,Bottle Flip 3D
