rank,name
1,Brain Out – 가장 어색한 게임
2,Icing On The Cake
3,킹 오브 타워
4,달빛조각사
5,콜 오브 듀티: 모바일
6,봉인의서
7,라이즈 오브 킹덤즈
8,궁수의 전설
9,세인트 세이야 : 각성
10,꽃피는 달빛
11,Rolling Domino
12,Wrecking Ball
13,브롤스타즈
14,무한의 계단
15,Zipline Valley - 물리학 퍼즐 게임
16,이터:던전의 포식자
17,배틀그라운드
18,I Peel Good
19,꿈의 정원 (Gardenscapes)
20,꿈의 집 (Homescapes)
21,1945
22,팽이로 보석캐기
23,Perfect Slices
24,Dancing Road: Color Ball Run!
25,기적의 검
26,워드퍼즐 - 단어 게임
27,Cool Goal!
28,Granny Legend
29,Square Bird
30,Mr Bullet - 스파이 퍼즐
31,3차원 채우기 (Fill in 3D)
32,Sand Balls
33,오늘도 우라라 원시 헌팅 라이프
34,노블레스 : 제로 with NAVER WEBTOON
35,ROBLOX
36,Zooba - 동물원 배틀 아레나
37,무한의 농장
38,Minecraft 체험판
39,리치리치
40,바이러스 워 - 우주 슈팅 게임
41,올스타 스매시
42,꿈의 마을 (Township)
43,Fun Race 3D
44,로얄 다이스(Royal Dice) : 랜덤 디펜스
45,펭귄의 섬
46,클래시 로얄
47,Empires & Puzzles: RPG Quest
48,햄스터 타운 - 당신이 원하는 힐링 두뇌 퍼즐 게임 - 햄스터 타운! 심쿵사 주의
49,해양 유목민 - 뗏목 생존: Survival on Raft - Ocean Nomad
50,Magic Tiles 3
51,Star Trek™ 플릿 커맨드
52,Color Saw 3D
53,신비아파트 고스트헌터
54,The Real Juggle
55,aquapark.io
56,피망 뉴맞고 : 고스톱으로 대한민국 1등
57,스도쿠 - 무료 클래식 스도쿠 퍼즐
58,Polysphere
59,Rider
60,블록 퍼즐
61,Bouncemasters!
62,Mario Kart Tour
63,숨바꼭질 온라인 - 실시간 숨바꼭질
64,Dinosaur Rampage
65,좀비고등학교
66,토킹톰 골드런
67,신강호
68,지오메트리 대시 라이트 (Geometry Dash L)
69,디지몬 리얼라이즈 -Digimon ReArise-
70,Happy Glass
71,Pokémon GO
72,Robot Clash
73,쿠키런 for Kakao
74,Rummikub
75,Sandwich!
76,Supreme Duelist Stickman
77,피망 섯다
78,Crowd City
79,도끼.io
80,LoL 프렌즈
81,한게임 포커
82,마피아42
83,도시어부M
84,Nonogram.com - 픽처 크로스 퍼즐 게임
85,토킹톰 히어로 대시
86,Color Fill 3D
87,Two Dots
88,Run Race 3D
89,쿠키런: 오븐브레이크
90,로드 크래쉬
91,SweetBeat
92,한게임 신맞고 : 대한민국 원조 고스톱
93,피츠메이커
94,Marbleous!
95,슈퍼펭귄 (Super Penguins)
96,롤링 스카이
97,Line Driver
98,삼국지 디펜스M
99,Popcorn Burst
100,"피망 포커: 카지노 로얄 (7포커, 로우바둑이, 하이로우)"
