rank,name
1,엑소스 히어로즈
2,Park of Monster
3,Brain Out – 가장 어색한 게임
4,탄탄러시
5,염왕이 뿔났다
6,애프터라이프
7,Ink Inc. - Tattoo Tycoon
8,워드퍼즐 - 단어 게임
9,킹 오브 타워
10,소드 아트 온라인 앨리시제이션 라이징 스틸
11,무한의 계단
12,부탁해요 매니저님
13,두근두근 레스토랑: 헬로키티 콜라보레이션
14,Clash of Blocks
15,무한의 농장
16,Stencil Art - Spray Masters
17,브롤스타즈
18,Pocket World 3D
19,Cannon Shot!
20,V4
21,꽃피는 달빛
22,콜 오브 듀티: 모바일
23,기적의 검
24,왕비의 맛
25,펭귄의 섬
26,질풍닌자전
27,Hunter Assassin
28,꿈의 집 (Homescapes)
29,Sky Roller
30,Fun Race 3D
31,꿈의 정원 (Gardenscapes)
32,Crazy Shopping
33,로드 크래쉬
34,Puzzrama (퍼즈라마)
35,Tales Rush!
36,라이즈 오브 킹덤즈
37,Icing On The Cake
38,Run Race 3D
39,Zipline Valley - 물리학 퍼즐 게임
40,배틀그라운드
41,궁수의 전설
42,오버독스
43,꿈의 마을 (Township)
44,Sand Balls
45,Granny Legend
46,Gang Clash
47,바이러스 워 - 우주 슈팅 게임
48,Rescue Cut - Rope Puzzle
49,Mr Bullet - 스파이 퍼즐
50,신강호
51,Supreme Duelist Stickman
52,피망 뉴맞고 : 고스톱으로 대한민국 1등
53,클래시 로얄
54,ROBLOX
55,Vlinder Life：Dressup Avatar & Fashion Doll
56,Piano Tiles 2™
57,Dancing Road: Color Ball Run!
58,밥 먹고 갈래요?
59,"좋은 피자, 위대한 피자"
60,Minecraft 체험판
61,Paper.io 2
62,Rider
63,1945
64,쿠키런: 오븐브레이크
65,지오메트리 대시 라이트 (Geometry Dash L)
66,Pokémon GO
67,킹 오브 파이터 올스타
68,달빛조각사
69,히어로즈 스트라이크
70,Gym Flip
71,Rummikub
72,해양 유목민 - 뗏목 생존: Survival on Raft - Ocean Nomad
73,스도쿠 - 무료 클래식 스도쿠 퍼즐
74,이터:던전의 포식자
75,도끼.io
76,Nonogram.com - 픽처 크로스 퍼즐 게임
77,Cool Goal!
78,Square Bird
79,Color Saw 3D
80,테니스 클래시: 3D 스포츠 - 무료 멀티플레이어 게임
81,이말년과 침착한 녀석들
82,aquapark.io
83,Block Puzzle Rune
84,Sandwich!
85,Line Driver
86,쿠키런 for Kakao
87,햄스터 타운 - 당신이 원하는 힐링 두뇌 퍼즐 게임 - 햄스터 타운! 심쿵사 주의
88,Perfect Slices
89,로얄 다이스(Royal Dice) : 랜덤 디펜스
90,보틀 점프 3D
91,숨바꼭질 온라인 - 실시간 숨바꼭질
92,Draw it
93,블록 퍼즐
94,Empires & Puzzles: RPG Quest
95,데이트 어 라이브: 다시 만난 정령
96,마피아42
97,Magic Tiles 3
98,Puzzle Fuzzle
99,FIFA ONLINE 4 M by EA SPORTS™
100,스나이퍼 3D 어쌔신: 무료 슈팅 게임 (Sniper 3D Assassin)
