rank,name
1,리치리치
2,라이즈 오브 킹덤즈
3,오늘도 우라라 원시 헌팅 라이프
4,Cool Goal!
5,브롤스타즈
6,원정
7,Perfect Slices
8,배틀그라운드
9,쿵야 캐치마인드
10,동물의 집
11,aquapark.io
12,Sand Balls
13,Mr Bullet - 스파이 퍼즐
14,궁수의 전설
15,꿈의 집 (Homescapes)
16,Rummikub
17,ROBLOX
18,Fun Race 3D
19,무한의 계단
20,기적의 검
21,Crowd City
22,꿈의 정원 (Gardenscapes)
23,신비아파트 고스트헌터
24,Minecraft 체험판
25,피망 뉴맞고 : 고스톱으로 대한민국 1등
26,Jelly Shift
27,Color Fill 3D
28,좀비고등학교
29,토킹톰 골드런
30,롤링 스카이
31,Run Race 3D
32,스나이퍼 3D 어쌔신: 무료 슈팅 게임 (Sniper 3D Assassin)
33,토킹톰 히어로 대시
34,모두의마블
35,슈퍼펭귄 (Super Penguins)
36,Tank Stars
37,마피아42
38,Paper.io 2
39,벽돌깨기 퀘스트
40,"좋은 피자, 위대한 피자"
41,꿈의 마을 (Township)
42,Happy Glass
43,Piano Tiles 2™
44,Bottle Flip 3D
45,프렌즈레이싱
46,Rider
47,브롤 스타즈 상자깡 버그판 마인크래프트 게임 고양이 Brawl Stars
48,워드퍼즐 - 단어 게임
49,클래시 로얄
50,Dream Piano - Music Game
51,숨바꼭질 온라인 - 실시간 숨바꼭질
52,Kick the Buddy: Forever
53,삼국지 디펜스M
54,피망 섯다
55,지오메트리 대시 라이트 (Geometry Dash L)
56,Draw it
57,1945
58,아스팔트 9: 레전드- 2019 액션 카 레이싱 게임
59,Pokémon Masters
60,쿠키런: 오븐브레이크
61,한게임 신맞고 : 대한민국 원조 고스톱
62,아기 팬더: 공주 메이크업
63,의지의 히어로
64,Snowball.io
65,Magic Tiles 3
66,미로 온라인 - 실시간 미로탈출
67,바이러스 워 - 우주 슈팅 게임
68,Bouncemasters!
69,냥코 대전쟁
70,Traffic Run!
71,Pokémon GO
72,Polysphere
73,Swing Star
74,Helix Jump
75,OnPipe
76,에오스 레드
77,Granny: Chapter Two
78,마이토킹톰 2
79,Neon Splash
80,Blade Master - Mini Action RPG Game
81,Empires & Puzzles: RPG Quest
82,"Happy Color – 컬러링북, 숫자 색칠 게임"
83,도끼.io
84,메탈슬러그 인피니티 - 방치형 RPG
85,Tiles Hop: EDM Rush!
86,라플라스M
87,Supreme Duelist Stickman
88,다운블레이드(DownBlade)
89,Shadow of Death: 다크니스 RPG - 지금 싸움을
90,Soul Knight
91,쿠키런 for Kakao
92,Color Hole 3D
93,바운스볼
94,Hungry Shark Evolution
95,Dancing Road: Color Ball Run!
96,Wrecking Ball
97,"Numpuz: Classic Number Games, Num Riddle Puzzle"
98,OX 퀴즈 서바이벌 100
99,Hole.io
100,"나의최애캐 (언니돌, #unniedoll)"
