rank,name
1,리니지2M(19)
2,리니지2M(12)
3,게임빌프로야구 슈퍼스타즈
4,고수 with NAVER WEBTOON
5,Brain Out – 가장 어색한 게임
6,엑소스 히어로즈
7,Park of Monster
8,Rusty Blower 3D
9,Pocket World 3D
10,Ink Inc. - Tattoo Tycoon
11,Sky Roller
12,워드퍼즐 - 단어 게임
13,무한의 계단
14,킹 오브 타워
15,Puzzrama (퍼즈라마)
16,진화소녀
17,기적의 검
18,브롤스타즈
19,Clash of Blocks
20,무한의 농장
21,Cannon Shot!
22,Tales Rush!
23,콜 오브 듀티: 모바일
24,꿈의 정원 (Gardenscapes)
25,밥 먹고 갈래요?
26,꿈의 집 (Homescapes)
27,애프터라이프
28,Fun Race 3D
29,왕비의 맛
30,계급장 키우기
31,배틀그라운드
32,염왕이 뿔났다
33,Crazy Shopping
34,Sandwich!
35,Mr Bullet - 스파이 퍼즐
36,꽃피는 달빛
37,질풍닌자전
38,킹 오브 파이터 올스타
39,Run Race 3D
40,라이즈 오브 킹덤즈
41,펭귄의 섬
42,Dancing Line
43,탄탄러시
44,Supreme Duelist Stickman
45,궁수의 전설
46,바이러스 워 - 우주 슈팅 게임
47,꿈의 마을 (Township)
48,ROBLOX
49,Icing On The Cake
50,로드 크래쉬
51,V4
52,Pokémon GO
53,클래시 로얄
54,Rescue Cut - Rope Puzzle
55,두근두근 레스토랑: 헬로키티 콜라보레이션
56,Gang Clash
57,Rummikub
58,워너비챌린지
59,Minecraft 체험판
60,Sand Balls
61,1945
62,Stencil Art - Spray Masters
63,Paper.io 2
64,Color Saw 3D
65,Perfect Slices
66,Rider
67,지오메트리 대시 라이트 (Geometry Dash L)
68,Cool Goal!
69,Piano Tiles 2™
70,보틀 점프 3D
71,피망 뉴맞고 : 고스톱으로 대한민국 1등
72,"좋은 피자, 위대한 피자"
73,Square Bird
74,Q*bert
75,마피아42
76,쿠키런: 오븐브레이크
77,Tank Stars
78,부탁해요 매니저님
79,Dancing Road: Color Ball Run!
80,eFootball PES 2020
81,리니지2 레볼루션
82,Pressure Washer
83,Zipline Valley - 물리학 퍼즐 게임
84,aquapark.io
85,쿠키런 for Kakao
86,Wrecking Ball
87,Idle Construction 3D
88,오버독스
89,Puzzle Fuzzle
90,Crowd City
91,스도쿠 - 무료 클래식 스도쿠 퍼즐
92,스나이퍼 3D 어쌔신: 무료 슈팅 게임 (Sniper 3D Assassin)
93,토킹톰 골드런
94,롤링 스카이
95,Nonogram.com - 픽처 크로스 퍼즐 게임
96,Happy Glass
97,토킹톰 히어로 대시
98,Hero Wars
99,해양 유목민 - 뗏목 생존: Survival on Raft - Ocean Nomad
100,클래식 어드벤처
