rank,name
1,리치리치
2,라이즈 오브 킹덤즈
3,오늘도 우라라 원시 헌팅 라이프
4,Cool Goal!
5,브롤스타즈
6,원정
7,Perfect Slices
8,쿵야 캐치마인드
9,배틀그라운드
10,aquapark.io
11,궁수의 전설
12,Sand Balls
13,동물의 집
14,Mr Bullet - 스파이 퍼즐
15,꿈의 집 (Homescapes)
16,Rummikub
17,ROBLOX
18,Fun Race 3D
19,무한의 계단
20,기적의 검
21,신비아파트 고스트헌터
22,Minecraft 체험판
23,꿈의 정원 (Gardenscapes)
24,Crowd City
25,피망 뉴맞고 : 고스톱으로 대한민국 1등
26,Color Fill 3D
27,Jelly Shift
28,좀비고등학교
29,모두의마블
30,토킹톰 골드런
31,Run Race 3D
32,롤링 스카이
33,스나이퍼 3D 어쌔신: 무료 슈팅 게임 (Sniper 3D Assassin)
34,"좋은 피자, 위대한 피자"
35,슈퍼펭귄 (Super Penguins)
36,토킹톰 히어로 대시
37,마피아42
38,Paper.io 2
39,벽돌깨기 퀘스트
40,Piano Tiles 2™
41,Rider
42,Tank Stars
43,Happy Glass
44,꿈의 마을 (Township)
45,프렌즈레이싱
46,Bottle Flip 3D
47,클래시 로얄
48,메탈슬러그 인피니티 - 방치형 RPG
49,지오메트리 대시 라이트 (Geometry Dash L)
50,숨바꼭질 온라인 - 실시간 숨바꼭질
51,브롤 스타즈 상자깡 버그판 마인크래프트 게임 고양이 Brawl Stars
52,Pokémon Masters
53,쿠키런: 오븐브레이크
54,피망 섯다
55,의지의 히어로
56,1945
57,Pokémon GO
58,아스팔트 9: 레전드- 2019 액션 카 레이싱 게임
59,삼국지 디펜스M
60,Dream Piano - Music Game
61,Kick the Buddy: Forever
62,Snowball.io
63,바이러스 워 - 우주 슈팅 게임
64,Draw it
65,한게임 신맞고 : 대한민국 원조 고스톱
66,미로 온라인 - 실시간 미로탈출
67,냥코 대전쟁
68,Bouncemasters!
69,Blade Master - Mini Action RPG Game
70,Magic Tiles 3
71,Traffic Run!
72,아기 팬더: 공주 메이크업
73,Helix Jump
74,Soul Knight
75,OnPipe
76,도끼.io
77,에오스 레드
78,마이토킹톰 2
79,바운스볼
80,Supreme Duelist Stickman
81,쿠키런 for Kakao
82,Empires & Puzzles: RPG Quest
83,Shadow of Death: 다크니스 RPG - 지금 싸움을
84,"Happy Color – 컬러링북, 숫자 색칠 게임"
85,Hungry Shark Evolution
86,Swing Star
87,Neon Splash
88,Granny: Chapter Two
89,Tiles Hop: EDM Rush!
90,닌자세계대전
91,OX 퀴즈 서바이벌 100
92,"나의최애캐 (언니돌, #unniedoll)"
93,Hoop Stars
94,Polysphere
95,Color Hole 3D
96,별난닭 키우기
97,Dancing Road: Color Ball Run!
98,Wrecking Ball
99,Clean Road
100,Auto Chess
