rank,name
1,Rescue Cut - Rope Puzzle
2,Brain Out – 가장 어색한 게임
3,Icing On The Cake
4,DX : 신 세기의 전쟁
5,완미세계
6,콜 오브 듀티: 모바일
7,세인트 세이야 : 각성
8,메탈슬러그 인피니티 - 방치형 RPG
9,신강호
10,킹 오브 타워
11,Zipline Valley - 물리학 퍼즐 게임
12,로드 크래쉬
13,라이즈 오브 킹덤즈
14,데이트 어 라이브: 다시 만난 정령
15,판타지타운
16,무한의 계단
17,기적의 검
18,달빛조각사
19,브롤스타즈
20,동물극장 - 귀여운 동물들과 영화보며 힐링
21,Soul Land: 엘피스 전기
22,테니스 클래시: 3D 스포츠 - 무료 멀티플레이어 게임
23,꿈의 집 (Homescapes)
24,Rolling Domino
25,Crazy Shopping
26,꿈의 정원 (Gardenscapes)
27,피망 뉴맞고 : 고스톱으로 대한민국 1등
28,Puzzle Fuzzle
29,Draw Around
30,워드퍼즐 - 단어 게임
31,Granny Legend
32,리치리치
33,꽃피는 달빛
34,궁수의 전설
35,바이러스 워 - 우주 슈팅 게임
36,쿠키런: 오븐브레이크
37,마기아 : 카르마 사가
38,I Peel Good
39,로얄 다이스(Royal Dice) : 랜덤 디펜스
40,Empires & Puzzles: RPG Quest
41,꿈의 마을 (Township)
42,배틀그라운드
43,아르카나 택틱스
44,Sand Balls
45,3차원 채우기 (Fill in 3D)
46,1945
47,Drop & Smash
48,Magic Tiles 3
49,Wrecking Ball
50,스도쿠 - 무료 클래식 스도쿠 퍼즐
51,Perfect Slices
52,익스트림풋볼:3대3 멀티 축구
53,ROBLOX
54,용사식당
55,한게임 신맞고 : 대한민국 원조 고스톱
56,Block Puzzle Universe
57,Minecraft 체험판
58,Fun Race 3D
59,Cool Goal!
60,Mr Bullet - 스파이 퍼즐
61,펭귄의 섬
62,Zooba - 동물원 배틀 아레나
63,클래시 로얄
64,지오메트리 대시 라이트 (Geometry Dash L)
65,보스레이브
66,오늘도 우라라 원시 헌팅 라이프
67,봉인의서
68,무한의 농장
69,이터:던전의 포식자
70,Gang Clash
71,Rider
72,해양 유목민 - 뗏목 생존: Survival on Raft - Ocean Nomad
73,"좋은 피자, 위대한 피자"
74,Nonogram.com - 픽처 크로스 퍼즐 게임
75,aquapark.io
76,Line Driver
77,Mahjong City Tours
78,쌍삼국지
79,토킹톰 히어로 대시
80,햄스터 타운 - 당신이 원하는 힐링 두뇌 퍼즐 게임 - 햄스터 타운! 심쿵사 주의
81,토킹톰 골드런
82,좀비고등학교
83,한게임 포커
84,롤링 스카이
85,Color Saw 3D
86,Dancing Road: Color Ball Run!
87,신의 연대기-신규서버오픈
88,Kick the Buddy: Forever
89,Rummikub
90,피망 섯다
91,스나이퍼 3D 어쌔신: 무료 슈팅 게임 (Sniper 3D Assassin)
92,톰 오브 더 마스크: 컬러
93,Run Race 3D
94,Color Fill 3D
95,Happy Glass
96,The Real Juggle
97,"피망 포커: 카지노 로얄 (7포커, 로우바둑이, 하이로우)"
98,일반상식 퀴즈. 무료 퀴즈 게임: QuizzLand
99,OX 퀴즈 서바이벌 100
100,Popcorn Burst
