rank,name
1,Brain Out – 가장 어색한 게임
2,Ink Inc. - Tattoo Tycoon
3,부탁해요 매니저님
4,꽃피는 달빛
5,무한의 계단
6,킹 오브 타워
7,V4
8,워드퍼즐 - 단어 게임
9,Crazy Shopping
10,탄탄러시
11,브롤스타즈
12,콜 오브 듀티: 모바일
13,로드 크래쉬
14,무한의 농장
15,Icing On The Cake
16,Sky Roller
17,Zipline Valley - 물리학 퍼즐 게임
18,Rescue Cut - Rope Puzzle
19,Pocket World 3D
20,꿈의 집 (Homescapes)
21,Run Race 3D
22,기적의 검
23,질풍닌자전
24,라이즈 오브 킹덤즈
25,Fun Race 3D
26,Cannon Shot!
27,펭귄의 섬
28,ROBLOX
29,배틀그라운드
30,Mr Bullet - 스파이 퍼즐
31,Hunter Assassin
32,Sand Balls
33,신강호
34,Supreme Duelist Stickman
35,Granny Legend
36,테니스 클래시: 3D 스포츠 - 무료 멀티플레이어 게임
37,꿈의 정원 (Gardenscapes)
38,Perfect Slices
39,Dancing Road: Color Ball Run!
40,Minecraft 체험판
41,Paper.io 2
42,꿈의 마을 (Township)
43,보틀 점프 3D
44,클래시 로얄
45,aquapark.io
46,해양 유목민 - 뗏목 생존: Survival on Raft - Ocean Nomad
47,Vlinder Life：Dressup Avatar & Fashion Doll
48,Piano Tiles 2™
49,이터:던전의 포식자
50,바이러스 워 - 우주 슈팅 게임
51,궁수의 전설
52,도끼.io
53,Magic Tiles 3
54,Puzzle Fuzzle
55,Rider
56,Drop & Smash
57,지오메트리 대시 라이트 (Geometry Dash L)
58,Block Puzzle Rune
59,삼국지 오리진
60,Color Saw 3D
61,"좋은 피자, 위대한 피자"
62,Cool Goal!
63,토킹톰 골드런
64,Pokémon GO
65,쿠키런: 오븐브레이크
66,Race.io
67,Tiles Hop: EDM Rush!
68,Tasty Planet Forever
69,Gang Clash
70,롤링 스카이
71,Draw it
72,Clash of Blocks
73,Dream Piano - Music Game
74,Crowd City
75,좀비고등학교
76,Square Bird
77,토킹톰 히어로 대시
78,숨바꼭질 온라인 - 실시간 숨바꼭질
79,Rummikub
80,신비아파트 고스트헌터
81,히어로즈 스트라이크
82,쿠키런 for Kakao
83,Hole.io
84,Snowball.io
85,피망 뉴맞고 : 고스톱으로 대한민국 1등
86,1945
87,햄스터 타운 - 당신이 원하는 힐링 두뇌 퍼즐 게임 - 햄스터 타운! 심쿵사 주의
88,동물극장 - 귀여운 동물들과 영화보며 힐링
89,Happy Glass
90,마이토킹톰 2
91,달빛조각사
92,Draw Around
93,Nonogram.com - 픽처 크로스 퍼즐 게임
94,Gym Flip
95,톰 오브 더 마스크: 컬러
96,Collect Cubes
97,마피아42
98,스택 볼 - 플랫폼을 다 뚫어버리세요 
99,매직 직소 퍼즐
100,슈퍼펭귄 (Super Penguins)
