rank,name
1,Brain Out – 가장 어색한 게임
2,엑소스 히어로즈
3,Park of Monster
4,탄탄러시
5,Sky Roller
6,Pocket World 3D
7,무한의 계단
8,Puzzrama (퍼즈라마)
9,Ink Inc. - Tattoo Tycoon
10,워드퍼즐 - 단어 게임
11,킹 오브 타워
12,무한의 농장
13,브롤스타즈
14,Clash of Blocks
15,Cannon Shot!
16,콜 오브 듀티: 모바일
17,염왕이 뿔났다
18,애프터라이프
19,꽃피는 달빛
20,기적의 검
21,Crazy Shopping
22,Fun Race 3D
23,Run Race 3D
24,로드 크래쉬
25,Pokémon GO
26,꿈의 집 (Homescapes)
27,ROBLOX
28,Stencil Art - Spray Masters
29,꿈의 정원 (Gardenscapes)
30,Supreme Duelist Stickman
31,Icing On The Cake
32,Minecraft 체험판
33,Rescue Cut - Rope Puzzle
34,두근두근 레스토랑: 헬로키티 콜라보레이션
35,킹 오브 파이터 올스타
36,Gang Clash
37,Sandwich!
38,Mr Bullet - 스파이 퍼즐
39,꿈의 마을 (Township)
40,배틀그라운드
41,Tales Rush!
42,클래시 로얄
43,왕비의 맛
44,Overloaded
45,펭귄의 섬
46,Paper.io 2
47,Dancing Road: Color Ball Run!
48,Zipline Valley - 물리학 퍼즐 게임
49,aquapark.io
50,라이즈 오브 킹덤즈
51,부탁해요 매니저님
52,궁수의 전설
53,Sand Balls
54,바이러스 워 - 우주 슈팅 게임
55,Rider
56,Color Saw 3D
57,Piano Tiles 2™
58,Vlinder Life：Dressup Avatar & Fashion Doll
59,Perfect Slices
60,지오메트리 대시 라이트 (Geometry Dash L)
61,질풍닌자전
62,보틀 점프 3D
63,해양 유목민 - 뗏목 생존: Survival on Raft - Ocean Nomad
64,Square Bird
65,Tank Stars
66,오버독스
67,Wrecking Ball
68,롤링 스카이
69,"좋은 피자, 위대한 피자"
70,소드 아트 온라인 앨리시제이션 라이징 스틸
71,토킹톰 골드런
72,계급장 키우기
73,마피아42
74,Cool Goal!
75,신강호
76,V4
77,토킹톰 히어로 대시
78,Crowd City
79,Puzzle Fuzzle
80,동물극장 - 귀여운 동물들과 영화보며 힐링
81,쿠키런: 오븐브레이크
82,Happy Glass
83,밥 먹고 갈래요?
84,Magic Tiles 3
85,Draw it
86,Line Driver
87,Rummikub
88,Snowball.io
89,숨바꼭질 온라인 - 실시간 숨바꼭질
90,Dancing Line
91,Hunter Assassin
92,좀비고등학교
93,eFootball PES 2020
94,Tasty Planet Forever
95,신비아파트 고스트헌터
96,쿠키런 for Kakao
97,1945
98,Picker 3D
99,히어로즈 스트라이크
100,스택 볼 - 플랫폼을 다 뚫어버리세요 
