rank,name
1,Brain Out – 가장 어색한 게임
2,Ink Inc. - Tattoo Tycoon
3,탄탄러시
4,부탁해요 매니저님
5,두근두근 레스토랑: 헬로키티 콜라보레이션
6,킹 오브 타워
7,워드퍼즐 - 단어 게임
8,무한의 계단
9,V4
10,염왕이 뿔났다
11,꽃피는 달빛
12,엑소스 히어로즈
13,콜 오브 듀티: 모바일
14,브롤스타즈
15,무한의 농장
16,질풍닌자전
17,기적의 검
18,로드 크래쉬
19,Crazy Shopping
20,Cannon Shot!
21,꿈의 집 (Homescapes)
22,Sky Roller
23,Hunter Assassin
24,Icing On The Cake
25,펭귄의 섬
26,Clash of Blocks
27,Zipline Valley - 물리학 퍼즐 게임
28,Granny Legend
29,Pocket World 3D
30,Run Race 3D
31,Fun Race 3D
32,Mr Bullet - 스파이 퍼즐
33,Rescue Cut - Rope Puzzle
34,배틀그라운드
35,라이즈 오브 킹덤즈
36,꿈의 정원 (Gardenscapes)
37,Sand Balls
38,테니스 클래시: 3D 스포츠 - 무료 멀티플레이어 게임
39,꿈의 마을 (Township)
40,궁수의 전설
41,이터:던전의 포식자
42,Block Puzzle Rune
43,신강호
44,ROBLOX
45,바이러스 워 - 우주 슈팅 게임
46,Vlinder Life：Dressup Avatar & Fashion Doll
47,Piano Tiles 2™
48,Dancing Road: Color Ball Run!
49,Supreme Duelist Stickman
50,클래시 로얄
51,Stencil Art - Spray Masters
52,피망 뉴맞고 : 고스톱으로 대한민국 1등
53,Paper.io 2
54,Minecraft 체험판
55,"좋은 피자, 위대한 피자"
56,Perfect Slices
57,소드 아트 온라인 앨리시제이션 라이징 스틸
58,Gym Flip
59,해양 유목민 - 뗏목 생존: Survival on Raft - Ocean Nomad
60,오버독스
61,Rider
62,1945
63,쿠키런: 오븐브레이크
64,삼국지 오리진
65,Magic Tiles 3
66,달빛조각사
67,보틀 점프 3D
68,도끼.io
69,지오메트리 대시 라이트 (Geometry Dash L)
70,aquapark.io
71,Color Saw 3D
72,Puzzle Fuzzle
73,Rummikub
74,Nonogram.com - 픽처 크로스 퍼즐 게임
75,Cool Goal!
76,Pokémon GO
77,햄스터 타운 - 당신이 원하는 힐링 두뇌 퍼즐 게임 - 햄스터 타운! 심쿵사 주의
78,Tiles Hop: EDM Rush!
79,Square Bird
80,숨바꼭질 온라인 - 실시간 숨바꼭질
81,Gang Clash
82,Draw it
83,Drop & Smash
84,스도쿠 - 무료 클래식 스도쿠 퍼즐
85,쿠키런 for Kakao
86,토킹톰 골드런
87,히어로즈 스트라이크
88,이말년과 침착한 녀석들
89,FIFA ONLINE 4 M by EA SPORTS™
90,Happy Glass
91,로얄 다이스(Royal Dice) : 랜덤 디펜스
92,롤링 스카이
93,Empires & Puzzles: RPG Quest
94,Crowd City
95,좀비고등학교
96,궁수 키우기 : 전설의 궁수
97,토킹톰 히어로 대시
98,블록 퍼즐
99,매직 직소 퍼즐
100,한게임 신맞고 : 대한민국 원조 고스톱
