rank,name
1,Perfect Slices
2,Pokémon Masters
3,Sand Balls
4,쿵야 캐치마인드
5,보스레이브
6,Hoop Stars
7,Cool Goal!
8,에오스 레드
9,브롤스타즈
10,꿈의 정원 (Gardenscapes)
11,Mr Bullet - 스파이 퍼즐
12,aquapark.io
13,꿈의 집 (Homescapes)
14,Sandwich!
15,궁수의 전설
16,Fun Race 3D
17,클래식 어드벤처
18,Color Fill 3D
19,꿈의 마을 (Township)
20,배틀그라운드
21,ROBLOX
22,로드 모바일: 제국의 전쟁 - MMORPG
23,Jelly Shift
24,Traffic Run!
25,무한의 계단
26,Wrecking Ball
27,Run Race 3D
28,"Numpuz: Classic Number Games, Num Riddle Puzzle"
29,바이러스 워 - 우주 슈팅 게임
30,토킹톰 히어로 대시
31,미르의 전설2 어게인
32,Minecraft 체험판
33,스나이퍼 3D 어쌔신: 무료 슈팅 게임 (Sniper 3D Assassin)
34,Crowd City
35,Happy Glass
36,OnPipe
37,Amazing PG Frog Simulator
38,Paper.io 2
39,모두의마블
40,Bottle Flip 3D
41,토킹톰 골드런
42,Neon Splash
43,피망 뉴맞고 : 고스톱으로 대한민국 1등
44,롤링 스카이
45,Snowball.io
46,브롤 스타즈 상자깡 버그판 마인크래프트 게임 고양이 Brawl Stars
47,아이돌마스터 밀리언 라이브! 시어터 데이즈
48,Rider
49,냥코 대전쟁
50,아기 팬더: 공주 메이크업
51,도끼.io
52,Rummikub
53,클래시 로얄
54,Beach Clean
55,숨바꼭질 온라인 - 실시간 숨바꼭질
56,"좋은 피자, 위대한 피자"
57,Battle Disc
58,Blade Master - Mini Action RPG Game
59,Empires & Puzzles: RPG Quest
60,마이토킹톰 2
61,Train Taxi
62,Puzzle Fuzzle
63,한게임 신맞고 : 대한민국 원조 고스톱
64,의지의 히어로
65,스페이스 슈터: 외계인 슈팅게임
66,삼국지:략
67,벽돌깨기 퀘스트
68,갤럭시 슈터 - 팔콘 스쿼드 - 외계인 슈팅게임
69,아스팔트 9: 레전드- 2019 액션 카 레이싱 게임
70,신비아파트 고스트헌터
71,슈퍼펭귄 (Super Penguins)
72,Piano Tiles 2™
73,마피아42
74,Tomb of the Mask
75,Draw it
76,엄마는 라면 숨겼다 3 - 탈출 게임
77,아기 팬더의 패션 플라워 DIY
78,지오메트리 대시 라이트 (Geometry Dash L)
79,Shootout 3D
80,Supreme Duelist Stickman
81,삼국지 디펜스M
82,Box simulator for Brawl stars
83,피망 섯다
84,Idle Aqua Park
85,Rocket Sky!
86,1945
87,라플라스M
88,Magic Tiles 3
89,FIFA ONLINE 4 M by EA SPORTS™
90,쿠키런: 오븐브레이크
91,Dream Piano - Music Game
92,Dancing Road: Color Ball Run!
93,행복의 저택
94,좀비고등학교
95,미라큘러스 레이디버그와 블랙캣
96,"나의최애캐 (언니돌, #unniedoll)"
97,낚시 클래시: 스포츠 낚시 게임 (Fishing Clash)
98,Helix Jump
99,Pokémon GO
100,Tiles Hop: EDM Rush!
