rank,name
1,엑소스 히어로즈
2,Brain Out – 가장 어색한 게임
3,Park of Monster
4,탄탄러시
5,무한의 계단
6,Pocket World 3D
7,워드퍼즐 - 단어 게임
8,Sky Roller
9,Ink Inc. - Tattoo Tycoon
10,Puzzrama (퍼즈라마)
11,애프터라이프
12,킹 오브 타워
13,염왕이 뿔났다
14,무한의 농장
15,브롤스타즈
16,Clash of Blocks
17,꽃피는 달빛
18,Cannon Shot!
19,Stencil Art - Spray Masters
20,콜 오브 듀티: 모바일
21,기적의 검
22,부탁해요 매니저님
23,Crazy Shopping
24,소드 아트 온라인 앨리시제이션 라이징 스틸
25,질풍닌자전
26,Fun Race 3D
27,꿈의 집 (Homescapes)
28,두근두근 레스토랑: 헬로키티 콜라보레이션
29,Run Race 3D
30,왕비의 맛
31,로드 크래쉬
32,꿈의 정원 (Gardenscapes)
33,펭귄의 섬
34,Tales Rush!
35,Pokémon GO
36,Hunter Assassin
37,Supreme Duelist Stickman
38,배틀그라운드
39,ROBLOX
40,Gang Clash
41,Icing On The Cake
42,궁수의 전설
43,라이즈 오브 킹덤즈
44,클래시 로얄
45,Vlinder Life：Dressup Avatar & Fashion Doll
46,꿈의 마을 (Township)
47,Zipline Valley - 물리학 퍼즐 게임
48,킹 오브 파이터 올스타
49,Minecraft 체험판
50,Overloaded
51,Rescue Cut - Rope Puzzle
52,V4
53,오버독스
54,Mr Bullet - 스파이 퍼즐
55,바이러스 워 - 우주 슈팅 게임
56,Sand Balls
57,Dancing Road: Color Ball Run!
58,Sandwich!
59,Rider
60,Piano Tiles 2™
61,Paper.io 2
62,지오메트리 대시 라이트 (Geometry Dash L)
63,신강호
64,해양 유목민 - 뗏목 생존: Survival on Raft - Ocean Nomad
65,aquapark.io
66,"좋은 피자, 위대한 피자"
67,Color Saw 3D
68,Square Bird
69,Cool Goal!
70,쿠키런: 오븐브레이크
71,보틀 점프 3D
72,피망 뉴맞고 : 고스톱으로 대한민국 1등
73,밥 먹고 갈래요?
74,동물극장 - 귀여운 동물들과 영화보며 힐링
75,히어로즈 스트라이크
76,Perfect Slices
77,마피아42
78,Rummikub
79,토킹톰 골드런
80,토킹톰 히어로 대시
81,롤링 스카이
82,Tank Stars
83,달빛조각사
84,Wrecking Ball
85,Granny Legend
86,eFootball PES 2020
87,1945
88,Magic Tiles 3
89,Draw it
90,쿠키런 for Kakao
91,도끼.io
92,Puzzle Fuzzle
93,숨바꼭질 온라인 - 실시간 숨바꼭질
94,Crowd City
95,좀비고등학교
96,Nonogram.com - 픽처 크로스 퍼즐 게임
97,스도쿠 - 무료 클래식 스도쿠 퍼즐
98,Happy Glass
99,Tasty Planet Forever
100,이말년과 침착한 녀석들
