rank,name
1,Pokémon Masters
2,보스레이브
3,Perfect Slices
4,에오스 레드
5,쿵야 캐치마인드
6,Sand Balls
7,Cool Goal!
8,브롤스타즈
9,Hoop Stars
10,Mr Bullet - 스파이 퍼즐
11,Sandwich!
12,미르의 전설2 어게인
13,궁수의 전설
14,aquapark.io
15,꿈의 집 (Homescapes)
16,아이돌마스터 밀리언 라이브! 시어터 데이즈
17,Color Fill 3D
18,Fun Race 3D
19,로드 모바일: 제국의 전쟁 - MMORPG
20,꿈의 마을 (Township)
21,Traffic Run!
22,바이러스 워 - 우주 슈팅 게임
23,피망 뉴맞고 : 고스톱으로 대한민국 1등
24,테라 클래식
25,ROBLOX
26,"Numpuz: Classic Number Games, Num Riddle Puzzle"
27,Wrecking Ball
28,Rummikub
29,무한의 계단
30,모두의마블
31,Jelly Shift
32,클래식 어드벤처
33,라플라스M
34,Run Race 3D
35,스나이퍼 3D 어쌔신: 무료 슈팅 게임 (Sniper 3D Assassin)
36,R0
37,피망 섯다
38,Minecraft 체험판
39,한게임 신맞고 : 대한민국 원조 고스톱
40,토킹톰 히어로 대시
41,아스팔트 9: 레전드- 2019 액션 카 레이싱 게임
42,Empires & Puzzles: RPG Quest
43,마이리틀셰프
44,엄마는 라면 숨겼다 3 - 탈출 게임
45,냥코 대전쟁
46,Crowd City
47,Amazing PG Frog Simulator
48,Happy Glass
49,삼국지:략
50,마피아42
51,도끼.io
52,"좋은 피자, 위대한 피자"
53,삼국지 디펜스M
54,클래시 로얄
55,FIFA ONLINE 4 M by EA SPORTS™
56,숨바꼭질 온라인 - 실시간 숨바꼭질
57,치우 신시에 이는 바람
58,스페이스 슈터: 외계인 슈팅게임
59,토킹톰 골드런
60,갤럭시 슈터 - 팔콘 스쿼드 - 외계인 슈팅게임
61,Box simulator for Brawl stars
62,Auto Chess
63,Rider
64,라스트 쉘터 (Last Shelter: Survival)
65,Bottle Flip 3D
66,삼국지 오리진
67,Rocket Sky!
68,Paper.io 2
69,브롤 스타즈 상자깡 버그판 마인크래프트 게임 고양이 Brawl Stars
70,Blade Master - Mini Action RPG Game
71,방주지령
72,낚시 클래시: 스포츠 낚시 게임 (Fishing Clash)
73,마피아 시티
74,Battle Disc
75,Shootout 3D
76,Magic Tiles 3
77,OnPipe
78,행복의 저택
79,한게임 섯다
80,한게임 포커
81,아기 팬더: 공주 메이크업
82,쿠키런: 오븐브레이크
83,별난닭 키우기
84,슈퍼펭귄 (Super Penguins)
85,천요괴 - 판타지 MMORPG
86,1945
87,의지의 히어로
88,롤링 스카이
89,파천: 신이 되는 자
90,신비아파트 고스트헌터
91,Train Taxi
92,Pokémon GO
93,Beach Clean
94,Age of Z
95,Draw it
96,Idle Heroes - 아이들 히어로즈
97,Piano Tiles 2™
98,검은사막 모바일
99,Idle Aqua Park
100,Snowball.io
