rank,name
1,달빛조각사
2,콜 오브 듀티: 모바일
3,Brain Out – 가장 어색한 게임
4,도시어부M
5,라이즈 오브 킹덤즈
6,신의 연대기-신규서버오픈
7,Mario Kart Tour
8,The Real Juggle
9,Dinosaur Rampage
10,워드퍼즐 - 단어 게임
11,브롤스타즈
12,3차원 채우기 (Fill in 3D)
13,I Peel Good
14,Puzzle Fuzzle
15,Cool Goal!
16,Perfect Slices
17,Square Bird
18,무한의 계단
19,Color Saw 3D
20,올스타 스매시
21,Bouncemasters!
22,꿈의 집 (Homescapes)
23,오늘도 우라라 원시 헌팅 라이프
24,꿈의 정원 (Gardenscapes)
25,궁수의 전설
26,이터:던전의 포식자
27,배틀그라운드
28,Sand Balls
29,기적의 검
30,Fun Race 3D
31,바이러스 워 - 우주 슈팅 게임
32,피망 뉴맞고 : 고스톱으로 대한민국 1등
33,Zipline Valley - 물리학 퍼즐 게임
34,1945
35,펭귄의 섬
36,ROBLOX
37,Mr Bullet - 스파이 퍼즐
38,aquapark.io
39,좀비고등학교
40,보스레이브
41,쌍삼국지
42,Zooba - 동물원 배틀 아레나
43,피츠메이커
44,Magic Tiles 3
45,Paper.io 2
46,Granny Legend
47,꿈의 마을 (Township)
48,Rope Slash
49,Minecraft 체험판
50,햄스터 타운 - 당신이 원하는 힐링 두뇌 퍼즐 게임 - 햄스터 타운! 심쿵사 주의
51,Run Race 3D
52,Color Fill 3D
53,클래시 로얄
54,Jelly Shift
55,Crowd City
56,Marbleous!
57,토킹톰 골드런
58,Rider
59,왕국건설 스토리
60,타워 브레이커(Tower Breaker) - 신의 탑 부수기
61,Partymasters - Fun Idle Game
62,Pokémon GO
63,동물의 집
64,Empires & Puzzles: RPG Quest
65,신비아파트 고스트헌터
66,리치리치
67,"Happy Color – 컬러링북, 숫자 색칠 게임"
68,마피아42
69,피망 섯다
70,지오메트리 대시 라이트 (Geometry Dash L)
71,Stop them ALL !
72,Granny: Chapter Two
73,토킹톰 히어로 대시
74,Robot Clash
75,Bottle Flip 3D
76,슈퍼펭귄 (Super Penguins)
77,숨바꼭질 온라인 - 실시간 숨바꼭질
78,Idle Stickman
79,Line Color 3D
80,Supreme Duelist Stickman
81,Rummikub
82,"Numpuz: Classic Number Games, Num Riddle Puzzle"
83,검협: 그리고 전설
84,익스트림풋볼:3대3 멀티 축구
85,스나이퍼 3D 어쌔신: 무료 슈팅 게임 (Sniper 3D Assassin)
86,갤럭시 슈터 - 팔콘 스쿼드 - 외계인 슈팅게임
87,Shadow of Death: 다크니스 RPG - 지금 싸움을
88,Wrecking Ball
89,해양 유목민 - 뗏목 생존: Survival on Raft - Ocean Nomad
90,스페이스 슈터: 외계인 슈팅게임
91,Hole.io
92,Merge Magic!
93,롤링 스카이
94,Two Dots
95,쿠키런: 오븐브레이크
96,Happy Glass
97,아스팔트 9: 레전드- 2019 액션 카 레이싱 게임
98,신강호
99,"좋은 피자, 위대한 피자"
100,쿵야 캐치마인드
