rank,name
1,V4
2,Brain Out – 가장 어색한 게임
3,Rescue Cut - Rope Puzzle
4,킹 오브 타워
5,Crazy Shopping
6,콜 오브 듀티: 모바일
7,Sky Roller
8,마기아 : 카르마 사가
9,무한의 계단
10,Icing On The Cake
11,라이즈 오브 킹덤즈
12,DX : 신 세기의 전쟁
13,Zipline Valley - 물리학 퍼즐 게임
14,브롤스타즈
15,로드 크래쉬
16,무한의 농장
17,꽃피는 달빛
18,워드퍼즐 - 단어 게임
19,기적의 검
20,꿈의 집 (Homescapes)
21,질풍닌자전
22,Drop & Smash
23,ROBLOX
24,꿈의 마을 (Township)
25,히어로즈 스트라이크
26,Perfect Slices
27,Granny Legend
28,펭귄의 섬
29,배틀그라운드
30,톰 오브 더 마스크: 컬러
31,꿈의 정원 (Gardenscapes)
32,Run Race 3D
33,Pokémon GO
34,궁수의 전설
35,바이러스 워 - 우주 슈팅 게임
36,Sand Balls
37,Minecraft 체험판
38,테니스 클래시: 3D 스포츠 - 무료 멀티플레이어 게임
39,Cool Goal!
40,Puzzle Fuzzle
41,클래시 로얄
42,해양 유목민 - 뗏목 생존: Survival on Raft - Ocean Nomad
43,쿠키런: 오븐브레이크
44,Robot Clash
45,Fun Race 3D
46,Draw Around
47,Mr Bullet - 스파이 퍼즐
48,Rider
49,달빛조각사
50,솔리테르 트라이픽스: 팜 어드벤처
51,Magic Tiles 3
52,삼국지 오리진
53,로그의 전설
54,신강호
55,피망 뉴맞고 : 고스톱으로 대한민국 1등
56,로얄 다이스(Royal Dice) : 랜덤 디펜스
57,보틀 점프 3D
58,지오메트리 대시 라이트 (Geometry Dash L)
59,매직 직소 퍼즐
60,Dancing Road: Color Ball Run!
61,롤링 스카이
62,Gang Clash
63,Paper.io 2
64,판타지타운
65,Piano Tiles 2™
66,스도쿠 - 무료 클래식 스도쿠 퍼즐
67,블록 퍼즐
68,이터:던전의 포식자
69,aquapark.io
70,토킹톰 골드런
71,Perfect Paint
72,Collect Cubes
73,그래니를 잡아라
74,신비아파트 고스트헌터
75,리치리치
76,Square Bird
77,Supreme Duelist Stickman
78,토킹톰 히어로 대시
79,햄스터 타운 - 당신이 원하는 힐링 두뇌 퍼즐 게임 - 햄스터 타운! 심쿵사 주의
80,브롤 스타즈 상자깡 버그판 마인크래프트 게임 고양이 Brawl Stars
81,Wrecking Ball
82,Draw it
83,Color Saw 3D
84,Ball Jump
85,쿠키런 for Kakao
86,Tasty Planet Forever
87,Happy Glass
88,Crowd City
89,Empires & Puzzles: RPG Quest
90,도끼.io
91,Minecraft Earth
92,"좋은 피자, 위대한 피자"
93,1945
94,좀비고등학교
95,Hero Wars
96,동물극장 - 귀여운 동물들과 영화보며 힐링
97,익스트림풋볼:3대3 멀티 축구
98,Ink Inc. - Tattoo Tycoon
99,OX 퀴즈 서바이벌 100
100,3차원 채우기 (Fill in 3D)
