rank,name
1,Mario Kart Tour
2,Brain Out – 가장 어색한 게임
3,라이즈 오브 킹덤즈
4,신의 연대기-신규서버오픈
5,올스타 스매시
6,신강호
7,Dinosaur Rampage
8,Color Saw 3D
9,Cool Goal!
10,I Peel Good
11,Idle Stickman
12,브롤스타즈
13,워드퍼즐 - 단어 게임
14,리치리치
15,Puzzle Fuzzle
16,오늘도 우라라 원시 헌팅 라이프
17,쌍삼국지
18,Square Bird
19,이터:던전의 포식자
20,바이러스 워 - 우주 슈팅 게임
21,무한의 계단
22,Stop them ALL !
23,배틀그라운드
24,동물의 집
25,궁수의 전설
26,꿈의 집 (Homescapes)
27,꿈의 정원 (Gardenscapes)
28,Sand Balls
29,기적의 검
30,Perfect Slices
31,Marbleous!
32,Mr Bullet - 스파이 퍼즐
33,ROBLOX
34,Zipline Valley - 물리학 퍼즐 게임
35,aquapark.io
36,피망 뉴맞고 : 고스톱으로 대한민국 1등
37,Color Fill 3D
38,Minecraft 체험판
39,Fun Race 3D
40,꿈의 마을 (Township)
41,쿵야 캐치마인드
42,좀비고등학교
43,신비아파트 고스트헌터
44,Polysphere
45,Rider
46,도끼.io
47,토킹톰 골드런
48,Magic Tiles 3
49,Crowd City
50,Run Race 3D
51,Kick the Buddy
52,클래시 로얄
53,토킹톰 히어로 대시
54,피망 섯다
55,1945
56,쿠키런: 오븐브레이크
57,Granny Legend
58,Rummikub
59,Knives Crash
60,지오메트리 대시 라이트 (Geometry Dash L)
61,스나이퍼 3D 어쌔신: 무료 슈팅 게임 (Sniper 3D Assassin)
62,Paper.io 2
63,슈퍼펭귄 (Super Penguins)
64,Hungry Shark Evolution
65,아스팔트 9: 레전드- 2019 액션 카 레이싱 게임
66,Empires & Puzzles: RPG Quest
67,Supreme Duelist Stickman
68,The Real Juggle
69,에오스 레드
70,피츠메이커
71,Bottle Flip 3D
72,마피아42
73,Wrecking Ball
74,바운스볼
75,Jelly Shift
76,보스레이브
77,해양 유목민 - 뗏목 생존: Survival on Raft - Ocean Nomad
78,maybe-메이비:내가 만드는 이야기
79,"좋은 피자, 위대한 피자"
80,Soul Knight
81,프렌즈레이싱
82,Hole.io
83,Line Color 3D
84,한게임 신맞고 : 대한민국 원조 고스톱
85,아웃로 - 실시간 슈팅
86,햄스터 타운 - 당신이 원하는 힐링 두뇌 퍼즐 게임 - 햄스터 타운! 심쿵사 주의
87,Pokémon GO
88,아기 팬더: 공주 메이크업
89,브롤 스타즈 상자깡 버그판 마인크래프트 게임 고양이 Brawl Stars
90,왕비의 맛
91,용사식당
92,"Happy Color – 컬러링북, 숫자 색칠 게임"
93,의지의 히어로
94,마이토킹톰 2
95,FIFA ONLINE 4 M by EA SPORTS™
96,Merge Magic!
97,Piano Tiles 2™
98,요리중독: 미치게 빠르고 레스토랑 요리 게임
99,로드 모바일: 제국의 전쟁 - MMORPG
100,파이널레이드
