rank,name
1,Pokémon Masters
2,Sand Balls
3,Cool Goal!
4,쿵야 캐치마인드
5,보스레이브
6,꿈의 정원 (Gardenscapes)
7,브롤스타즈
8,Mr Bullet - 스파이 퍼즐
9,aquapark.io
10,Hoop Stars
11,에오스 레드
12,꿈의 집 (Homescapes)
13,Sandwich!
14,궁수의 전설
15,Fun Race 3D
16,클래식 어드벤처
17,꿈의 마을 (Township)
18,Color Fill 3D
19,배틀그라운드
20,ROBLOX
21,Jelly Shift
22,Traffic Run!
23,Wrecking Ball
24,무한의 계단
25,로드 모바일: 제국의 전쟁 - MMORPG
26,토킹톰 히어로 대시
27,Run Race 3D
28,Minecraft 체험판
29,"Numpuz: Classic Number Games, Num Riddle Puzzle"
30,스나이퍼 3D 어쌔신: 무료 슈팅 게임 (Sniper 3D Assassin)
31,바이러스 워 - 우주 슈팅 게임
32,Crowd City
33,Happy Glass
34,OnPipe
35,Paper.io 2
36,Bottle Flip 3D
37,Amazing PG Frog Simulator
38,Neon Splash
39,토킹톰 골드런
40,Snowball.io
41,롤링 스카이
42,미르의 전설2 어게인
43,피망 뉴맞고 : 고스톱으로 대한민국 1등
44,도끼.io
45,브롤 스타즈 상자깡 버그판 마인크래프트 게임 고양이 Brawl Stars
46,아기 팬더: 공주 메이크업
47,모두의마블
48,Beach Clean
49,Rider
50,Train Taxi
51,벽돌깨기 퀘스트
52,Puzzle Fuzzle
53,마이토킹톰 2
54,클래시 로얄
55,Empires & Puzzles: RPG Quest
56,Battle Disc
57,스페이스 슈터: 외계인 슈팅게임
58,숨바꼭질 온라인 - 실시간 숨바꼭질
59,갤럭시 슈터 - 팔콘 스쿼드 - 외계인 슈팅게임
60,"좋은 피자, 위대한 피자"
61,냥코 대전쟁
62,Blade Master - Mini Action RPG Game
63,의지의 히어로
64,Rummikub
65,한게임 신맞고 : 대한민국 원조 고스톱
66,삼국지:략
67,슈퍼펭귄 (Super Penguins)
68,Piano Tiles 2™
69,Tomb of the Mask
70,신비아파트 고스트헌터
71,Draw it
72,아스팔트 9: 레전드- 2019 액션 카 레이싱 게임
73,1945
74,Supreme Duelist Stickman
75,아기 팬더의 패션 플라워 DIY
76,마피아42
77,Shootout 3D
78,아이돌마스터 밀리언 라이브! 시어터 데이즈
79,지오메트리 대시 라이트 (Geometry Dash L)
80,Dream Piano - Music Game
81,삼국지 디펜스M
82,"나의최애캐 (언니돌, #unniedoll)"
83,Helix Jump
84,미라큘러스 레이디버그와 블랙캣
85,Dancing Road: Color Ball Run!
86,Magic Tiles 3
87,좀비고등학교
88,Tiles Hop: EDM Rush!
89,Idle Aqua Park
90,낚시 클래시: 스포츠 낚시 게임 (Fishing Clash)
91,Rocket Sky!
92,쿠키런: 오븐브레이크
93,블록 퍼즐 보석
94,행복의 저택
95,피망 섯다
96,Jetpack Jump
97,Hungry Shark Evolution
98,FIFA ONLINE 4 M by EA SPORTS™
99,엄마는 라면 숨겼다 3 - 탈출 게임
100,라스트 쉘터 (Last Shelter: Survival)
