rank,name
1,Cool Goal!
2,라이즈 오브 킹덤즈
3,Perfect Slices
4,Sand Balls
5,브롤스타즈
6,꿈의 정원 (Gardenscapes)
7,aquapark.io
8,원정
9,Mr Bullet - 스파이 퍼즐
10,궁수의 전설
11,쿵야 캐치마인드
12,ROBLOX
13,Fun Race 3D
14,꿈의 집 (Homescapes)
15,Hoop Stars
16,Minecraft 체험판
17,배틀그라운드
18,Jelly Shift
19,토킹톰 히어로 대시
20,무한의 계단
21,Amazing PG Frog Simulator
22,Wrecking Ball
23,꿈의 마을 (Township)
24,Run Race 3D
25,Crowd City
26,Color Fill 3D
27,스나이퍼 3D 어쌔신: 무료 슈팅 게임 (Sniper 3D Assassin)
28,Traffic Run!
29,Happy Glass
30,Kick the Buddy: Forever
31,토킹톰 골드런
32,Bottle Flip 3D
33,브롤 스타즈 상자깡 버그판 마인크래프트 게임 고양이 Brawl Stars
34,Paper.io 2
35,신비아파트 고스트헌터
36,Tank Stars
37,동물의 집
38,롤링 스카이
39,OnPipe
40,벽돌깨기 퀘스트
41,Snowball.io
42,Sandwich!
43,아기 팬더: 공주 메이크업
44,클래식 어드벤처
45,바이러스 워 - 우주 슈팅 게임
46,요괴미식가:Cook&Life
47,좀비고등학교
48,Rider
49,숨바꼭질 온라인 - 실시간 숨바꼭질
50,1945
51,프렌즈레이싱
52,보스레이브
53,"좋은 피자, 위대한 피자"
54,슈퍼펭귄 (Super Penguins)
55,Neon Splash
56,클래시 로얄
57,마이토킹톰 2
58,Blade Master - Mini Action RPG Game
59,의지의 히어로
60,도끼.io
61,Pokémon GO
62,"Happy Color – 컬러링북, 숫자 색칠 게임"
63,Piano Tiles 2™
64,Supreme Duelist Stickman
65,Pokémon Masters
66,"나의최애캐 (언니돌, #unniedoll)"
67,피망 뉴맞고 : 고스톱으로 대한민국 1등
68,Toon Blast
69,Puzzle Fuzzle
70,스페이스 슈터: 외계인 슈팅게임
71,Kick the Buddy
72,Train Taxi
73,City Fighter vs Street Gang
74,"Numpuz: Classic Number Games, Num Riddle Puzzle"
75,에오스 레드
76,Tomb of the Mask
77,미로 온라인 - 실시간 미로탈출
78,갤럭시 슈터 - 팔콘 스쿼드 - 외계인 슈팅게임
79,마피아42
80,지오메트리 대시 라이트 (Geometry Dash L)
81,냥코 대전쟁
82,Helix Jump
83,미라큘러스 레이디버그와 블랙캣
84,Bouncemasters!
85,픽셀 건 3D (Pixel Gun 3D)
86,Dancing Road: Color Ball Run!
87,Draw it
88,아스팔트 9: 레전드- 2019 액션 카 레이싱 게임
89,Rummikub
90,Empires & Puzzles: RPG Quest
91,Battle Disc
92,낚시 클래시: 스포츠 낚시 게임 (Fishing Clash)
93,Tiles Hop: EDM Rush!
94,로드 모바일: 제국의 전쟁 - MMORPG
95,쿠키런: 오븐브레이크
96,Dream Piano - Music Game
97,Hungry Shark Evolution
98,Merge Plane - Click & Idle Tycoon
99,아기 팬더의 펭귄 달리기
100,Hole.io
