rank,name
1,Mario Kart Tour
2,콜 오브 듀티: 모바일
3,Brain Out – 가장 어색한 게임
4,라이즈 오브 킹덤즈
5,신의 연대기-신규서버오픈
6,올스타 스매시
7,신강호
8,Color Saw 3D
9,Dinosaur Rampage
10,Cool Goal!
11,워드퍼즐 - 단어 게임
12,I Peel Good
13,Idle Stickman
14,브롤스타즈
15,쌍삼국지
16,Puzzle Fuzzle
17,오늘도 우라라 원시 헌팅 라이프
18,리치리치
19,Stop them ALL !
20,기적의 검
21,Square Bird
22,이터:던전의 포식자
23,바이러스 워 - 우주 슈팅 게임
24,궁수의 전설
25,꿈의 집 (Homescapes)
26,무한의 계단
27,배틀그라운드
28,꿈의 정원 (Gardenscapes)
29,Sand Balls
30,동물의 집
31,Zipline Valley - 물리학 퍼즐 게임
32,Perfect Slices
33,피망 뉴맞고 : 고스톱으로 대한민국 1등
34,Mr Bullet - 스파이 퍼즐
35,Marbleous!
36,꿈의 마을 (Township)
37,Fun Race 3D
38,aquapark.io
39,ROBLOX
40,Color Fill 3D
41,쿵야 캐치마인드
42,피망 섯다
43,Minecraft 체험판
44,The Real Juggle
45,Granny Legend
46,클래시 로얄
47,피츠메이커
48,1945
49,좀비고등학교
50,"좋은 피자, 위대한 피자"
51,Wrecking Ball
52,스나이퍼 3D 어쌔신: 무료 슈팅 게임 (Sniper 3D Assassin)
53,Rider
54,Run Race 3D
55,Polysphere
56,Magic Tiles 3
57,Rummikub
58,Crowd City
59,도끼.io
60,Kick the Buddy
61,신비아파트 고스트헌터
62,토킹톰 골드런
63,Empires & Puzzles: RPG Quest
64,에오스 레드
65,토킹톰 히어로 대시
66,쿠키런: 오븐브레이크
67,항로:새로운 시대
68,지오메트리 대시 라이트 (Geometry Dash L)
69,바운스볼
70,아스팔트 9: 레전드- 2019 액션 카 레이싱 게임
71,Hungry Shark Evolution
72,Knives Crash
73,보스레이브
74,Paper.io 2
75,Merge Magic!
76,Supreme Duelist Stickman
77,Bottle Flip 3D
78,마피아42
79,슈퍼펭귄 (Super Penguins)
80,요리중독: 미치게 빠르고 레스토랑 요리 게임
81,용사식당
82,한게임 신맞고 : 대한민국 원조 고스톱
83,아웃로 - 실시간 슈팅
84,Jelly Shift
85,Hole.io
86,왕국건설 스토리
87,해양 유목민 - 뗏목 생존: Survival on Raft - Ocean Nomad
88,Soul Knight
89,햄스터 타운 - 당신이 원하는 힐링 두뇌 퍼즐 게임 - 햄스터 타운! 심쿵사 주의
90,"피망 포커: 카지노 로얄 (7포커, 로우바둑이, 하이로우)"
91,FIFA ONLINE 4 M by EA SPORTS™
92,픽셀 건 3D (Pixel Gun 3D)
93,maybe-메이비:내가 만드는 이야기
94,펭귄의 섬
95,스페이스 슈터: 외계인 슈팅게임
96,한게임 포커
97,파이널레이드
98,오목의 달인
99,프렌즈레이싱
100,낚시 클래시: 스포츠 낚시 게임 (Fishing Clash)
