rank,date,name
1,2019_09_05,Pokémon Masters
2,2019_09_05,Sand Balls
3,2019_09_05,Cool Goal!
4,2019_09_05,쿵야 캐치마인드
5,2019_09_05,보스레이브
6,2019_09_05,꿈의 정원 (Gardenscapes)
7,2019_09_05,브롤스타즈
8,2019_09_05,Mr Bullet - 스파이 퍼즐
9,2019_09_05,aquapark.io
10,2019_09_05,Hoop Stars
11,2019_09_05,에오스 레드
12,2019_09_05,꿈의 집 (Homescapes)
13,2019_09_05,Sandwich!
14,2019_09_05,궁수의 전설
15,2019_09_05,Fun Race 3D
16,2019_09_05,클래식 어드벤처
17,2019_09_05,꿈의 마을 (Township)
18,2019_09_05,Color Fill 3D
19,2019_09_05,배틀그라운드
20,2019_09_05,ROBLOX
21,2019_09_05,Jelly Shift
22,2019_09_05,Traffic Run!
23,2019_09_05,Wrecking Ball
24,2019_09_05,무한의 계단
25,2019_09_05,로드 모바일: 제국의 전쟁 - MMORPG
26,2019_09_05,토킹톰 히어로 대시
27,2019_09_05,Run Race 3D
28,2019_09_05,Minecraft 체험판
29,2019_09_05,"Numpuz: Classic Number Games, Num Riddle Puzzle"
30,2019_09_05,스나이퍼 3D 어쌔신: 무료 슈팅 게임 (Sniper 3D Assassin)
31,2019_09_05,바이러스 워 - 우주 슈팅 게임
32,2019_09_05,Crowd City
33,2019_09_05,Happy Glass
34,2019_09_05,OnPipe
35,2019_09_05,Paper.io 2
36,2019_09_05,Bottle Flip 3D
37,2019_09_05,Amazing PG Frog Simulator
38,2019_09_05,Neon Splash
39,2019_09_05,토킹톰 골드런
40,2019_09_05,Snowball.io
41,2019_09_05,롤링 스카이
42,2019_09_05,미르의 전설2 어게인
43,2019_09_05,피망 뉴맞고 : 고스톱으로 대한민국 1등
44,2019_09_05,도끼.io
45,2019_09_05,브롤 스타즈 상자깡 버그판 마인크래프트 게임 고양이 Brawl Stars
46,2019_09_05,아기 팬더: 공주 메이크업
47,2019_09_05,모두의마블
48,2019_09_05,Beach Clean
49,2019_09_05,Rider
50,2019_09_05,Train Taxi
51,2019_09_05,벽돌깨기 퀘스트
52,2019_09_05,Puzzle Fuzzle
53,2019_09_05,마이토킹톰 2
54,2019_09_05,클래시 로얄
55,2019_09_05,Empires & Puzzles: RPG Quest
56,2019_09_05,Battle Disc
57,2019_09_05,스페이스 슈터: 외계인 슈팅게임
58,2019_09_05,숨바꼭질 온라인 - 실시간 숨바꼭질
59,2019_09_05,갤럭시 슈터 - 팔콘 스쿼드 - 외계인 슈팅게임
60,2019_09_05,"좋은 피자, 위대한 피자"
61,2019_09_05,냥코 대전쟁
62,2019_09_05,Blade Master - Mini Action RPG Game
63,2019_09_05,의지의 히어로
64,2019_09_05,Rummikub
65,2019_09_05,한게임 신맞고 : 대한민국 원조 고스톱
66,2019_09_05,삼국지:략
67,2019_09_05,슈퍼펭귄 (Super Penguins)
68,2019_09_05,Piano Tiles 2™
69,2019_09_05,Tomb of the Mask
70,2019_09_05,신비아파트 고스트헌터
71,2019_09_05,Draw it
72,2019_09_05,아스팔트 9: 레전드- 2019 액션 카 레이싱 게임
73,2019_09_05,1945
74,2019_09_05,Supreme Duelist Stickman
75,2019_09_05,아기 팬더의 패션 플라워 DIY
76,2019_09_05,마피아42
77,2019_09_05,Shootout 3D
78,2019_09_05,아이돌마스터 밀리언 라이브! 시어터 데이즈
79,2019_09_05,지오메트리 대시 라이트 (Geometry Dash L)
80,2019_09_05,Dream Piano - Music Game
81,2019_09_05,삼국지 디펜스M
82,2019_09_05,"나의최애캐 (언니돌, #unniedoll)"
83,2019_09_05,Helix Jump
84,2019_09_05,미라큘러스 레이디버그와 블랙캣
85,2019_09_05,Dancing Road: Color Ball Run!
86,2019_09_05,Magic Tiles 3
87,2019_09_05,좀비고등학교
88,2019_09_05,Tiles Hop: EDM Rush!
89,2019_09_05,Idle Aqua Park
90,2019_09_05,낚시 클래시: 스포츠 낚시 게임 (Fishing Clash)
91,2019_09_05,Rocket Sky!
92,2019_09_05,쿠키런: 오븐브레이크
93,2019_09_05,블록 퍼즐 보석
94,2019_09_05,행복의 저택
95,2019_09_05,피망 섯다
96,2019_09_05,Jetpack Jump
97,2019_09_05,Hungry Shark Evolution
98,2019_09_05,FIFA ONLINE 4 M by EA SPORTS™
99,2019_09_05,엄마는 라면 숨겼다 3 - 탈출 게임
100,2019_09_05,라스트 쉘터 (Last Shelter: Survival)
