rank,date,name
1,2019_10_24,Brain Out – 가장 어색한 게임
2,2019_10_24,Icing On The Cake
3,2019_10_24,킹 오브 타워
4,2019_10_24,달빛조각사
5,2019_10_24,콜 오브 듀티: 모바일
6,2019_10_24,봉인의서
7,2019_10_24,라이즈 오브 킹덤즈
8,2019_10_24,궁수의 전설
9,2019_10_24,세인트 세이야 : 각성
10,2019_10_24,꽃피는 달빛
11,2019_10_24,Rolling Domino
12,2019_10_24,Wrecking Ball
13,2019_10_24,브롤스타즈
14,2019_10_24,무한의 계단
15,2019_10_24,Zipline Valley - 물리학 퍼즐 게임
16,2019_10_24,이터:던전의 포식자
17,2019_10_24,배틀그라운드
18,2019_10_24,I Peel Good
19,2019_10_24,꿈의 정원 (Gardenscapes)
20,2019_10_24,꿈의 집 (Homescapes)
21,2019_10_24,1945
22,2019_10_24,팽이로 보석캐기
23,2019_10_24,Perfect Slices
24,2019_10_24,Dancing Road: Color Ball Run!
25,2019_10_24,기적의 검
26,2019_10_24,워드퍼즐 - 단어 게임
27,2019_10_24,Cool Goal!
28,2019_10_24,Granny Legend
29,2019_10_24,Square Bird
30,2019_10_24,Mr Bullet - 스파이 퍼즐
31,2019_10_24,3차원 채우기 (Fill in 3D)
32,2019_10_24,Sand Balls
33,2019_10_24,오늘도 우라라 원시 헌팅 라이프
34,2019_10_24,노블레스 : 제로 with NAVER WEBTOON
35,2019_10_24,ROBLOX
36,2019_10_24,Zooba - 동물원 배틀 아레나
37,2019_10_24,무한의 농장
38,2019_10_24,Minecraft 체험판
39,2019_10_24,리치리치
40,2019_10_24,바이러스 워 - 우주 슈팅 게임
41,2019_10_24,올스타 스매시
42,2019_10_24,꿈의 마을 (Township)
43,2019_10_24,Fun Race 3D
44,2019_10_24,로얄 다이스(Royal Dice) : 랜덤 디펜스
45,2019_10_24,펭귄의 섬
46,2019_10_24,클래시 로얄
47,2019_10_24,Empires & Puzzles: RPG Quest
48,2019_10_24,햄스터 타운 - 당신이 원하는 힐링 두뇌 퍼즐 게임 - 햄스터 타운! 심쿵사 주의
49,2019_10_24,해양 유목민 - 뗏목 생존: Survival on Raft - Ocean Nomad
50,2019_10_24,Magic Tiles 3
51,2019_10_24,Star Trek™ 플릿 커맨드
52,2019_10_24,Color Saw 3D
53,2019_10_24,신비아파트 고스트헌터
54,2019_10_24,The Real Juggle
55,2019_10_24,aquapark.io
56,2019_10_24,피망 뉴맞고 : 고스톱으로 대한민국 1등
57,2019_10_24,스도쿠 - 무료 클래식 스도쿠 퍼즐
58,2019_10_24,Polysphere
59,2019_10_24,Rider
60,2019_10_24,블록 퍼즐
61,2019_10_24,Bouncemasters!
62,2019_10_24,Mario Kart Tour
63,2019_10_24,숨바꼭질 온라인 - 실시간 숨바꼭질
64,2019_10_24,Dinosaur Rampage
65,2019_10_24,좀비고등학교
66,2019_10_24,토킹톰 골드런
67,2019_10_24,신강호
68,2019_10_24,지오메트리 대시 라이트 (Geometry Dash L)
69,2019_10_24,디지몬 리얼라이즈 -Digimon ReArise-
70,2019_10_24,Happy Glass
71,2019_10_24,Pokémon GO
72,2019_10_24,Robot Clash
73,2019_10_24,쿠키런 for Kakao
74,2019_10_24,Rummikub
75,2019_10_24,Sandwich!
76,2019_10_24,Supreme Duelist Stickman
77,2019_10_24,피망 섯다
78,2019_10_24,Crowd City
79,2019_10_24,도끼.io
80,2019_10_24,LoL 프렌즈
81,2019_10_24,한게임 포커
82,2019_10_24,마피아42
83,2019_10_24,도시어부M
84,2019_10_24,Nonogram.com - 픽처 크로스 퍼즐 게임
85,2019_10_24,토킹톰 히어로 대시
86,2019_10_24,Color Fill 3D
87,2019_10_24,Two Dots
88,2019_10_24,Run Race 3D
89,2019_10_24,쿠키런: 오븐브레이크
90,2019_10_24,로드 크래쉬
91,2019_10_24,SweetBeat
92,2019_10_24,한게임 신맞고 : 대한민국 원조 고스톱
93,2019_10_24,피츠메이커
94,2019_10_24,Marbleous!
95,2019_10_24,슈퍼펭귄 (Super Penguins)
96,2019_10_24,롤링 스카이
97,2019_10_24,Line Driver
98,2019_10_24,삼국지 디펜스M
99,2019_10_24,Popcorn Burst
100,2019_10_24,"피망 포커: 카지노 로얄 (7포커, 로우바둑이, 하이로우)"
