rank,date,name
1,2019_09_30,Mario Kart Tour
2,2019_09_30,올스타 스매시
3,2019_09_30,신의 연대기-신규서버오픈
4,2019_09_30,라이즈 오브 킹덤즈
5,2019_09_30,Dinosaur Rampage
6,2019_09_30,Brain Out – 가장 어색한 게임
7,2019_09_30,Color Saw 3D
8,2019_09_30,신강호
9,2019_09_30,Idle Stickman
10,2019_09_30,I Peel Good
11,2019_09_30,쌍삼국지
12,2019_09_30,Cool Goal!
13,2019_09_30,워드퍼즐 - 단어 게임
14,2019_09_30,리치리치
15,2019_09_30,브롤스타즈
16,2019_09_30,오늘도 우라라 원시 헌팅 라이프
17,2019_09_30,Puzzle Fuzzle
18,2019_09_30,이터:던전의 포식자
19,2019_09_30,바이러스 워 - 우주 슈팅 게임
20,2019_09_30,동물의 집
21,2019_09_30,무한의 계단
22,2019_09_30,궁수의 전설
23,2019_09_30,배틀그라운드
24,2019_09_30,Square Bird
25,2019_09_30,Marbleous!
26,2019_09_30,꿈의 집 (Homescapes)
27,2019_09_30,기적의 검
28,2019_09_30,Sand Balls
29,2019_09_30,꿈의 정원 (Gardenscapes)
30,2019_09_30,왕비의 맛
31,2019_09_30,Mr Bullet - 스파이 퍼즐
32,2019_09_30,Zipline Valley - 물리학 퍼즐 게임
33,2019_09_30,ROBLOX
34,2019_09_30,Perfect Slices
35,2019_09_30,메탈슬러그 인피니티 - 방치형 RPG
36,2019_09_30,피망 뉴맞고 : 고스톱으로 대한민국 1등
37,2019_09_30,Stop them ALL !
38,2019_09_30,aquapark.io
39,2019_09_30,Color Fill 3D
40,2019_09_30,Minecraft 체험판
41,2019_09_30,Fun Race 3D
42,2019_09_30,Supreme Duelist Stickman
43,2019_09_30,좀비고등학교
44,2019_09_30,쿵야 캐치마인드
45,2019_09_30,피망 섯다
46,2019_09_30,도끼.io
47,2019_09_30,신비아파트 고스트헌터
48,2019_09_30,햄스터 타운 - 당신이 원하는 힐링 두뇌 퍼즐 게임 - 햄스터 타운! 심쿵사 주의
49,2019_09_30,토킹톰 골드런
50,2019_09_30,꿈의 마을 (Township)
51,2019_09_30,Rider
52,2019_09_30,쿠키런: 오븐브레이크
53,2019_09_30,Crowd City
54,2019_09_30,토킹톰 히어로 대시
55,2019_09_30,클래시 로얄
56,2019_09_30,Magic Tiles 3
57,2019_09_30,Granny Legend
58,2019_09_30,1945
59,2019_09_30,Empires & Puzzles: RPG Quest
60,2019_09_30,지오메트리 대시 라이트 (Geometry Dash L)
61,2019_09_30,Run Race 3D
62,2019_09_30,Rummikub
63,2019_09_30,Polysphere
64,2019_09_30,슈퍼펭귄 (Super Penguins)
65,2019_09_30,The Real Juggle
66,2019_09_30,에오스 레드
67,2019_09_30,마피아42
68,2019_09_30,요리중독: 미치게 빠르고 레스토랑 요리 게임
69,2019_09_30,아스팔트 9: 레전드- 2019 액션 카 레이싱 게임
70,2019_09_30,Paper.io 2
71,2019_09_30,한게임 신맞고 : 대한민국 원조 고스톱
72,2019_09_30,보스레이브
73,2019_09_30,브롤 스타즈 상자깡 버그판 마인크래프트 게임 고양이 Brawl Stars
74,2019_09_30,Soul Knight
75,2019_09_30,maybe-메이비:내가 만드는 이야기
76,2019_09_30,Bottle Flip 3D
77,2019_09_30,아기 팬더: 공주 메이크업
78,2019_09_30,Jelly Shift
79,2019_09_30,드랍더좀비
80,2019_09_30,"좋은 피자, 위대한 피자"
81,2019_09_30,Kick the Buddy
82,2019_09_30,Hungry Shark Evolution
83,2019_09_30,파이널레이드
84,2019_09_30,스나이퍼 3D 어쌔신: 무료 슈팅 게임 (Sniper 3D Assassin)
85,2019_09_30,프렌즈레이싱
86,2019_09_30,오늘도 환생
87,2019_09_30,아웃로 - 실시간 슈팅
88,2019_09_30,Pokémon GO
89,2019_09_30,갤럭시 슈터 - 팔콘 스쿼드 - 외계인 슈팅게임
90,2019_09_30,의지의 히어로
91,2019_09_30,Merge Magic!
92,2019_09_30,스페이스 슈터: 외계인 슈팅게임
93,2019_09_30,라스트 쉘터 (Last Shelter: Survival)
94,2019_09_30,Line Color 3D
95,2019_09_30,로드 모바일: 제국의 전쟁 - MMORPG
96,2019_09_30,해양 유목민 - 뗏목 생존: Survival on Raft - Ocean Nomad
97,2019_09_30,바운스볼
98,2019_09_30,한게임 포커
99,2019_09_30,Hole.io
100,2019_09_30,가우스전자 with NAVER WEBTOON
