rank,date,name
1,2019_09_01,Pokémon Masters
2,2019_09_01,보스레이브
3,2019_09_01,Perfect Slices
4,2019_09_01,에오스 레드
5,2019_09_01,쿵야 캐치마인드
6,2019_09_01,Sand Balls
7,2019_09_01,Cool Goal!
8,2019_09_01,브롤스타즈
9,2019_09_01,Hoop Stars
10,2019_09_01,Mr Bullet - 스파이 퍼즐
11,2019_09_01,Sandwich!
12,2019_09_01,미르의 전설2 어게인
13,2019_09_01,궁수의 전설
14,2019_09_01,aquapark.io
15,2019_09_01,꿈의 집 (Homescapes)
16,2019_09_01,아이돌마스터 밀리언 라이브! 시어터 데이즈
17,2019_09_01,Color Fill 3D
18,2019_09_01,Fun Race 3D
19,2019_09_01,로드 모바일: 제국의 전쟁 - MMORPG
20,2019_09_01,꿈의 마을 (Township)
21,2019_09_01,Traffic Run!
22,2019_09_01,바이러스 워 - 우주 슈팅 게임
23,2019_09_01,피망 뉴맞고 : 고스톱으로 대한민국 1등
24,2019_09_01,테라 클래식
25,2019_09_01,ROBLOX
26,2019_09_01,"Numpuz: Classic Number Games, Num Riddle Puzzle"
27,2019_09_01,Wrecking Ball
28,2019_09_01,Rummikub
29,2019_09_01,무한의 계단
30,2019_09_01,모두의마블
31,2019_09_01,Jelly Shift
32,2019_09_01,클래식 어드벤처
33,2019_09_01,라플라스M
34,2019_09_01,Run Race 3D
35,2019_09_01,스나이퍼 3D 어쌔신: 무료 슈팅 게임 (Sniper 3D Assassin)
36,2019_09_01,R0
37,2019_09_01,피망 섯다
38,2019_09_01,Minecraft 체험판
39,2019_09_01,한게임 신맞고 : 대한민국 원조 고스톱
40,2019_09_01,토킹톰 히어로 대시
41,2019_09_01,아스팔트 9: 레전드- 2019 액션 카 레이싱 게임
42,2019_09_01,Empires & Puzzles: RPG Quest
43,2019_09_01,마이리틀셰프
44,2019_09_01,엄마는 라면 숨겼다 3 - 탈출 게임
45,2019_09_01,냥코 대전쟁
46,2019_09_01,Crowd City
47,2019_09_01,Amazing PG Frog Simulator
48,2019_09_01,Happy Glass
49,2019_09_01,삼국지:략
50,2019_09_01,마피아42
51,2019_09_01,도끼.io
52,2019_09_01,"좋은 피자, 위대한 피자"
53,2019_09_01,삼국지 디펜스M
54,2019_09_01,클래시 로얄
55,2019_09_01,FIFA ONLINE 4 M by EA SPORTS™
56,2019_09_01,숨바꼭질 온라인 - 실시간 숨바꼭질
57,2019_09_01,치우 신시에 이는 바람
58,2019_09_01,스페이스 슈터: 외계인 슈팅게임
59,2019_09_01,토킹톰 골드런
60,2019_09_01,갤럭시 슈터 - 팔콘 스쿼드 - 외계인 슈팅게임
61,2019_09_01,Box simulator for Brawl stars
62,2019_09_01,Auto Chess
63,2019_09_01,Rider
64,2019_09_01,라스트 쉘터 (Last Shelter: Survival)
65,2019_09_01,Bottle Flip 3D
66,2019_09_01,삼국지 오리진
67,2019_09_01,Rocket Sky!
68,2019_09_01,Paper.io 2
69,2019_09_01,브롤 스타즈 상자깡 버그판 마인크래프트 게임 고양이 Brawl Stars
70,2019_09_01,Blade Master - Mini Action RPG Game
71,2019_09_01,방주지령
72,2019_09_01,낚시 클래시: 스포츠 낚시 게임 (Fishing Clash)
73,2019_09_01,마피아 시티
74,2019_09_01,Battle Disc
75,2019_09_01,Shootout 3D
76,2019_09_01,Magic Tiles 3
77,2019_09_01,OnPipe
78,2019_09_01,행복의 저택
79,2019_09_01,한게임 섯다
80,2019_09_01,한게임 포커
81,2019_09_01,아기 팬더: 공주 메이크업
82,2019_09_01,쿠키런: 오븐브레이크
83,2019_09_01,별난닭 키우기
84,2019_09_01,슈퍼펭귄 (Super Penguins)
85,2019_09_01,천요괴 - 판타지 MMORPG
86,2019_09_01,1945
87,2019_09_01,의지의 히어로
88,2019_09_01,롤링 스카이
89,2019_09_01,파천: 신이 되는 자
90,2019_09_01,신비아파트 고스트헌터
91,2019_09_01,Train Taxi
92,2019_09_01,Pokémon GO
93,2019_09_01,Beach Clean
94,2019_09_01,Age of Z
95,2019_09_01,Draw it
96,2019_09_01,Idle Heroes - 아이들 히어로즈
97,2019_09_01,Piano Tiles 2™
98,2019_09_01,검은사막 모바일
99,2019_09_01,Idle Aqua Park
100,2019_09_01,Snowball.io
