rank,date,name
1,2019_10_19,Brain Out – 가장 어색한 게임
2,2019_10_19,달빛조각사
3,2019_10_19,콜 오브 듀티: 모바일
4,2019_10_19,봉인의서
5,2019_10_19,라이즈 오브 킹덤즈
6,2019_10_19,Wrecking Ball
7,2019_10_19,세인트 세이야 : 각성
8,2019_10_19,노블레스 : 제로 with NAVER WEBTOON
9,2019_10_19,Icing On The Cake
10,2019_10_19,도시어부M
11,2019_10_19,기적의 검
12,2019_10_19,브롤스타즈
13,2019_10_19,세레스M
14,2019_10_19,워드퍼즐 - 단어 게임
15,2019_10_19,펭귄의 섬
16,2019_10_19,꽃피는 달빛
17,2019_10_19,궁수의 전설
18,2019_10_19,무한의 계단
19,2019_10_19,배틀그라운드
20,2019_10_19,소울아크: 리부트
21,2019_10_19,꿈의 집 (Homescapes)
22,2019_10_19,디지몬 리얼라이즈 -Digimon ReArise-
23,2019_10_19,꿈의 정원 (Gardenscapes)
24,2019_10_19,Perfect Slices
25,2019_10_19,신의 연대기-신규서버오픈
26,2019_10_19,1945
27,2019_10_19,Cool Goal!
28,2019_10_19,Square Bird
29,2019_10_19,I Peel Good
30,2019_10_19,오늘도 우라라 원시 헌팅 라이프
31,2019_10_19,Granny Legend
32,2019_10_19,Zipline Valley - 물리학 퍼즐 게임
33,2019_10_19,Dinosaur Rampage
34,2019_10_19,올스타 스매시
35,2019_10_19,Magic Tiles 3
36,2019_10_19,신강호
37,2019_10_19,Sand Balls
38,2019_10_19,이터:던전의 포식자
39,2019_10_19,Bouncemasters!
40,2019_10_19,3차원 채우기 (Fill in 3D)
41,2019_10_19,Mario Kart Tour
42,2019_10_19,피망 뉴맞고 : 고스톱으로 대한민국 1등
43,2019_10_19,바이러스 워 - 우주 슈팅 게임
44,2019_10_19,Zooba - 동물원 배틀 아레나
45,2019_10_19,Fun Race 3D
46,2019_10_19,Empires & Puzzles: RPG Quest
47,2019_10_19,꿈의 마을 (Township)
48,2019_10_19,햄스터 타운 - 당신이 원하는 힐링 두뇌 퍼즐 게임 - 햄스터 타운! 심쿵사 주의
49,2019_10_19,클래시 로얄
50,2019_10_19,ROBLOX
51,2019_10_19,신비아파트 고스트헌터
52,2019_10_19,스도쿠 - 무료 클래식 스도쿠 퍼즐
53,2019_10_19,Mr Bullet - 스파이 퍼즐
54,2019_10_19,Color Saw 3D
55,2019_10_19,피츠메이커
56,2019_10_19,무한의 농장
57,2019_10_19,좀비고등학교
58,2019_10_19,Rider
59,2019_10_19,리치리치
60,2019_10_19,피망 섯다
61,2019_10_19,The Real Juggle
62,2019_10_19,Rummikub
63,2019_10_19,aquapark.io
64,2019_10_19,Color Fill 3D
65,2019_10_19,전투 마스터
66,2019_10_19,장기2.0
67,2019_10_19,한게임 포커
68,2019_10_19,Robot Clash
69,2019_10_19,"피망 포커: 카지노 로얄 (7포커, 로우바둑이, 하이로우)"
70,2019_10_19,장기의 달인
71,2019_10_19,Minecraft 체험판
72,2019_10_19,마피아42
73,2019_10_19,Nonogram.com - 픽처 크로스 퍼즐 게임
74,2019_10_19,지오메트리 대시 라이트 (Geometry Dash L)
75,2019_10_19,숨바꼭질 온라인 - 실시간 숨바꼭질
76,2019_10_19,리니지M
77,2019_10_19,환란 삼국지
78,2019_10_19,Happy Glass
79,2019_10_19,Run Race 3D
80,2019_10_19,토킹톰 골드런
81,2019_10_19,해양 유목민 - 뗏목 생존: Survival on Raft - Ocean Nomad
82,2019_10_19,LoL 프렌즈
83,2019_10_19,Crowd City
84,2019_10_19,Two Dots
85,2019_10_19,아스팔트 9: 레전드- 2019 액션 카 레이싱 게임
86,2019_10_19,쿠키런: 오븐브레이크
87,2019_10_19,한게임 신맞고 : 대한민국 원조 고스톱
88,2019_10_19,타워 브레이커(Tower Breaker) - 신의 탑 부수기
89,2019_10_19,도끼.io
90,2019_10_19,왕국건설 스토리
91,2019_10_19,Paper.io 2
92,2019_10_19,갤럭시 슈터 - 팔콘 스쿼드 - 외계인 슈팅게임
93,2019_10_19,FIFA ONLINE 4 M by EA SPORTS™
94,2019_10_19,세븐나이츠
95,2019_10_19,"Numpuz: Classic Number Games, Num Riddle Puzzle"
96,2019_10_19,"Happy Color – 컬러링북, 숫자 색칠 게임"
97,2019_10_19,붕괴3rd
98,2019_10_19,Rope Slash
99,2019_10_19,오목의 달인
100,2019_10_19,토킹톰 히어로 대시
