rank,date,name
1,2019_11_23,엑소스 히어로즈
2,2019_11_23,Park of Monster
3,2019_11_23,Brain Out – 가장 어색한 게임
4,2019_11_23,탄탄러시
5,2019_11_23,염왕이 뿔났다
6,2019_11_23,애프터라이프
7,2019_11_23,Ink Inc. - Tattoo Tycoon
8,2019_11_23,워드퍼즐 - 단어 게임
9,2019_11_23,킹 오브 타워
10,2019_11_23,소드 아트 온라인 앨리시제이션 라이징 스틸
11,2019_11_23,무한의 계단
12,2019_11_23,부탁해요 매니저님
13,2019_11_23,두근두근 레스토랑: 헬로키티 콜라보레이션
14,2019_11_23,Clash of Blocks
15,2019_11_23,무한의 농장
16,2019_11_23,Stencil Art - Spray Masters
17,2019_11_23,브롤스타즈
18,2019_11_23,Pocket World 3D
19,2019_11_23,Cannon Shot!
20,2019_11_23,V4
21,2019_11_23,꽃피는 달빛
22,2019_11_23,콜 오브 듀티: 모바일
23,2019_11_23,기적의 검
24,2019_11_23,왕비의 맛
25,2019_11_23,펭귄의 섬
26,2019_11_23,질풍닌자전
27,2019_11_23,Hunter Assassin
28,2019_11_23,꿈의 집 (Homescapes)
29,2019_11_23,Sky Roller
30,2019_11_23,Fun Race 3D
31,2019_11_23,꿈의 정원 (Gardenscapes)
32,2019_11_23,Crazy Shopping
33,2019_11_23,로드 크래쉬
34,2019_11_23,Puzzrama (퍼즈라마)
35,2019_11_23,Tales Rush!
36,2019_11_23,라이즈 오브 킹덤즈
37,2019_11_23,Icing On The Cake
38,2019_11_23,Run Race 3D
39,2019_11_23,Zipline Valley - 물리학 퍼즐 게임
40,2019_11_23,배틀그라운드
41,2019_11_23,궁수의 전설
42,2019_11_23,오버독스
43,2019_11_23,꿈의 마을 (Township)
44,2019_11_23,Sand Balls
45,2019_11_23,Granny Legend
46,2019_11_23,Gang Clash
47,2019_11_23,바이러스 워 - 우주 슈팅 게임
48,2019_11_23,Rescue Cut - Rope Puzzle
49,2019_11_23,Mr Bullet - 스파이 퍼즐
50,2019_11_23,신강호
51,2019_11_23,Supreme Duelist Stickman
52,2019_11_23,피망 뉴맞고 : 고스톱으로 대한민국 1등
53,2019_11_23,클래시 로얄
54,2019_11_23,ROBLOX
55,2019_11_23,Vlinder Life：Dressup Avatar & Fashion Doll
56,2019_11_23,Piano Tiles 2™
57,2019_11_23,Dancing Road: Color Ball Run!
58,2019_11_23,밥 먹고 갈래요?
59,2019_11_23,"좋은 피자, 위대한 피자"
60,2019_11_23,Minecraft 체험판
61,2019_11_23,Paper.io 2
62,2019_11_23,Rider
63,2019_11_23,1945
64,2019_11_23,쿠키런: 오븐브레이크
65,2019_11_23,지오메트리 대시 라이트 (Geometry Dash L)
66,2019_11_23,Pokémon GO
67,2019_11_23,킹 오브 파이터 올스타
68,2019_11_23,달빛조각사
69,2019_11_23,히어로즈 스트라이크
70,2019_11_23,Gym Flip
71,2019_11_23,Rummikub
72,2019_11_23,해양 유목민 - 뗏목 생존: Survival on Raft - Ocean Nomad
73,2019_11_23,스도쿠 - 무료 클래식 스도쿠 퍼즐
74,2019_11_23,이터:던전의 포식자
75,2019_11_23,도끼.io
76,2019_11_23,Nonogram.com - 픽처 크로스 퍼즐 게임
77,2019_11_23,Cool Goal!
78,2019_11_23,Square Bird
79,2019_11_23,Color Saw 3D
80,2019_11_23,테니스 클래시: 3D 스포츠 - 무료 멀티플레이어 게임
81,2019_11_23,이말년과 침착한 녀석들
82,2019_11_23,aquapark.io
83,2019_11_23,Block Puzzle Rune
84,2019_11_23,Sandwich!
85,2019_11_23,Line Driver
86,2019_11_23,쿠키런 for Kakao
87,2019_11_23,햄스터 타운 - 당신이 원하는 힐링 두뇌 퍼즐 게임 - 햄스터 타운! 심쿵사 주의
88,2019_11_23,Perfect Slices
89,2019_11_23,로얄 다이스(Royal Dice) : 랜덤 디펜스
90,2019_11_23,보틀 점프 3D
91,2019_11_23,숨바꼭질 온라인 - 실시간 숨바꼭질
92,2019_11_23,Draw it
93,2019_11_23,블록 퍼즐
94,2019_11_23,Empires & Puzzles: RPG Quest
95,2019_11_23,데이트 어 라이브: 다시 만난 정령
96,2019_11_23,마피아42
97,2019_11_23,Magic Tiles 3
98,2019_11_23,Puzzle Fuzzle
99,2019_11_23,FIFA ONLINE 4 M by EA SPORTS™
100,2019_11_23,스나이퍼 3D 어쌔신: 무료 슈팅 게임 (Sniper 3D Assassin)
