rank,date,name
1,2019_09_14,리치리치
2,2019_09_14,라이즈 오브 킹덤즈
3,2019_09_14,Cool Goal!
4,2019_09_14,오늘도 우라라 원시 헌팅 라이프
5,2019_09_14,브롤스타즈
6,2019_09_14,원정
7,2019_09_14,Perfect Slices
8,2019_09_14,쿵야 캐치마인드
9,2019_09_14,배틀그라운드
10,2019_09_14,궁수의 전설
11,2019_09_14,aquapark.io
12,2019_09_14,Sand Balls
13,2019_09_14,동물의 집
14,2019_09_14,꿈의 집 (Homescapes)
15,2019_09_14,Mr Bullet - 스파이 퍼즐
16,2019_09_14,Fun Race 3D
17,2019_09_14,기적의 검
18,2019_09_14,Rummikub
19,2019_09_14,ROBLOX
20,2019_09_14,무한의 계단
21,2019_09_14,꿈의 정원 (Gardenscapes)
22,2019_09_14,신비아파트 고스트헌터
23,2019_09_14,Minecraft 체험판
24,2019_09_14,피망 뉴맞고 : 고스톱으로 대한민국 1등
25,2019_09_14,메탈슬러그 인피니티 - 방치형 RPG
26,2019_09_14,Color Fill 3D
27,2019_09_14,Crowd City
28,2019_09_14,Jelly Shift
29,2019_09_14,스나이퍼 3D 어쌔신: 무료 슈팅 게임 (Sniper 3D Assassin)
30,2019_09_14,Run Race 3D
31,2019_09_14,"좋은 피자, 위대한 피자"
32,2019_09_14,모두의마블
33,2019_09_14,좀비고등학교
34,2019_09_14,토킹톰 골드런
35,2019_09_14,토킹톰 히어로 대시
36,2019_09_14,슈퍼펭귄 (Super Penguins)
37,2019_09_14,꿈의 마을 (Township)
38,2019_09_14,롤링 스카이
39,2019_09_14,마피아42
40,2019_09_14,Rider
41,2019_09_14,Happy Glass
42,2019_09_14,Piano Tiles 2™
43,2019_09_14,Paper.io 2
44,2019_09_14,벽돌깨기 퀘스트
45,2019_09_14,Pokémon Masters
46,2019_09_14,프렌즈레이싱
47,2019_09_14,클래시 로얄
48,2019_09_14,Bottle Flip 3D
49,2019_09_14,지오메트리 대시 라이트 (Geometry Dash L)
50,2019_09_14,숨바꼭질 온라인 - 실시간 숨바꼭질
51,2019_09_14,Tank Stars
52,2019_09_14,1945
53,2019_09_14,Pokémon GO
54,2019_09_14,브롤 스타즈 상자깡 버그판 마인크래프트 게임 고양이 Brawl Stars
55,2019_09_14,피망 섯다
56,2019_09_14,쿠키런: 오븐브레이크
57,2019_09_14,삼국지 디펜스M
58,2019_09_14,아스팔트 9: 레전드- 2019 액션 카 레이싱 게임
59,2019_09_14,바이러스 워 - 우주 슈팅 게임
60,2019_09_14,의지의 히어로
61,2019_09_14,닌자세계대전
62,2019_09_14,한게임 신맞고 : 대한민국 원조 고스톱
63,2019_09_14,Blade Master - Mini Action RPG Game
64,2019_09_14,Snowball.io
65,2019_09_14,Kick the Buddy: Forever
66,2019_09_14,도끼.io
67,2019_09_14,미로 온라인 - 실시간 미로탈출
68,2019_09_14,Traffic Run!
69,2019_09_14,Draw it
70,2019_09_14,Dream Piano - Music Game
71,2019_09_14,Bouncemasters!
72,2019_09_14,냥코 대전쟁
73,2019_09_14,에오스 레드
74,2019_09_14,Shadow of Death: 다크니스 RPG - 지금 싸움을
75,2019_09_14,Soul Knight
76,2019_09_14,Empires & Puzzles: RPG Quest
77,2019_09_14,OnPipe
78,2019_09_14,Granny: Chapter Two
79,2019_09_14,Supreme Duelist Stickman
80,2019_09_14,Hoop Stars
81,2019_09_14,Magic Tiles 3
82,2019_09_14,바운스볼
83,2019_09_14,마이토킹톰 2
84,2019_09_14,아기 팬더: 공주 메이크업
85,2019_09_14,오늘도 환생
86,2019_09_14,쿠키런 for Kakao
87,2019_09_14,별난닭 키우기
88,2019_09_14,Helix Jump
89,2019_09_14,용사식당
90,2019_09_14,Hungry Shark Evolution
91,2019_09_14,가온:신규서버오픈
92,2019_09_14,Wrecking Ball
93,2019_09_14,"Happy Color – 컬러링북, 숫자 색칠 게임"
94,2019_09_14,"나의최애캐 (언니돌, #unniedoll)"
95,2019_09_14,FIFA ONLINE 4 M by EA SPORTS™
96,2019_09_14,Neon Splash
97,2019_09_14,OX 퀴즈 서바이벌 100
98,2019_09_14,보스레이브
99,2019_09_14,Auto Chess
100,2019_09_14,거지 키우기
