rank,date,name
1,2019_11_19,Brain Out – 가장 어색한 게임
2,2019_11_19,Ink Inc. - Tattoo Tycoon
3,2019_11_19,부탁해요 매니저님
4,2019_11_19,꽃피는 달빛
5,2019_11_19,무한의 계단
6,2019_11_19,킹 오브 타워
7,2019_11_19,V4
8,2019_11_19,워드퍼즐 - 단어 게임
9,2019_11_19,Crazy Shopping
10,2019_11_19,탄탄러시
11,2019_11_19,브롤스타즈
12,2019_11_19,콜 오브 듀티: 모바일
13,2019_11_19,로드 크래쉬
14,2019_11_19,무한의 농장
15,2019_11_19,Icing On The Cake
16,2019_11_19,Sky Roller
17,2019_11_19,Zipline Valley - 물리학 퍼즐 게임
18,2019_11_19,Rescue Cut - Rope Puzzle
19,2019_11_19,Pocket World 3D
20,2019_11_19,꿈의 집 (Homescapes)
21,2019_11_19,Run Race 3D
22,2019_11_19,기적의 검
23,2019_11_19,질풍닌자전
24,2019_11_19,라이즈 오브 킹덤즈
25,2019_11_19,Fun Race 3D
26,2019_11_19,Cannon Shot!
27,2019_11_19,펭귄의 섬
28,2019_11_19,ROBLOX
29,2019_11_19,배틀그라운드
30,2019_11_19,Mr Bullet - 스파이 퍼즐
31,2019_11_19,Hunter Assassin
32,2019_11_19,Sand Balls
33,2019_11_19,신강호
34,2019_11_19,Supreme Duelist Stickman
35,2019_11_19,Granny Legend
36,2019_11_19,테니스 클래시: 3D 스포츠 - 무료 멀티플레이어 게임
37,2019_11_19,꿈의 정원 (Gardenscapes)
38,2019_11_19,Perfect Slices
39,2019_11_19,Dancing Road: Color Ball Run!
40,2019_11_19,Minecraft 체험판
41,2019_11_19,Paper.io 2
42,2019_11_19,꿈의 마을 (Township)
43,2019_11_19,보틀 점프 3D
44,2019_11_19,클래시 로얄
45,2019_11_19,aquapark.io
46,2019_11_19,해양 유목민 - 뗏목 생존: Survival on Raft - Ocean Nomad
47,2019_11_19,Vlinder Life：Dressup Avatar & Fashion Doll
48,2019_11_19,Piano Tiles 2™
49,2019_11_19,이터:던전의 포식자
50,2019_11_19,바이러스 워 - 우주 슈팅 게임
51,2019_11_19,궁수의 전설
52,2019_11_19,도끼.io
53,2019_11_19,Magic Tiles 3
54,2019_11_19,Puzzle Fuzzle
55,2019_11_19,Rider
56,2019_11_19,Drop & Smash
57,2019_11_19,지오메트리 대시 라이트 (Geometry Dash L)
58,2019_11_19,Block Puzzle Rune
59,2019_11_19,삼국지 오리진
60,2019_11_19,Color Saw 3D
61,2019_11_19,"좋은 피자, 위대한 피자"
62,2019_11_19,Cool Goal!
63,2019_11_19,토킹톰 골드런
64,2019_11_19,Pokémon GO
65,2019_11_19,쿠키런: 오븐브레이크
66,2019_11_19,Race.io
67,2019_11_19,Tiles Hop: EDM Rush!
68,2019_11_19,Tasty Planet Forever
69,2019_11_19,Gang Clash
70,2019_11_19,롤링 스카이
71,2019_11_19,Draw it
72,2019_11_19,Clash of Blocks
73,2019_11_19,Dream Piano - Music Game
74,2019_11_19,Crowd City
75,2019_11_19,좀비고등학교
76,2019_11_19,Square Bird
77,2019_11_19,토킹톰 히어로 대시
78,2019_11_19,숨바꼭질 온라인 - 실시간 숨바꼭질
79,2019_11_19,Rummikub
80,2019_11_19,신비아파트 고스트헌터
81,2019_11_19,히어로즈 스트라이크
82,2019_11_19,쿠키런 for Kakao
83,2019_11_19,Hole.io
84,2019_11_19,Snowball.io
85,2019_11_19,피망 뉴맞고 : 고스톱으로 대한민국 1등
86,2019_11_19,1945
87,2019_11_19,햄스터 타운 - 당신이 원하는 힐링 두뇌 퍼즐 게임 - 햄스터 타운! 심쿵사 주의
88,2019_11_19,동물극장 - 귀여운 동물들과 영화보며 힐링
89,2019_11_19,Happy Glass
90,2019_11_19,마이토킹톰 2
91,2019_11_19,달빛조각사
92,2019_11_19,Draw Around
93,2019_11_19,Nonogram.com - 픽처 크로스 퍼즐 게임
94,2019_11_19,Gym Flip
95,2019_11_19,톰 오브 더 마스크: 컬러
96,2019_11_19,Collect Cubes
97,2019_11_19,마피아42
98,2019_11_19,스택 볼 - 플랫폼을 다 뚫어버리세요 
99,2019_11_19,매직 직소 퍼즐
100,2019_11_19,슈퍼펭귄 (Super Penguins)
