rank,date,name
1,2019_11_25,Brain Out – 가장 어색한 게임
2,2019_11_25,엑소스 히어로즈
3,2019_11_25,Park of Monster
4,2019_11_25,탄탄러시
5,2019_11_25,Sky Roller
6,2019_11_25,Pocket World 3D
7,2019_11_25,무한의 계단
8,2019_11_25,Puzzrama (퍼즈라마)
9,2019_11_25,Ink Inc. - Tattoo Tycoon
10,2019_11_25,워드퍼즐 - 단어 게임
11,2019_11_25,킹 오브 타워
12,2019_11_25,무한의 농장
13,2019_11_25,브롤스타즈
14,2019_11_25,Clash of Blocks
15,2019_11_25,Cannon Shot!
16,2019_11_25,콜 오브 듀티: 모바일
17,2019_11_25,염왕이 뿔났다
18,2019_11_25,애프터라이프
19,2019_11_25,꽃피는 달빛
20,2019_11_25,기적의 검
21,2019_11_25,Crazy Shopping
22,2019_11_25,Fun Race 3D
23,2019_11_25,Run Race 3D
24,2019_11_25,로드 크래쉬
25,2019_11_25,Pokémon GO
26,2019_11_25,꿈의 집 (Homescapes)
27,2019_11_25,ROBLOX
28,2019_11_25,Stencil Art - Spray Masters
29,2019_11_25,꿈의 정원 (Gardenscapes)
30,2019_11_25,Supreme Duelist Stickman
31,2019_11_25,Icing On The Cake
32,2019_11_25,Minecraft 체험판
33,2019_11_25,Rescue Cut - Rope Puzzle
34,2019_11_25,두근두근 레스토랑: 헬로키티 콜라보레이션
35,2019_11_25,킹 오브 파이터 올스타
36,2019_11_25,Gang Clash
37,2019_11_25,Sandwich!
38,2019_11_25,Mr Bullet - 스파이 퍼즐
39,2019_11_25,꿈의 마을 (Township)
40,2019_11_25,배틀그라운드
41,2019_11_25,Tales Rush!
42,2019_11_25,클래시 로얄
43,2019_11_25,왕비의 맛
44,2019_11_25,Overloaded
45,2019_11_25,펭귄의 섬
46,2019_11_25,Paper.io 2
47,2019_11_25,Dancing Road: Color Ball Run!
48,2019_11_25,Zipline Valley - 물리학 퍼즐 게임
49,2019_11_25,aquapark.io
50,2019_11_25,라이즈 오브 킹덤즈
51,2019_11_25,부탁해요 매니저님
52,2019_11_25,궁수의 전설
53,2019_11_25,Sand Balls
54,2019_11_25,바이러스 워 - 우주 슈팅 게임
55,2019_11_25,Rider
56,2019_11_25,Color Saw 3D
57,2019_11_25,Piano Tiles 2™
58,2019_11_25,Vlinder Life：Dressup Avatar & Fashion Doll
59,2019_11_25,Perfect Slices
60,2019_11_25,지오메트리 대시 라이트 (Geometry Dash L)
61,2019_11_25,질풍닌자전
62,2019_11_25,보틀 점프 3D
63,2019_11_25,해양 유목민 - 뗏목 생존: Survival on Raft - Ocean Nomad
64,2019_11_25,Square Bird
65,2019_11_25,Tank Stars
66,2019_11_25,오버독스
67,2019_11_25,Wrecking Ball
68,2019_11_25,롤링 스카이
69,2019_11_25,"좋은 피자, 위대한 피자"
70,2019_11_25,소드 아트 온라인 앨리시제이션 라이징 스틸
71,2019_11_25,토킹톰 골드런
72,2019_11_25,계급장 키우기
73,2019_11_25,마피아42
74,2019_11_25,Cool Goal!
75,2019_11_25,신강호
76,2019_11_25,V4
77,2019_11_25,토킹톰 히어로 대시
78,2019_11_25,Crowd City
79,2019_11_25,Puzzle Fuzzle
80,2019_11_25,동물극장 - 귀여운 동물들과 영화보며 힐링
81,2019_11_25,쿠키런: 오븐브레이크
82,2019_11_25,Happy Glass
83,2019_11_25,밥 먹고 갈래요?
84,2019_11_25,Magic Tiles 3
85,2019_11_25,Draw it
86,2019_11_25,Line Driver
87,2019_11_25,Rummikub
88,2019_11_25,Snowball.io
89,2019_11_25,숨바꼭질 온라인 - 실시간 숨바꼭질
90,2019_11_25,Dancing Line
91,2019_11_25,Hunter Assassin
92,2019_11_25,좀비고등학교
93,2019_11_25,eFootball PES 2020
94,2019_11_25,Tasty Planet Forever
95,2019_11_25,신비아파트 고스트헌터
96,2019_11_25,쿠키런 for Kakao
97,2019_11_25,1945
98,2019_11_25,Picker 3D
99,2019_11_25,히어로즈 스트라이크
100,2019_11_25,스택 볼 - 플랫폼을 다 뚫어버리세요 
