rank,date,name
1,2019_11_24,엑소스 히어로즈
2,2019_11_24,Brain Out – 가장 어색한 게임
3,2019_11_24,Park of Monster
4,2019_11_24,탄탄러시
5,2019_11_24,무한의 계단
6,2019_11_24,Pocket World 3D
7,2019_11_24,워드퍼즐 - 단어 게임
8,2019_11_24,Sky Roller
9,2019_11_24,Ink Inc. - Tattoo Tycoon
10,2019_11_24,Puzzrama (퍼즈라마)
11,2019_11_24,애프터라이프
12,2019_11_24,킹 오브 타워
13,2019_11_24,염왕이 뿔났다
14,2019_11_24,무한의 농장
15,2019_11_24,브롤스타즈
16,2019_11_24,Clash of Blocks
17,2019_11_24,꽃피는 달빛
18,2019_11_24,Cannon Shot!
19,2019_11_24,Stencil Art - Spray Masters
20,2019_11_24,콜 오브 듀티: 모바일
21,2019_11_24,기적의 검
22,2019_11_24,부탁해요 매니저님
23,2019_11_24,Crazy Shopping
24,2019_11_24,소드 아트 온라인 앨리시제이션 라이징 스틸
25,2019_11_24,질풍닌자전
26,2019_11_24,Fun Race 3D
27,2019_11_24,꿈의 집 (Homescapes)
28,2019_11_24,두근두근 레스토랑: 헬로키티 콜라보레이션
29,2019_11_24,Run Race 3D
30,2019_11_24,왕비의 맛
31,2019_11_24,로드 크래쉬
32,2019_11_24,꿈의 정원 (Gardenscapes)
33,2019_11_24,펭귄의 섬
34,2019_11_24,Tales Rush!
35,2019_11_24,Pokémon GO
36,2019_11_24,Hunter Assassin
37,2019_11_24,Supreme Duelist Stickman
38,2019_11_24,배틀그라운드
39,2019_11_24,ROBLOX
40,2019_11_24,Gang Clash
41,2019_11_24,Icing On The Cake
42,2019_11_24,궁수의 전설
43,2019_11_24,라이즈 오브 킹덤즈
44,2019_11_24,클래시 로얄
45,2019_11_24,Vlinder Life：Dressup Avatar & Fashion Doll
46,2019_11_24,꿈의 마을 (Township)
47,2019_11_24,Zipline Valley - 물리학 퍼즐 게임
48,2019_11_24,킹 오브 파이터 올스타
49,2019_11_24,Minecraft 체험판
50,2019_11_24,Overloaded
51,2019_11_24,Rescue Cut - Rope Puzzle
52,2019_11_24,V4
53,2019_11_24,오버독스
54,2019_11_24,Mr Bullet - 스파이 퍼즐
55,2019_11_24,바이러스 워 - 우주 슈팅 게임
56,2019_11_24,Sand Balls
57,2019_11_24,Dancing Road: Color Ball Run!
58,2019_11_24,Sandwich!
59,2019_11_24,Rider
60,2019_11_24,Piano Tiles 2™
61,2019_11_24,Paper.io 2
62,2019_11_24,지오메트리 대시 라이트 (Geometry Dash L)
63,2019_11_24,신강호
64,2019_11_24,해양 유목민 - 뗏목 생존: Survival on Raft - Ocean Nomad
65,2019_11_24,aquapark.io
66,2019_11_24,"좋은 피자, 위대한 피자"
67,2019_11_24,Color Saw 3D
68,2019_11_24,Square Bird
69,2019_11_24,Cool Goal!
70,2019_11_24,쿠키런: 오븐브레이크
71,2019_11_24,보틀 점프 3D
72,2019_11_24,피망 뉴맞고 : 고스톱으로 대한민국 1등
73,2019_11_24,밥 먹고 갈래요?
74,2019_11_24,동물극장 - 귀여운 동물들과 영화보며 힐링
75,2019_11_24,히어로즈 스트라이크
76,2019_11_24,Perfect Slices
77,2019_11_24,마피아42
78,2019_11_24,Rummikub
79,2019_11_24,토킹톰 골드런
80,2019_11_24,토킹톰 히어로 대시
81,2019_11_24,롤링 스카이
82,2019_11_24,Tank Stars
83,2019_11_24,달빛조각사
84,2019_11_24,Wrecking Ball
85,2019_11_24,Granny Legend
86,2019_11_24,eFootball PES 2020
87,2019_11_24,1945
88,2019_11_24,Magic Tiles 3
89,2019_11_24,Draw it
90,2019_11_24,쿠키런 for Kakao
91,2019_11_24,도끼.io
92,2019_11_24,Puzzle Fuzzle
93,2019_11_24,숨바꼭질 온라인 - 실시간 숨바꼭질
94,2019_11_24,Crowd City
95,2019_11_24,좀비고등학교
96,2019_11_24,Nonogram.com - 픽처 크로스 퍼즐 게임
97,2019_11_24,스도쿠 - 무료 클래식 스도쿠 퍼즐
98,2019_11_24,Happy Glass
99,2019_11_24,Tasty Planet Forever
100,2019_11_24,이말년과 침착한 녀석들
