rank,date,name
1,2019_09_07,Perfect Slices
2,2019_09_07,Cool Goal!
3,2019_09_07,라이즈 오브 킹덤즈
4,2019_09_07,Sand Balls
5,2019_09_07,꿈의 정원 (Gardenscapes)
6,2019_09_07,브롤스타즈
7,2019_09_07,Mr Bullet - 스파이 퍼즐
8,2019_09_07,궁수의 전설
9,2019_09_07,Hoop Stars
10,2019_09_07,쿵야 캐치마인드
11,2019_09_07,aquapark.io
12,2019_09_07,Fun Race 3D
13,2019_09_07,꿈의 집 (Homescapes)
14,2019_09_07,Wrecking Ball
15,2019_09_07,ROBLOX
16,2019_09_07,원정
17,2019_09_07,배틀그라운드
18,2019_09_07,보스레이브
19,2019_09_07,토킹톰 히어로 대시
20,2019_09_07,Minecraft 체험판
21,2019_09_07,Jelly Shift
22,2019_09_07,꿈의 마을 (Township)
23,2019_09_07,무한의 계단
24,2019_09_07,Sandwich!
25,2019_09_07,Traffic Run!
26,2019_09_07,Amazing PG Frog Simulator
27,2019_09_07,클래식 어드벤처
28,2019_09_07,Happy Glass
29,2019_09_07,Color Fill 3D
30,2019_09_07,Run Race 3D
31,2019_09_07,Crowd City
32,2019_09_07,스나이퍼 3D 어쌔신: 무료 슈팅 게임 (Sniper 3D Assassin)
33,2019_09_07,Bottle Flip 3D
34,2019_09_07,OnPipe
35,2019_09_07,토킹톰 골드런
36,2019_09_07,Paper.io 2
37,2019_09_07,Pokémon Masters
38,2019_09_07,바이러스 워 - 우주 슈팅 게임
39,2019_09_07,아기 팬더: 공주 메이크업
40,2019_09_07,벽돌깨기 퀘스트
41,2019_09_07,1945
42,2019_09_07,Snowball.io
43,2019_09_07,신비아파트 고스트헌터
44,2019_09_07,요괴미식가:Cook&Life
45,2019_09_07,Blade Master - Mini Action RPG Game
46,2019_09_07,스페이스 슈터: 외계인 슈팅게임
47,2019_09_07,브롤 스타즈 상자깡 버그판 마인크래프트 게임 고양이 Brawl Stars
48,2019_09_07,Neon Splash
49,2019_09_07,"Numpuz: Classic Number Games, Num Riddle Puzzle"
50,2019_09_07,갤럭시 슈터 - 팔콘 스쿼드 - 외계인 슈팅게임
51,2019_09_07,로드 모바일: 제국의 전쟁 - MMORPG
52,2019_09_07,롤링 스카이
53,2019_09_07,Rider
54,2019_09_07,도끼.io
55,2019_09_07,클래시 로얄
56,2019_09_07,마이토킹톰 2
57,2019_09_07,프렌즈레이싱
58,2019_09_07,에오스 레드
59,2019_09_07,Toon Blast
60,2019_09_07,Supreme Duelist Stickman
61,2019_09_07,슈퍼펭귄 (Super Penguins)
62,2019_09_07,좀비고등학교
63,2019_09_07,숨바꼭질 온라인 - 실시간 숨바꼭질
64,2019_09_07,Empires & Puzzles: RPG Quest
65,2019_09_07,피망 뉴맞고 : 고스톱으로 대한민국 1등
66,2019_09_07,"좋은 피자, 위대한 피자"
67,2019_09_07,의지의 히어로
68,2019_09_07,Train Taxi
69,2019_09_07,Piano Tiles 2™
70,2019_09_07,낚시 클래시: 스포츠 낚시 게임 (Fishing Clash)
71,2019_09_07,Tomb of the Mask
72,2019_09_07,"Happy Color – 컬러링북, 숫자 색칠 게임"
73,2019_09_07,Battle Disc
74,2019_09_07,Puzzle Fuzzle
75,2019_09_07,지오메트리 대시 라이트 (Geometry Dash L)
76,2019_09_07,"나의최애캐 (언니돌, #unniedoll)"
77,2019_09_07,Helix Jump
78,2019_09_07,Draw it
79,2019_09_07,마피아42
80,2019_09_07,냥코 대전쟁
81,2019_09_07,Dancing Road: Color Ball Run!
82,2019_09_07,Kick the Buddy
83,2019_09_07,Tank Stars
84,2019_09_07,아기 팬더의 패션 플라워 DIY
85,2019_09_07,Worldkrafts
86,2019_09_07,꼬마 팬더의 보석 모험
87,2019_09_07,Jetpack Jump
88,2019_09_07,아스팔트 9: 레전드- 2019 액션 카 레이싱 게임
89,2019_09_07,Rummikub
90,2019_09_07,픽셀 건 3D (Pixel Gun 3D)
91,2019_09_07,미라큘러스 레이디버그와 블랙캣
92,2019_09_07,블록 퍼즐 보석
93,2019_09_07,Beach Clean
94,2019_09_07,Tiles Hop: EDM Rush!
95,2019_09_07,한게임 신맞고 : 대한민국 원조 고스톱
96,2019_09_07,Dream Piano - Music Game
97,2019_09_07,아기 판다의 날씨: 허리케인
98,2019_09_07,Kick the Buddy: Forever
99,2019_09_07,모두의마블
100,2019_09_07,동물의 집
