,rank,name
0,1,라이즈 오브 킹덤즈
1,2,리치리치
2,3,비천무협
3,4,미친소녀
4,5,오늘도 우라라 원시 헌팅 라이프
5,6,Cool Goal!
6,7,원정
7,8,Dinosaur Rampage
8,9,브롤스타즈
9,10,쿵야 캐치마인드
10,11,배틀그라운드
11,12,워드퍼즐 - 단어 게임
12,13,동물의 집
13,14,Perfect Slices
14,15,기적의 검
15,16,Sand Balls
16,17,신강호
17,18,궁수의 전설
18,19,꿈의 집 (Homescapes)
19,20,Mr Bullet - 스파이 퍼즐
20,21,피망 뉴맞고 : 고스톱으로 대한민국 1등
21,22,Fun Race 3D
22,23,aquapark.io
23,24,꿈의 정원 (Gardenscapes)
24,25,Rummikub
25,26,무한의 계단
26,27,피망 섯다
27,28,스타쉽 배틀
28,29,ROBLOX
29,30,Color Fill 3D
30,31,Crowd City
31,32,Granny Legend
32,33,모두의마블
33,34,삼국지 디펜스M
34,35,1945
35,36,꿈의 마을 (Township)
36,37,Minecraft 체험판
37,38,스나이퍼 3D 어쌔신: 무료 슈팅 게임 (Sniper 3D Assassin)
38,39,한게임 신맞고 : 대한민국 원조 고스톱
39,40,좀비고등학교
40,41,Empires & Puzzles: RPG Quest
41,42,가온:신규서버오픈
42,43,Popcorn Burst
43,44,Jelly Shift
44,45,브롤 스타즈 상자깡 버그판 마인크래프트 게임 고양이 Brawl Stars
45,46,보스레이브
46,47,Bottle Flip 3D
47,48,마피아42
48,49,삼국지 오리진
49,50,신비아파트 고스트헌터
50,51,에오스 레드
51,52,토킹톰 히어로 대시
52,53,Run Race 3D
53,54,아스팔트 9: 레전드- 2019 액션 카 레이싱 게임
54,55,나선영웅전
55,56,바이러스 워 - 우주 슈팅 게임
56,57,토킹톰 골드런
57,58,롤링 스카이
58,59,Tank Stars
59,60,"피망 포커: 카지노 로얄 (7포커, 로우바둑이, 하이로우)"
60,61,Granny: Chapter Two
61,62,한게임 포커
62,63,Happy Glass
63,64,Magic Tiles 3
64,65,클래시 로얄
65,66,Paper.io 2
66,67,라플라스M
67,68,슈퍼펭귄 (Super Penguins)
68,69,벽돌깨기 퀘스트
69,70,"좋은 피자, 위대한 피자"
70,71,라이더 마스터 - 무료 모토 레이싱 게임
71,72,프렌즈레이싱
72,73,갤럭시 슈터 - 팔콘 스쿼드 - 외계인 슈팅게임
73,74,"Happy Color – 컬러링북, 숫자 색칠 게임"
74,75,로드 모바일: 제국의 전쟁 - MMORPG
75,76,도끼.io
76,77,쿠키런: 오븐브레이크
77,78,Rider
78,79,아기 팬더: 공주 메이크업
79,80,삼국지강타
80,81,우주 전쟁: 외계인들의 공격
81,82,지오메트리 대시 라이트 (Geometry Dash L)
82,83,Polysphere
83,84,냥코 대전쟁
84,85,MLB 9이닝스 19
85,86,Puzzle Fuzzle
86,87,FIFA ONLINE 4 M by EA SPORTS™
87,88,The Looper
88,89,maybe-메이비:내가 만드는 이야기
89,90,Pokémon GO
90,91,Draw it
91,92,Piano Tiles 2™
92,93,Pokémon Masters
93,94,Auto Chess
94,95,미로 온라인 - 실시간 미로탈출
95,96,Shadow of Death: 다크니스 RPG - 지금 싸움을
96,97,의지의 히어로
97,98,스페이스 슈터: 외계인 슈팅게임
98,99,Snowball.io
99,100,킹스레이드
