,rank,name
0,1,Brain Out – 가장 어색한 게임
1,2,탄탄러시
2,3,Ink Inc. - Tattoo Tycoon
3,4,V4
4,5,꽃피는 달빛
5,6,킹 오브 타워
6,7,워드퍼즐 - 단어 게임
7,8,무한의 계단
8,9,Crazy Shopping
9,10,콜 오브 듀티: 모바일
10,11,Rescue Cut - Rope Puzzle
11,12,질풍닌자전
12,13,라이즈 오브 킹덤즈
13,14,무한의 농장
14,15,브롤스타즈
15,16,Icing On The Cake
16,17,Sky Roller
17,18,Granny Legend
18,19,Zipline Valley - 물리학 퍼즐 게임
19,20,기적의 검
20,21,로드 크래쉬
21,22,판타지타운
22,23,꿈의 집 (Homescapes)
23,24,펭귄의 섬
24,25,신강호
25,26,꿈의 정원 (Gardenscapes)
26,27,Fun Race 3D
27,28,배틀그라운드
28,29,ROBLOX
29,30,Cannon Shot!
30,31,Sand Balls
31,32,Run Race 3D
32,33,꿈의 마을 (Township)
33,34,궁수의 전설
34,35,바이러스 워 - 우주 슈팅 게임
35,36,부탁해요 매니저님
36,37,Supreme Duelist Stickman
37,38,테니스 클래시: 3D 스포츠 - 무료 멀티플레이어 게임
38,39,클래시 로얄
39,40,Perfect Slices
40,41,Drop & Smash
41,42,Cool Goal!
42,43,Pokémon GO
43,44,Vlinder Life：Dressup Avatar & Fashion Doll
44,45,Mr Bullet - 스파이 퍼즐
45,46,Robot Clash
46,47,쿠키런: 오븐브레이크
47,48,해양 유목민 - 뗏목 생존: Survival on Raft - Ocean Nomad
48,49,Minecraft 체험판
49,50,Rider
50,51,도끼.io
51,52,Gang Clash
52,53,지오메트리 대시 라이트 (Geometry Dash L)
53,54,Block Puzzle Rune
54,55,로얄 다이스(Royal Dice) : 랜덤 디펜스
55,56,삼국지 오리진
56,57,달빛조각사
57,58,보틀 점프 3D
58,59,Puzzle Fuzzle
59,60,피망 뉴맞고 : 고스톱으로 대한민국 1등
60,61,햄스터 타운 - 당신이 원하는 힐링 두뇌 퍼즐 게임 - 햄스터 타운! 심쿵사 주의
61,62,Dancing Road: Color Ball Run!
62,63,Piano Tiles 2™
63,64,히어로즈 스트라이크
64,65,스도쿠 - 무료 클래식 스도쿠 퍼즐
65,66,Magic Tiles 3
66,67,Paper.io 2
67,68,솔리테르 트라이픽스: 팜 어드벤처
68,69,로그의 전설
69,70,쿠키런 for Kakao
70,71,스나이퍼 3D 어쌔신: 무료 슈팅 게임 (Sniper 3D Assassin)
71,72,Tasty Planet Forever
72,73,Color Saw 3D
73,74,톰 오브 더 마스크: 컬러
74,75,마기아 : 카르마 사가
75,76,블록 퍼즐
76,77,매직 직소 퍼즐
77,78,토킹톰 골드런
78,79,1945
79,80,aquapark.io
80,81,Draw Around
81,82,Tiles Hop: EDM Rush!
82,83,토킹톰 히어로 대시
83,84,FIFA ONLINE 4 M by EA SPORTS™
84,85,Rummikub
85,86,좀비고등학교
86,87,이터:던전의 포식자
87,88,Clash of Blocks
88,89,Square Bird
89,90,Empires & Puzzles: RPG Quest
90,91,"좋은 피자, 위대한 피자"
91,92,클래식 어드벤처
92,93,신비아파트 고스트헌터
93,94,Race.io
94,95,미니카키우기
95,96,신의 연대기-신규서버오픈
96,97,Connect the Pops!
97,98,Draw it
98,99,롤링 스카이
99,100,Happy Glass
