,rank,name
0,1,Perfect Slices
1,2,Pokémon Masters
2,3,Sand Balls
3,4,쿵야 캐치마인드
4,5,보스레이브
5,6,Hoop Stars
6,7,Cool Goal!
7,8,에오스 레드
8,9,브롤스타즈
9,10,꿈의 정원 (Gardenscapes)
10,11,Mr Bullet - 스파이 퍼즐
11,12,aquapark.io
12,13,꿈의 집 (Homescapes)
13,14,Sandwich!
14,15,궁수의 전설
15,16,Fun Race 3D
16,17,클래식 어드벤처
17,18,Color Fill 3D
18,19,꿈의 마을 (Township)
19,20,배틀그라운드
20,21,ROBLOX
21,22,로드 모바일: 제국의 전쟁 - MMORPG
22,23,Jelly Shift
23,24,Traffic Run!
24,25,무한의 계단
25,26,Wrecking Ball
26,27,Run Race 3D
27,28,"Numpuz: Classic Number Games, Num Riddle Puzzle"
28,29,바이러스 워 - 우주 슈팅 게임
29,30,토킹톰 히어로 대시
30,31,미르의 전설2 어게인
31,32,Minecraft 체험판
32,33,스나이퍼 3D 어쌔신: 무료 슈팅 게임 (Sniper 3D Assassin)
33,34,Crowd City
34,35,Happy Glass
35,36,OnPipe
36,37,Amazing PG Frog Simulator
37,38,Paper.io 2
38,39,모두의마블
39,40,Bottle Flip 3D
40,41,토킹톰 골드런
41,42,Neon Splash
42,43,피망 뉴맞고 : 고스톱으로 대한민국 1등
43,44,롤링 스카이
44,45,Snowball.io
45,46,브롤 스타즈 상자깡 버그판 마인크래프트 게임 고양이 Brawl Stars
46,47,아이돌마스터 밀리언 라이브! 시어터 데이즈
47,48,Rider
48,49,냥코 대전쟁
49,50,아기 팬더: 공주 메이크업
50,51,도끼.io
51,52,Rummikub
52,53,클래시 로얄
53,54,Beach Clean
54,55,숨바꼭질 온라인 - 실시간 숨바꼭질
55,56,"좋은 피자, 위대한 피자"
56,57,Battle Disc
57,58,Blade Master - Mini Action RPG Game
58,59,Empires & Puzzles: RPG Quest
59,60,마이토킹톰 2
60,61,Train Taxi
61,62,Puzzle Fuzzle
62,63,한게임 신맞고 : 대한민국 원조 고스톱
63,64,의지의 히어로
64,65,스페이스 슈터: 외계인 슈팅게임
65,66,삼국지:략
66,67,벽돌깨기 퀘스트
67,68,갤럭시 슈터 - 팔콘 스쿼드 - 외계인 슈팅게임
68,69,아스팔트 9: 레전드- 2019 액션 카 레이싱 게임
69,70,신비아파트 고스트헌터
70,71,슈퍼펭귄 (Super Penguins)
71,72,Piano Tiles 2™
72,73,마피아42
73,74,Tomb of the Mask
74,75,Draw it
75,76,엄마는 라면 숨겼다 3 - 탈출 게임
76,77,아기 팬더의 패션 플라워 DIY
77,78,지오메트리 대시 라이트 (Geometry Dash L)
78,79,Shootout 3D
79,80,Supreme Duelist Stickman
80,81,삼국지 디펜스M
81,82,Box simulator for Brawl stars
82,83,피망 섯다
83,84,Idle Aqua Park
84,85,Rocket Sky!
85,86,1945
86,87,라플라스M
87,88,Magic Tiles 3
88,89,FIFA ONLINE 4 M by EA SPORTS™
89,90,쿠키런: 오븐브레이크
90,91,Dream Piano - Music Game
91,92,Dancing Road: Color Ball Run!
92,93,행복의 저택
93,94,좀비고등학교
94,95,미라큘러스 레이디버그와 블랙캣
95,96,"나의최애캐 (언니돌, #unniedoll)"
96,97,낚시 클래시: 스포츠 낚시 게임 (Fishing Clash)
97,98,Helix Jump
98,99,Pokémon GO
99,100,Tiles Hop: EDM Rush!
