,rank,name
0,1,라이즈 오브 킹덤즈
1,2,비천무협
2,3,리치리치
3,4,오늘도 우라라 원시 헌팅 라이프
4,5,원정
5,6,Cool Goal!
6,7,브롤스타즈
7,8,Dinosaur Rampage
8,9,쿵야 캐치마인드
9,10,워드퍼즐 - 단어 게임
10,11,배틀그라운드
11,12,동물의 집
12,13,Perfect Slices
13,14,Sand Balls
14,15,기적의 검
15,16,궁수의 전설
16,17,꿈의 집 (Homescapes)
17,18,피망 뉴맞고 : 고스톱으로 대한민국 1등
18,19,Mr Bullet - 스파이 퍼즐
19,20,신강호
20,21,Fun Race 3D
21,22,꿈의 정원 (Gardenscapes)
22,23,aquapark.io
23,24,Rummikub
24,25,피망 섯다
25,26,무한의 계단
26,27,Color Fill 3D
27,28,ROBLOX
28,29,Granny Legend
29,30,Crowd City
30,31,모두의마블
31,32,삼국지 디펜스M
32,33,스나이퍼 3D 어쌔신: 무료 슈팅 게임 (Sniper 3D Assassin)
33,34,Popcorn Burst
34,35,꿈의 마을 (Township)
35,36,한게임 신맞고 : 대한민국 원조 고스톱
36,37,1945
37,38,스타쉽 배틀
38,39,보스레이브
39,40,Empires & Puzzles: RPG Quest
40,41,Minecraft 체험판
41,42,Jelly Shift
42,43,좀비고등학교
43,44,브롤 스타즈 상자깡 버그판 마인크래프트 게임 고양이 Brawl Stars
44,45,에오스 레드
45,46,Bottle Flip 3D
46,47,마피아42
47,48,삼국지 오리진
48,49,Run Race 3D
49,50,신비아파트 고스트헌터
50,51,토킹톰 히어로 대시
51,52,"피망 포커: 카지노 로얄 (7포커, 로우바둑이, 하이로우)"
52,53,토킹톰 골드런
53,54,Granny: Chapter Two
54,55,가온:신규서버오픈
55,56,한게임 포커
56,57,라플라스M
57,58,Tank Stars
58,59,아스팔트 9: 레전드- 2019 액션 카 레이싱 게임
59,60,롤링 스카이
60,61,Happy Glass
61,62,미친소녀
62,63,벽돌깨기 퀘스트
63,64,Paper.io 2
64,65,"좋은 피자, 위대한 피자"
65,66,클래시 로얄
66,67,갤럭시 슈터 - 팔콘 스쿼드 - 외계인 슈팅게임
67,68,슈퍼펭귄 (Super Penguins)
68,69,"Happy Color – 컬러링북, 숫자 색칠 게임"
69,70,프렌즈레이싱
70,71,Magic Tiles 3
71,72,The Looper
72,73,아기 팬더: 공주 메이크업
73,74,나선영웅전
74,75,Polysphere
75,76,Rider
76,77,로드 모바일: 제국의 전쟁 - MMORPG
77,78,바이러스 워 - 우주 슈팅 게임
78,79,도끼.io
79,80,쿠키런: 오븐브레이크
80,81,Piano Tiles 2™
81,82,라이더 마스터 - 무료 모토 레이싱 게임
82,83,우주 전쟁: 외계인들의 공격
83,84,냥코 대전쟁
84,85,지오메트리 대시 라이트 (Geometry Dash L)
85,86,FIFA ONLINE 4 M by EA SPORTS™
86,87,maybe-메이비:내가 만드는 이야기
87,88,Shadow of Death: 다크니스 RPG - 지금 싸움을
88,89,Draw it
89,90,미로 온라인 - 실시간 미로탈출
90,91,Puzzle Fuzzle
91,92,Auto Chess
92,93,다운블레이드(DownBlade)
93,94,Pokémon GO
94,95,Wrecking Ball
95,96,Pokémon Masters
96,97,삼국지강타
97,98,스페이스 슈터: 외계인 슈팅게임
98,99,스도쿠 - 무료 클래식 스도쿠 퍼즐
99,100,Dream Piano - Music Game
