,rank,name
0,1,Brain Out – 가장 어색한 게임
1,2,Ink Inc. - Tattoo Tycoon
2,3,꽃피는 달빛
3,4,탄탄러시
4,5,무한의 계단
5,6,킹 오브 타워
6,7,V4
7,8,Crazy Shopping
8,9,브롤스타즈
9,10,워드퍼즐 - 단어 게임
10,11,콜 오브 듀티: 모바일
11,12,로드 크래쉬
12,13,무한의 농장
13,14,Icing On The Cake
14,15,Sky Roller
15,16,Rescue Cut - Rope Puzzle
16,17,Zipline Valley - 물리학 퍼즐 게임
17,18,꿈의 집 (Homescapes)
18,19,라이즈 오브 킹덤즈
19,20,기적의 검
20,21,Run Race 3D
21,22,질풍닌자전
22,23,ROBLOX
23,24,Fun Race 3D
24,25,펭귄의 섬
25,26,Granny Legend
26,27,배틀그라운드
27,28,Supreme Duelist Stickman
28,29,신강호
29,30,Sand Balls
30,31,Minecraft 체험판
31,32,꿈의 정원 (Gardenscapes)
32,33,Perfect Slices
33,34,Cannon Shot!
34,35,Vlinder Life：Dressup Avatar & Fashion Doll
35,36,Dancing Road: Color Ball Run!
36,37,테니스 클래시: 3D 스포츠 - 무료 멀티플레이어 게임
37,38,클래시 로얄
38,39,해양 유목민 - 뗏목 생존: Survival on Raft - Ocean Nomad
39,40,부탁해요 매니저님
40,41,Mr Bullet - 스파이 퍼즐
41,42,보틀 점프 3D
42,43,도끼.io
43,44,꿈의 마을 (Township)
44,45,Paper.io 2
45,46,Rider
46,47,궁수의 전설
47,48,aquapark.io
48,49,Drop & Smash
49,50,바이러스 워 - 우주 슈팅 게임
50,51,Puzzle Fuzzle
51,52,Piano Tiles 2™
52,53,지오메트리 대시 라이트 (Geometry Dash L)
53,54,Hunter Assassin
54,55,Magic Tiles 3
55,56,Pokémon GO
56,57,토킹톰 골드런
57,58,Cool Goal!
58,59,Tasty Planet Forever
59,60,쿠키런: 오븐브레이크
60,61,Color Saw 3D
61,62,Block Puzzle Rune
62,63,"좋은 피자, 위대한 피자"
63,64,판타지타운
64,65,이터:던전의 포식자
65,66,Gang Clash
66,67,Tiles Hop: EDM Rush!
67,68,좀비고등학교
68,69,Race.io
69,70,토킹톰 히어로 대시
70,71,히어로즈 스트라이크
71,72,햄스터 타운 - 당신이 원하는 힐링 두뇌 퍼즐 게임 - 햄스터 타운! 심쿵사 주의
72,73,롤링 스카이
73,74,Square Bird
74,75,신비아파트 고스트헌터
75,76,Hole.io
76,77,동물극장 - 귀여운 동물들과 영화보며 힐링
77,78,숨바꼭질 온라인 - 실시간 숨바꼭질
78,79,Draw it
79,80,삼국지 오리진
80,81,쿠키런 for Kakao
81,82,Crowd City
82,83,Clash of Blocks
83,84,달빛조각사
84,85,Rummikub
85,86,Snowball.io
86,87,마이토킹톰 2
87,88,로그의 전설
88,89,Pocket World 3D
89,90,Draw Around
90,91,미니카키우기
91,92,톰 오브 더 마스크: 컬러
92,93,꿈의 동물원 (Wildscapes)
93,94,Happy Glass
94,95,Robot Clash
95,96,슈퍼펭귄 (Super Penguins)
96,97,Collect Cubes
97,98,스택 볼 - 플랫폼을 다 뚫어버리세요 
98,99,브롤 스타즈 상자깡 버그판 마인크래프트 게임 고양이 Brawl Stars
99,100,피망 뉴맞고 : 고스톱으로 대한민국 1등
