,rank,name
0,1,도시어부M
1,2,Mario Kart Tour
2,3,콜 오브 듀티: 모바일
3,4,Brain Out – 가장 어색한 게임
4,5,라이즈 오브 킹덤즈
5,6,신의 연대기-신규서버오픈
6,7,올스타 스매시
7,8,신강호
8,9,Color Saw 3D
9,10,Dinosaur Rampage
10,11,Cool Goal!
11,12,워드퍼즐 - 단어 게임
12,13,I Peel Good
13,14,Idle Stickman
14,15,브롤스타즈
15,16,쌍삼국지
16,17,Puzzle Fuzzle
17,18,오늘도 우라라 원시 헌팅 라이프
18,19,리치리치
19,20,Stop them ALL !
20,21,기적의 검
21,22,Square Bird
22,23,이터:던전의 포식자
23,24,바이러스 워 - 우주 슈팅 게임
24,25,궁수의 전설
25,26,꿈의 집 (Homescapes)
26,27,무한의 계단
27,28,배틀그라운드
28,29,꿈의 정원 (Gardenscapes)
29,30,Sand Balls
30,31,동물의 집
31,32,Zipline Valley - 물리학 퍼즐 게임
32,33,Perfect Slices
33,34,피망 뉴맞고 : 고스톱으로 대한민국 1등
34,35,Mr Bullet - 스파이 퍼즐
35,36,Marbleous!
36,37,꿈의 마을 (Township)
37,38,Fun Race 3D
38,39,aquapark.io
39,40,ROBLOX
40,41,Color Fill 3D
41,42,쿵야 캐치마인드
42,43,피망 섯다
43,44,Minecraft 체험판
44,45,The Real Juggle
45,46,Granny Legend
46,47,클래시 로얄
47,48,피츠메이커
48,49,슈퍼펭귄 (Super Penguins)
49,50,"좋은 피자, 위대한 피자"
50,51,1945
51,52,좀비고등학교
52,53,Wrecking Ball
53,54,스나이퍼 3D 어쌔신: 무료 슈팅 게임 (Sniper 3D Assassin)
54,55,Rider
55,56,Run Race 3D
56,57,Polysphere
57,58,Magic Tiles 3
58,59,Rummikub
59,60,Crowd City
60,61,도끼.io
61,62,Kick the Buddy
62,63,신비아파트 고스트헌터
63,64,토킹톰 골드런
64,65,Empires & Puzzles: RPG Quest
65,66,에오스 레드
66,67,토킹톰 히어로 대시
67,68,쿠키런: 오븐브레이크
68,69,항로:새로운 시대
69,70,지오메트리 대시 라이트 (Geometry Dash L)
70,71,바운스볼
71,72,아스팔트 9: 레전드- 2019 액션 카 레이싱 게임
72,73,Hungry Shark Evolution
73,74,Knives Crash
74,75,보스레이브
75,76,Paper.io 2
76,77,Merge Magic!
77,78,Supreme Duelist Stickman
78,79,Bottle Flip 3D
79,80,마피아42
80,81,요리중독: 미치게 빠르고 레스토랑 요리 게임
81,82,용사식당
82,83,한게임 신맞고 : 대한민국 원조 고스톱
83,84,아웃로 - 실시간 슈팅
84,85,Jelly Shift
85,86,Hole.io
86,87,왕국건설 스토리
87,88,해양 유목민 - 뗏목 생존: Survival on Raft - Ocean Nomad
88,89,Soul Knight
89,90,햄스터 타운 - 당신이 원하는 힐링 두뇌 퍼즐 게임 - 햄스터 타운! 심쿵사 주의
90,91,"피망 포커: 카지노 로얄 (7포커, 로우바둑이, 하이로우)"
91,92,FIFA ONLINE 4 M by EA SPORTS™
92,93,maybe-메이비:내가 만드는 이야기
93,94,펭귄의 섬
94,95,스페이스 슈터: 외계인 슈팅게임
95,96,한게임 포커
96,97,파이널레이드
97,98,오목의 달인
98,99,프렌즈레이싱
99,100,낚시 클래시: 스포츠 낚시 게임 (Fishing Clash)
