,rank,name
0,1,Cool Goal!
1,2,Perfect Slices
2,3,라이즈 오브 킹덤즈
3,4,Sand Balls
4,5,꿈의 정원 (Gardenscapes)
5,6,브롤스타즈
6,7,Mr Bullet - 스파이 퍼즐
7,8,궁수의 전설
8,9,aquapark.io
9,10,Hoop Stars
10,11,쿵야 캐치마인드
11,12,Fun Race 3D
12,13,꿈의 집 (Homescapes)
13,14,ROBLOX
14,15,Wrecking Ball
15,16,원정
16,17,배틀그라운드
17,18,Minecraft 체험판
18,19,토킹톰 히어로 대시
19,20,Jelly Shift
20,21,무한의 계단
21,22,꿈의 마을 (Township)
22,23,Amazing PG Frog Simulator
23,24,보스레이브
24,25,Traffic Run!
25,26,Sandwich!
26,27,클래식 어드벤처
27,28,Run Race 3D
28,29,Happy Glass
29,30,Color Fill 3D
30,31,Crowd City
31,32,스나이퍼 3D 어쌔신: 무료 슈팅 게임 (Sniper 3D Assassin)
32,33,토킹톰 골드런
33,34,Bottle Flip 3D
34,35,요괴미식가:Cook&Life
35,36,OnPipe
36,37,Paper.io 2
37,38,브롤 스타즈 상자깡 버그판 마인크래프트 게임 고양이 Brawl Stars
38,39,신비아파트 고스트헌터
39,40,바이러스 워 - 우주 슈팅 게임
40,41,아기 팬더: 공주 메이크업
41,42,Snowball.io
42,43,Pokémon Masters
43,44,벽돌깨기 퀘스트
44,45,1945
45,46,롤링 스카이
46,47,Neon Splash
47,48,Blade Master - Mini Action RPG Game
48,49,Rider
49,50,클래시 로얄
50,51,스페이스 슈터: 외계인 슈팅게임
51,52,도끼.io
52,53,마이토킹톰 2
53,54,갤럭시 슈터 - 팔콘 스쿼드 - 외계인 슈팅게임
54,55,좀비고등학교
55,56,프렌즈레이싱
56,57,"Numpuz: Classic Number Games, Num Riddle Puzzle"
57,58,슈퍼펭귄 (Super Penguins)
58,59,숨바꼭질 온라인 - 실시간 숨바꼭질
59,60,"좋은 피자, 위대한 피자"
60,61,Supreme Duelist Stickman
61,62,Toon Blast
62,63,의지의 히어로
63,64,로드 모바일: 제국의 전쟁 - MMORPG
64,65,Empires & Puzzles: RPG Quest
65,66,에오스 레드
66,67,"Happy Color – 컬러링북, 숫자 색칠 게임"
67,68,Piano Tiles 2™
68,69,피망 뉴맞고 : 고스톱으로 대한민국 1등
69,70,동물의 집
70,71,낚시 클래시: 스포츠 낚시 게임 (Fishing Clash)
71,72,Tank Stars
72,73,Tomb of the Mask
73,74,Train Taxi
74,75,"나의최애캐 (언니돌, #unniedoll)"
75,76,지오메트리 대시 라이트 (Geometry Dash L)
76,77,Kick the Buddy: Forever
77,78,냥코 대전쟁
78,79,Puzzle Fuzzle
79,80,Helix Jump
80,81,Battle Disc
81,82,마피아42
82,83,Draw it
83,84,Kick the Buddy
84,85,Dancing Road: Color Ball Run!
85,86,Pokémon GO
86,87,픽셀 건 3D (Pixel Gun 3D)
87,88,Tiles Hop: EDM Rush!
88,89,City Fighter vs Street Gang
89,90,아기 팬더의 패션 플라워 DIY
90,91,꼬마 팬더의 보석 모험
91,92,미라큘러스 레이디버그와 블랙캣
92,93,아스팔트 9: 레전드- 2019 액션 카 레이싱 게임
93,94,Rummikub
94,95,Hungry Shark Evolution
95,96,Worldkrafts
96,97,Dream Piano - Music Game
97,98,아기 판다의 날씨: 허리케인
98,99,Jetpack Jump
99,100,쿠키런: 오븐브레이크
