,rank,name
0,1,엑소스 히어로즈
1,2,Park of Monster
2,3,Brain Out – 가장 어색한 게임
3,4,탄탄러시
4,5,염왕이 뿔났다
5,6,애프터라이프
6,7,Ink Inc. - Tattoo Tycoon
7,8,워드퍼즐 - 단어 게임
8,9,킹 오브 타워
9,10,소드 아트 온라인 앨리시제이션 라이징 스틸
10,11,무한의 계단
11,12,부탁해요 매니저님
12,13,두근두근 레스토랑: 헬로키티 콜라보레이션
13,14,Clash of Blocks
14,15,무한의 농장
15,16,Stencil Art - Spray Masters
16,17,브롤스타즈
17,18,Pocket World 3D
18,19,Cannon Shot!
19,20,V4
20,21,꽃피는 달빛
21,22,콜 오브 듀티: 모바일
22,23,기적의 검
23,24,왕비의 맛
24,25,펭귄의 섬
25,26,질풍닌자전
26,27,Hunter Assassin
27,28,꿈의 집 (Homescapes)
28,29,Sky Roller
29,30,Fun Race 3D
30,31,꿈의 정원 (Gardenscapes)
31,32,Crazy Shopping
32,33,로드 크래쉬
33,34,Puzzrama (퍼즈라마)
34,35,Tales Rush!
35,36,라이즈 오브 킹덤즈
36,37,Icing On The Cake
37,38,Run Race 3D
38,39,Zipline Valley - 물리학 퍼즐 게임
39,40,배틀그라운드
40,41,궁수의 전설
41,42,오버독스
42,43,꿈의 마을 (Township)
43,44,Sand Balls
44,45,Granny Legend
45,46,Gang Clash
46,47,바이러스 워 - 우주 슈팅 게임
47,48,Rescue Cut - Rope Puzzle
48,49,Mr Bullet - 스파이 퍼즐
49,50,신강호
50,51,Supreme Duelist Stickman
51,52,피망 뉴맞고 : 고스톱으로 대한민국 1등
52,53,클래시 로얄
53,54,ROBLOX
54,55,Vlinder Life：Dressup Avatar & Fashion Doll
55,56,Piano Tiles 2™
56,57,Dancing Road: Color Ball Run!
57,58,밥 먹고 갈래요?
58,59,"좋은 피자, 위대한 피자"
59,60,Minecraft 체험판
60,61,Paper.io 2
61,62,Rider
62,63,1945
63,64,쿠키런: 오븐브레이크
64,65,지오메트리 대시 라이트 (Geometry Dash L)
65,66,Pokémon GO
66,67,킹 오브 파이터 올스타
67,68,달빛조각사
68,69,히어로즈 스트라이크
69,70,Gym Flip
70,71,Rummikub
71,72,해양 유목민 - 뗏목 생존: Survival on Raft - Ocean Nomad
72,73,스도쿠 - 무료 클래식 스도쿠 퍼즐
73,74,이터:던전의 포식자
74,75,도끼.io
75,76,Nonogram.com - 픽처 크로스 퍼즐 게임
76,77,Cool Goal!
77,78,Square Bird
78,79,Color Saw 3D
79,80,테니스 클래시: 3D 스포츠 - 무료 멀티플레이어 게임
80,81,이말년과 침착한 녀석들
81,82,aquapark.io
82,83,Block Puzzle Rune
83,84,Sandwich!
84,85,Line Driver
85,86,쿠키런 for Kakao
86,87,햄스터 타운 - 당신이 원하는 힐링 두뇌 퍼즐 게임 - 햄스터 타운! 심쿵사 주의
87,88,Perfect Slices
88,89,로얄 다이스(Royal Dice) : 랜덤 디펜스
89,90,보틀 점프 3D
90,91,숨바꼭질 온라인 - 실시간 숨바꼭질
91,92,Draw it
92,93,블록 퍼즐
93,94,Empires & Puzzles: RPG Quest
94,95,데이트 어 라이브: 다시 만난 정령
95,96,마피아42
96,97,Magic Tiles 3
97,98,Puzzle Fuzzle
98,99,FIFA ONLINE 4 M by EA SPORTS™
99,100,스나이퍼 3D 어쌔신: 무료 슈팅 게임 (Sniper 3D Assassin)
