,rank,name
0,1,V4
1,2,Brain Out – 가장 어색한 게임
2,3,DX : 신 세기의 전쟁
3,4,판타지타운
4,5,Rescue Cut - Rope Puzzle
5,6,킹 오브 타워
6,7,브롤스타즈
7,8,Crazy Shopping
8,9,Icing On The Cake
9,10,콜 오브 듀티: 모바일
10,11,라이즈 오브 킹덤즈
11,12,무한의 계단
12,13,Sky Roller
13,14,Zipline Valley - 물리학 퍼즐 게임
14,15,히어로즈 스트라이크
15,16,로드 크래쉬
16,17,Marbleous!
17,18,배틀그라운드
18,19,무한의 농장
19,20,꽃피는 달빛
20,21,펭귄의 섬
21,22,해양 유목민 - 뗏목 생존: Survival on Raft - Ocean Nomad
22,23,질풍닌자전
23,24,오늘도 환생
24,25,꿈의 집 (Homescapes)
25,26,Drop & Smash
26,27,Magic Tiles 3
27,28,Fun Race 3D
28,29,워드퍼즐 - 단어 게임
29,30,기적의 검
30,31,매직 직소 퍼즐
31,32,Granny Legend
32,33,햄스터 타운 - 당신이 원하는 힐링 두뇌 퍼즐 게임 - 햄스터 타운! 심쿵사 주의
33,34,꿈의 마을 (Township)
34,35,롤링 스카이
35,36,브롤 스타즈 상자깡 버그판 마인크래프트 게임 고양이 Brawl Stars
36,37,꿈의 정원 (Gardenscapes)
37,38,달빛조각사
38,39,톰 오브 더 마스크: 컬러
39,40,Tasty Planet Forever
40,41,보틀 점프 3D
41,42,신강호
42,43,Piano Tiles 2™
43,44,궁수의 전설
44,45,"좋은 피자, 위대한 피자"
45,46,Empires & Puzzles: RPG Quest
46,47,Wrecking Ball
47,48,쿠키런: 오븐브레이크
48,49,피망 뉴맞고 : 고스톱으로 대한민국 1등
49,50,ROBLOX
50,51,Perfect Slices
51,52,리치리치
52,53,클래시 로얄
53,54,도끼.io
54,55,Puzzle Fuzzle
55,56,Sand Balls
56,57,테니스 클래시: 3D 스포츠 - 무료 멀티플레이어 게임
57,58,로얄 다이스(Royal Dice) : 랜덤 디펜스
58,59,Minecraft 체험판
59,60,바이러스 워 - 우주 슈팅 게임
60,61,Hero Wars
61,62,Draw Around
62,63,냥코 대전쟁
63,64,블록 퍼즐
64,65,숨바꼭질 온라인 - 실시간 숨바꼭질
65,66,익스트림풋볼:3대3 멀티 축구
66,67,Rider
67,68,지오메트리 대시 라이트 (Geometry Dash L)
68,69,봉인의서
69,70,Cool Goal!
70,71,Ink Inc. - Tattoo Tycoon
71,72,Gang Clash
72,73,Mr Bullet - 스파이 퍼즐
73,74,리니지M
74,75,Clash of Blocks
75,76,Pokémon GO
76,77,Soul Knight
77,78,Rocket Sky!
78,79,스도쿠 - 무료 클래식 스도쿠 퍼즐
79,80,Collect Cubes
80,81,Run Race 3D
81,82,Perfect Paint
82,83,쌍삼국지
83,84,Dancing Road: Color Ball Run!
84,85,황제라 칭하라
85,86,메이플스토리M
86,87,1945
87,88,Kick the Buddy: Forever
88,89,아스팔트 9: 레전드- 2019 액션 카 레이싱 게임
89,90,토킹톰 골드런
90,91,Supreme Duelist Stickman
91,92,쿠키런 for Kakao
92,93,Robot Clash
93,94,aquapark.io
94,95,토킹톰 히어로 대시
95,96,Paper.io 2
96,97,삼국지 오리진
97,98,Mahjong City Tours
98,99,eFootball PES 2020
99,100,LoL 프렌즈
