,rank,name
0,1,Rescue Cut - Rope Puzzle
1,2,Brain Out – 가장 어색한 게임
2,3,Icing On The Cake
3,4,완미세계
4,5,콜 오브 듀티: 모바일
5,6,Zipline Valley - 물리학 퍼즐 게임
6,7,신강호
7,8,킹 오브 타워
8,9,DX : 신 세기의 전쟁
9,10,라이즈 오브 킹덤즈
10,11,데이트 어 라이브: 다시 만난 정령
11,12,판타지타운
12,13,달빛조각사
13,14,무한의 계단
14,15,브롤스타즈
15,16,Rolling Domino
16,17,Soul Land: 엘피스 전기
17,18,동물극장 - 귀여운 동물들과 영화보며 힐링
18,19,꿈의 집 (Homescapes)
19,20,테니스 클래시: 3D 스포츠 - 무료 멀티플레이어 게임
20,21,Puzzle Fuzzle
21,22,꿈의 정원 (Gardenscapes)
22,23,Draw Around
23,24,워드퍼즐 - 단어 게임
24,25,꽃피는 달빛
25,26,마기아 : 카르마 사가
26,27,리치리치
27,28,피망 뉴맞고 : 고스톱으로 대한민국 1등
28,29,I Peel Good
29,30,Granny Legend
30,31,궁수의 전설
31,32,용사식당
32,33,쿠키런: 오븐브레이크
33,34,바이러스 워 - 우주 슈팅 게임
34,35,봉인의서
35,36,로얄 다이스(Royal Dice) : 랜덤 디펜스
36,37,꿈의 마을 (Township)
37,38,아르카나 택틱스
38,39,Sand Balls
39,40,3차원 채우기 (Fill in 3D)
40,41,Empires & Puzzles: RPG Quest
41,42,배틀그라운드
42,43,오늘도 우라라 원시 헌팅 라이프
43,44,Minecraft 체험판
44,45,1945
45,46,Wrecking Ball
46,47,Magic Tiles 3
47,48,스도쿠 - 무료 클래식 스도쿠 퍼즐
48,49,Zooba - 동물원 배틀 아레나
49,50,익스트림풋볼:3대3 멀티 축구
50,51,Perfect Slices
51,52,세인트 세이야 : 각성
52,53,무한의 농장
53,54,펭귄의 섬
54,55,ROBLOX
55,56,Cool Goal!
56,57,지오메트리 대시 라이트 (Geometry Dash L)
57,58,Rider
58,59,좀비고등학교
59,60,Fun Race 3D
60,61,Mr Bullet - 스파이 퍼즐
61,62,이터:던전의 포식자
62,63,Color Saw 3D
63,64,Dancing Road: Color Ball Run!
64,65,클래시 로얄
65,66,햄스터 타운 - 당신이 원하는 힐링 두뇌 퍼즐 게임 - 햄스터 타운! 심쿵사 주의
66,67,롤링 스카이
67,68,신의 연대기-신규서버오픈
68,69,Line Driver
69,70,보스레이브
70,71,"좋은 피자, 위대한 피자"
71,72,메탈슬러그 인피니티 - 방치형 RPG
72,73,해양 유목민 - 뗏목 생존: Survival on Raft - Ocean Nomad
73,74,Mahjong City Tours
74,75,Nonogram.com - 픽처 크로스 퍼즐 게임
75,76,aquapark.io
76,77,Drop & Smash
77,78,Gang Clash
78,79,한게임 포커
79,80,Crazy Shopping
80,81,한게임 신맞고 : 대한민국 원조 고스톱
81,82,토킹톰 히어로 대시
82,83,토킹톰 골드런
83,84,신비아파트 고스트헌터
84,85,Kick the Buddy: Forever
85,86,피망 섯다
86,87,Mario Kart Tour
87,88,동물의 집
88,89,쌍삼국지
89,90,Rummikub
90,91,OX 퀴즈 서바이벌 100
91,92,FIFA ONLINE 4 M by EA SPORTS™
92,93,팽이로 보석캐기
93,94,Paper.io 2
94,95,LoL 프렌즈
95,96,Happy Glass
96,97,슈퍼펭귄 (Super Penguins)
97,98,"피망 포커: 카지노 로얄 (7포커, 로우바둑이, 하이로우)"
98,99,Two Dots
99,100,Popcorn Burst
