,rank,name
0,1,Mario Kart Tour
1,2,신의 연대기-신규서버오픈
2,3,올스타 스매시
3,4,라이즈 오브 킹덤즈
4,5,Brain Out – 가장 어색한 게임
5,6,Dinosaur Rampage
6,7,쌍삼국지
7,8,Color Saw 3D
8,9,신강호
9,10,워드퍼즐 - 단어 게임
10,11,Cool Goal!
11,12,I Peel Good
12,13,Idle Stickman
13,14,리치리치
14,15,오늘도 우라라 원시 헌팅 라이프
15,16,브롤스타즈
16,17,이터:던전의 포식자
17,18,왕비의 맛
18,19,메탈슬러그 인피니티 - 방치형 RPG
19,20,Puzzle Fuzzle
20,21,Marbleous!
21,22,Sand Balls
22,23,궁수의 전설
23,24,바이러스 워 - 우주 슈팅 게임
24,25,기적의 검
25,26,배틀그라운드
26,27,동물의 집
27,28,피망 뉴맞고 : 고스톱으로 대한민국 1등
28,29,Zipline Valley - 물리학 퍼즐 게임
29,30,무한의 계단
30,31,꿈의 집 (Homescapes)
31,32,피망 섯다
32,33,꿈의 정원 (Gardenscapes)
33,34,햄스터 타운 - 당신이 원하는 힐링 두뇌 퍼즐 게임 - 햄스터 타운! 심쿵사 주의
34,35,Square Bird
35,36,Mr Bullet - 스파이 퍼즐
36,37,쿵야 캐치마인드
37,38,Fun Race 3D
38,39,오늘도 환생
39,40,Perfect Slices
40,41,Color Fill 3D
41,42,Granny Legend
42,43,ROBLOX
43,44,1945
44,45,꿈의 마을 (Township)
45,46,도끼.io
46,47,Empires & Puzzles: RPG Quest
47,48,Rummikub
48,49,aquapark.io
49,50,Minecraft 체험판
50,51,The Real Juggle
51,52,좀비고등학교
52,53,에오스 레드
53,54,Crowd City
54,55,보스레이브
55,56,파이널레이드
56,57,한게임 신맞고 : 대한민국 원조 고스톱
57,58,쿠키런: 오븐브레이크
58,59,Rider
59,60,클래시 로얄
60,61,미친소녀
61,62,신비아파트 고스트헌터
62,63,Magic Tiles 3
63,64,토킹톰 골드런
64,65,드랍더좀비
65,66,스나이퍼 3D 어쌔신: 무료 슈팅 게임 (Sniper 3D Assassin)
66,67,낚시 클래시: 스포츠 낚시 게임 (Fishing Clash)
67,68,Merge Magic!
68,69,아스팔트 9: 레전드- 2019 액션 카 레이싱 게임
69,70,마피아42
70,71,Supreme Duelist Stickman
71,72,토킹톰 히어로 대시
72,73,지오메트리 대시 라이트 (Geometry Dash L)
73,74,"피망 포커: 카지노 로얄 (7포커, 로우바둑이, 하이로우)"
74,75,한게임 포커
75,76,로드 모바일: 제국의 전쟁 - MMORPG
76,77,Polysphere
77,78,FIFA ONLINE 4 M by EA SPORTS™
78,79,슈퍼펭귄 (Super Penguins)
79,80,갤럭시 슈터 - 팔콘 스쿼드 - 외계인 슈팅게임
80,81,Run Race 3D
81,82,브롤 스타즈 상자깡 버그판 마인크래프트 게임 고양이 Brawl Stars
82,83,Bottle Flip 3D
83,84,용사식당
84,85,스페이스 슈터: 외계인 슈팅게임
85,86,"좋은 피자, 위대한 피자"
86,87,Soul Knight
87,88,우주 전쟁: 외계인들의 공격
88,89,Pokémon GO
89,90,Kick the Buddy
90,91,프렌즈레이싱
91,92,삼국지 오리진
92,93,Paper.io 2
93,94,피츠메이커
94,95,라플라스M
95,96,모바일 레전드: Bang Bang
96,97,Line Color 3D
97,98,가우스전자 with NAVER WEBTOON
98,99,으라차차 돌격 라그나로크
99,100,아기 팬더: 공주 메이크업
