,rank,name
0,1,Pokémon Masters
1,2,Perfect Slices
2,3,보스레이브
3,4,에오스 레드
4,5,쿵야 캐치마인드
5,6,Sand Balls
6,7,Cool Goal!
7,8,브롤스타즈
8,9,Hoop Stars
9,10,Mr Bullet - 스파이 퍼즐
10,11,꿈의 정원 (Gardenscapes)
11,12,aquapark.io
12,13,Sandwich!
13,14,궁수의 전설
14,15,꿈의 집 (Homescapes)
15,16,미르의 전설2 어게인
16,17,Color Fill 3D
17,18,Fun Race 3D
18,19,로드 모바일: 제국의 전쟁 - MMORPG
19,20,꿈의 마을 (Township)
20,21,배틀그라운드
21,22,아이돌마스터 밀리언 라이브! 시어터 데이즈
22,23,클래식 어드벤처
23,24,ROBLOX
24,25,Traffic Run!
25,26,"Numpuz: Classic Number Games, Num Riddle Puzzle"
26,27,바이러스 워 - 우주 슈팅 게임
27,28,Wrecking Ball
28,29,무한의 계단
29,30,피망 뉴맞고 : 고스톱으로 대한민국 1등
30,31,Jelly Shift
31,32,모두의마블
32,33,Run Race 3D
33,34,Rummikub
34,35,스나이퍼 3D 어쌔신: 무료 슈팅 게임 (Sniper 3D Assassin)
35,36,Minecraft 체험판
36,37,토킹톰 히어로 대시
37,38,Amazing PG Frog Simulator
38,39,Crowd City
39,40,Happy Glass
40,41,한게임 신맞고 : 대한민국 원조 고스톱
41,42,라플라스M
42,43,테라 클래식
43,44,냥코 대전쟁
44,45,피망 섯다
45,46,Empires & Puzzles: RPG Quest
46,47,아스팔트 9: 레전드- 2019 액션 카 레이싱 게임
47,48,클래시 로얄
48,49,R0
49,50,엄마는 라면 숨겼다 3 - 탈출 게임
50,51,"좋은 피자, 위대한 피자"
51,52,토킹톰 골드런
52,53,도끼.io
53,54,Paper.io 2
54,55,숨바꼭질 온라인 - 실시간 숨바꼭질
55,56,마피아42
56,57,Rider
57,58,Bottle Flip 3D
58,59,삼국지:략
59,60,브롤 스타즈 상자깡 버그판 마인크래프트 게임 고양이 Brawl Stars
60,61,FIFA ONLINE 4 M by EA SPORTS™
61,62,OnPipe
62,63,Box simulator for Brawl stars
63,64,갤럭시 슈터 - 팔콘 스쿼드 - 외계인 슈팅게임
64,65,스페이스 슈터: 외계인 슈팅게임
65,66,Blade Master - Mini Action RPG Game
66,67,삼국지 디펜스M
67,68,Battle Disc
68,69,롤링 스카이
69,70,아기 팬더: 공주 메이크업
70,71,의지의 히어로
71,72,Snowball.io
72,73,Auto Chess
73,74,벽돌깨기 퀘스트
74,75,슈퍼펭귄 (Super Penguins)
75,76,신비아파트 고스트헌터
76,77,Shootout 3D
77,78,Magic Tiles 3
78,79,마피아 시티
79,80,라스트 쉘터 (Last Shelter: Survival)
80,81,Beach Clean
81,82,Rocket Sky!
82,83,낚시 클래시: 스포츠 낚시 게임 (Fishing Clash)
83,84,마이리틀셰프
84,85,Train Taxi
85,86,지오메트리 대시 라이트 (Geometry Dash L)
86,87,쿠키런: 오븐브레이크
87,88,삼국지 오리진
88,89,Piano Tiles 2™
89,90,Idle Aqua Park
90,91,1945
91,92,행복의 저택
92,93,Draw it
93,94,한게임 포커
94,95,마이토킹톰 2
95,96,Pokémon GO
96,97,Neon Splash
97,98,방주지령
98,99,한게임 섯다
99,100,Supreme Duelist Stickman
