,rank,name
0,1,V4
1,2,Brain Out – 가장 어색한 게임
2,3,Rescue Cut - Rope Puzzle
3,4,킹 오브 타워
4,5,Crazy Shopping
5,6,콜 오브 듀티: 모바일
6,7,Sky Roller
7,8,마기아 : 카르마 사가
8,9,무한의 계단
9,10,Icing On The Cake
10,11,라이즈 오브 킹덤즈
11,12,DX : 신 세기의 전쟁
12,13,Zipline Valley - 물리학 퍼즐 게임
13,14,브롤스타즈
14,15,로드 크래쉬
15,16,무한의 농장
16,17,꽃피는 달빛
17,18,워드퍼즐 - 단어 게임
18,19,기적의 검
19,20,꿈의 집 (Homescapes)
20,21,질풍닌자전
21,22,Drop & Smash
22,23,ROBLOX
23,24,꿈의 마을 (Township)
24,25,히어로즈 스트라이크
25,26,Perfect Slices
26,27,Granny Legend
27,28,펭귄의 섬
28,29,배틀그라운드
29,30,톰 오브 더 마스크: 컬러
30,31,꿈의 정원 (Gardenscapes)
31,32,Run Race 3D
32,33,Pokémon GO
33,34,궁수의 전설
34,35,바이러스 워 - 우주 슈팅 게임
35,36,Sand Balls
36,37,Minecraft 체험판
37,38,테니스 클래시: 3D 스포츠 - 무료 멀티플레이어 게임
38,39,Cool Goal!
39,40,Puzzle Fuzzle
40,41,클래시 로얄
41,42,해양 유목민 - 뗏목 생존: Survival on Raft - Ocean Nomad
42,43,쿠키런: 오븐브레이크
43,44,Robot Clash
44,45,Fun Race 3D
45,46,Draw Around
46,47,Mr Bullet - 스파이 퍼즐
47,48,Rider
48,49,달빛조각사
49,50,솔리테르 트라이픽스: 팜 어드벤처
50,51,Magic Tiles 3
51,52,삼국지 오리진
52,53,로그의 전설
53,54,신강호
54,55,피망 뉴맞고 : 고스톱으로 대한민국 1등
55,56,로얄 다이스(Royal Dice) : 랜덤 디펜스
56,57,보틀 점프 3D
57,58,지오메트리 대시 라이트 (Geometry Dash L)
58,59,매직 직소 퍼즐
59,60,Dancing Road: Color Ball Run!
60,61,롤링 스카이
61,62,Gang Clash
62,63,Paper.io 2
63,64,판타지타운
64,65,Piano Tiles 2™
65,66,스도쿠 - 무료 클래식 스도쿠 퍼즐
66,67,블록 퍼즐
67,68,이터:던전의 포식자
68,69,aquapark.io
69,70,토킹톰 골드런
70,71,Perfect Paint
71,72,Collect Cubes
72,73,그래니를 잡아라
73,74,신비아파트 고스트헌터
74,75,리치리치
75,76,Square Bird
76,77,Supreme Duelist Stickman
77,78,토킹톰 히어로 대시
78,79,햄스터 타운 - 당신이 원하는 힐링 두뇌 퍼즐 게임 - 햄스터 타운! 심쿵사 주의
79,80,브롤 스타즈 상자깡 버그판 마인크래프트 게임 고양이 Brawl Stars
80,81,Wrecking Ball
81,82,Draw it
82,83,Color Saw 3D
83,84,Ball Jump
84,85,쿠키런 for Kakao
85,86,Tasty Planet Forever
86,87,Happy Glass
87,88,Crowd City
88,89,Empires & Puzzles: RPG Quest
89,90,도끼.io
90,91,Minecraft Earth
91,92,"좋은 피자, 위대한 피자"
92,93,1945
93,94,좀비고등학교
94,95,Hero Wars
95,96,동물극장 - 귀여운 동물들과 영화보며 힐링
96,97,익스트림풋볼:3대3 멀티 축구
97,98,Ink Inc. - Tattoo Tycoon
98,99,OX 퀴즈 서바이벌 100
99,100,3차원 채우기 (Fill in 3D)
