,rank,name
0,1,Pokémon Masters
1,2,Sand Balls
2,3,Cool Goal!
3,4,쿵야 캐치마인드
4,5,보스레이브
5,6,꿈의 정원 (Gardenscapes)
6,7,브롤스타즈
7,8,Mr Bullet - 스파이 퍼즐
8,9,aquapark.io
9,10,Hoop Stars
10,11,에오스 레드
11,12,꿈의 집 (Homescapes)
12,13,Sandwich!
13,14,궁수의 전설
14,15,Fun Race 3D
15,16,클래식 어드벤처
16,17,꿈의 마을 (Township)
17,18,Color Fill 3D
18,19,배틀그라운드
19,20,ROBLOX
20,21,Jelly Shift
21,22,Traffic Run!
22,23,Wrecking Ball
23,24,무한의 계단
24,25,로드 모바일: 제국의 전쟁 - MMORPG
25,26,토킹톰 히어로 대시
26,27,Run Race 3D
27,28,Minecraft 체험판
28,29,"Numpuz: Classic Number Games, Num Riddle Puzzle"
29,30,스나이퍼 3D 어쌔신: 무료 슈팅 게임 (Sniper 3D Assassin)
30,31,바이러스 워 - 우주 슈팅 게임
31,32,Crowd City
32,33,Happy Glass
33,34,OnPipe
34,35,Paper.io 2
35,36,Bottle Flip 3D
36,37,Amazing PG Frog Simulator
37,38,Neon Splash
38,39,토킹톰 골드런
39,40,Snowball.io
40,41,롤링 스카이
41,42,미르의 전설2 어게인
42,43,피망 뉴맞고 : 고스톱으로 대한민국 1등
43,44,도끼.io
44,45,브롤 스타즈 상자깡 버그판 마인크래프트 게임 고양이 Brawl Stars
45,46,아기 팬더: 공주 메이크업
46,47,모두의마블
47,48,Beach Clean
48,49,Rider
49,50,Train Taxi
50,51,벽돌깨기 퀘스트
51,52,Puzzle Fuzzle
52,53,마이토킹톰 2
53,54,클래시 로얄
54,55,Empires & Puzzles: RPG Quest
55,56,Battle Disc
56,57,스페이스 슈터: 외계인 슈팅게임
57,58,숨바꼭질 온라인 - 실시간 숨바꼭질
58,59,갤럭시 슈터 - 팔콘 스쿼드 - 외계인 슈팅게임
59,60,"좋은 피자, 위대한 피자"
60,61,냥코 대전쟁
61,62,Blade Master - Mini Action RPG Game
62,63,의지의 히어로
63,64,Rummikub
64,65,한게임 신맞고 : 대한민국 원조 고스톱
65,66,삼국지:략
66,67,슈퍼펭귄 (Super Penguins)
67,68,Piano Tiles 2™
68,69,Tomb of the Mask
69,70,신비아파트 고스트헌터
70,71,Draw it
71,72,아스팔트 9: 레전드- 2019 액션 카 레이싱 게임
72,73,1945
73,74,Supreme Duelist Stickman
74,75,아기 팬더의 패션 플라워 DIY
75,76,마피아42
76,77,Shootout 3D
77,78,아이돌마스터 밀리언 라이브! 시어터 데이즈
78,79,지오메트리 대시 라이트 (Geometry Dash L)
79,80,Dream Piano - Music Game
80,81,삼국지 디펜스M
81,82,"나의최애캐 (언니돌, #unniedoll)"
82,83,Helix Jump
83,84,미라큘러스 레이디버그와 블랙캣
84,85,Dancing Road: Color Ball Run!
85,86,Magic Tiles 3
86,87,좀비고등학교
87,88,Tiles Hop: EDM Rush!
88,89,Idle Aqua Park
89,90,낚시 클래시: 스포츠 낚시 게임 (Fishing Clash)
90,91,Rocket Sky!
91,92,쿠키런: 오븐브레이크
92,93,블록 퍼즐 보석
93,94,행복의 저택
94,95,피망 섯다
95,96,Jetpack Jump
96,97,Hungry Shark Evolution
97,98,FIFA ONLINE 4 M by EA SPORTS™
98,99,엄마는 라면 숨겼다 3 - 탈출 게임
99,100,라스트 쉘터 (Last Shelter: Survival)
