,rank,name
0,1,Brain Out – 가장 어색한 게임
1,2,달빛조각사
2,3,콜 오브 듀티: 모바일
3,4,세레스M
4,5,라이즈 오브 킹덤즈
5,6,Wrecking Ball
6,7,브롤스타즈
7,8,소울아크: 리부트
8,9,신의 연대기-신규서버오픈
9,10,Dinosaur Rampage
10,11,Square Bird
11,12,Bouncemasters!
12,13,무한의 계단
13,14,Perfect Slices
14,15,Icing On The Cake
15,16,Mario Kart Tour
16,17,디지몬 리얼라이즈 -Digimon ReArise-
17,18,도시어부M
18,19,워드퍼즐 - 단어 게임
19,20,펭귄의 섬
20,21,기적의 검
21,22,궁수의 전설
22,23,Puzzle Fuzzle
23,24,Cool Goal!
24,25,I Peel Good
25,26,꿈의 집 (Homescapes)
26,27,배틀그라운드
27,28,올스타 스매시
28,29,3차원 채우기 (Fill in 3D)
29,30,Magic Tiles 3
30,31,The Real Juggle
31,32,꿈의 정원 (Gardenscapes)
32,33,1945
33,34,Sand Balls
34,35,신비아파트 고스트헌터
35,36,이터:던전의 포식자
36,37,오늘도 우라라 원시 헌팅 라이프
37,38,ROBLOX
38,39,Mr Bullet - 스파이 퍼즐
39,40,장기2.0
40,41,Color Saw 3D
41,42,Zipline Valley - 물리학 퍼즐 게임
42,43,aquapark.io
43,44,바이러스 워 - 우주 슈팅 게임
44,45,Granny Legend
45,46,Paper.io 2
46,47,Fun Race 3D
47,48,좀비고등학교
48,49,숨바꼭질 온라인 - 실시간 숨바꼭질
49,50,피츠메이커
50,51,Zooba - 동물원 배틀 아레나
51,52,Minecraft 체험판
52,53,세븐나이츠
53,54,장기의 달인
54,55,피망 뉴맞고 : 고스톱으로 대한민국 1등
55,56,클래시 로얄
56,57,꿈의 마을 (Township)
57,58,Rider
58,59,토킹톰 골드런
59,60,햄스터 타운 - 당신이 원하는 힐링 두뇌 퍼즐 게임 - 햄스터 타운! 심쿵사 주의
60,61,Kick the Buddy: Forever
61,62,Hole.io
62,63,Crowd City
63,64,지오메트리 대시 라이트 (Geometry Dash L)
64,65,Run Race 3D
65,66,Color Fill 3D
66,67,"Numpuz: Classic Number Games, Num Riddle Puzzle"
67,68,Rummikub
68,69,Happy Glass
69,70,Robot Clash
70,71,왕국건설 스토리
71,72,리치리치
72,73,슈퍼펭귄 (Super Penguins)
73,74,보스레이브
74,75,Rope Slash
75,76,해양 유목민 - 뗏목 생존: Survival on Raft - Ocean Nomad
76,77,마피아42
77,78,Empires & Puzzles: RPG Quest
78,79,Nonogram.com - 픽처 크로스 퍼즐 게임
79,80,아스팔트 9: 레전드- 2019 액션 카 레이싱 게임
80,81,토킹톰 히어로 대시
81,82,Bottle Flip 3D
82,83,무한의 농장
83,84,"Happy Color – 컬러링북, 숫자 색칠 게임"
84,85,Line Color 3D
85,86,쿠키런: 오븐브레이크
86,87,Granny: Chapter Two
87,88,Dancing Road: Color Ball Run!
88,89,Draw it
89,90,동물의 집
90,91,Marbleous!
91,92,피망 섯다
92,93,롤링 스카이
93,94,Jelly Shift
94,95,"좋은 피자, 위대한 피자"
95,96,Kick the Buddy
96,97,Two Dots
97,98,타워 브레이커(Tower Breaker) - 신의 탑 부수기
98,99,Partymasters - Fun Idle Game
99,100,도끼.io
