,rank,name
0,1,엑소스 히어로즈
1,2,Brain Out – 가장 어색한 게임
2,3,Park of Monster
3,4,탄탄러시
4,5,무한의 계단
5,6,Pocket World 3D
6,7,워드퍼즐 - 단어 게임
7,8,Sky Roller
8,9,Ink Inc. - Tattoo Tycoon
9,10,Puzzrama (퍼즈라마)
10,11,애프터라이프
11,12,킹 오브 타워
12,13,염왕이 뿔났다
13,14,무한의 농장
14,15,브롤스타즈
15,16,Clash of Blocks
16,17,꽃피는 달빛
17,18,Cannon Shot!
18,19,Stencil Art - Spray Masters
19,20,콜 오브 듀티: 모바일
20,21,기적의 검
21,22,부탁해요 매니저님
22,23,Crazy Shopping
23,24,소드 아트 온라인 앨리시제이션 라이징 스틸
24,25,질풍닌자전
25,26,Fun Race 3D
26,27,꿈의 집 (Homescapes)
27,28,두근두근 레스토랑: 헬로키티 콜라보레이션
28,29,Run Race 3D
29,30,왕비의 맛
30,31,로드 크래쉬
31,32,꿈의 정원 (Gardenscapes)
32,33,펭귄의 섬
33,34,Tales Rush!
34,35,Pokémon GO
35,36,Hunter Assassin
36,37,Supreme Duelist Stickman
37,38,배틀그라운드
38,39,ROBLOX
39,40,Gang Clash
40,41,Icing On The Cake
41,42,궁수의 전설
42,43,라이즈 오브 킹덤즈
43,44,클래시 로얄
44,45,Vlinder Life：Dressup Avatar & Fashion Doll
45,46,꿈의 마을 (Township)
46,47,Zipline Valley - 물리학 퍼즐 게임
47,48,킹 오브 파이터 올스타
48,49,Minecraft 체험판
49,50,Overloaded
50,51,Rescue Cut - Rope Puzzle
51,52,V4
52,53,오버독스
53,54,Mr Bullet - 스파이 퍼즐
54,55,바이러스 워 - 우주 슈팅 게임
55,56,Sand Balls
56,57,Dancing Road: Color Ball Run!
57,58,Sandwich!
58,59,Rider
59,60,Piano Tiles 2™
60,61,Paper.io 2
61,62,지오메트리 대시 라이트 (Geometry Dash L)
62,63,신강호
63,64,해양 유목민 - 뗏목 생존: Survival on Raft - Ocean Nomad
64,65,aquapark.io
65,66,"좋은 피자, 위대한 피자"
66,67,Color Saw 3D
67,68,Square Bird
68,69,Cool Goal!
69,70,쿠키런: 오븐브레이크
70,71,보틀 점프 3D
71,72,피망 뉴맞고 : 고스톱으로 대한민국 1등
72,73,밥 먹고 갈래요?
73,74,동물극장 - 귀여운 동물들과 영화보며 힐링
74,75,히어로즈 스트라이크
75,76,Perfect Slices
76,77,마피아42
77,78,Rummikub
78,79,토킹톰 골드런
79,80,토킹톰 히어로 대시
80,81,롤링 스카이
81,82,Tank Stars
82,83,달빛조각사
83,84,Wrecking Ball
84,85,Granny Legend
85,86,eFootball PES 2020
86,87,1945
87,88,Magic Tiles 3
88,89,Draw it
89,90,쿠키런 for Kakao
90,91,도끼.io
91,92,Puzzle Fuzzle
92,93,숨바꼭질 온라인 - 실시간 숨바꼭질
93,94,Crowd City
94,95,좀비고등학교
95,96,Nonogram.com - 픽처 크로스 퍼즐 게임
96,97,스도쿠 - 무료 클래식 스도쿠 퍼즐
97,98,Happy Glass
98,99,Tasty Planet Forever
99,100,이말년과 침착한 녀석들
