,rank,name
0,1,완미세계
1,2,Brain Out – 가장 어색한 게임
2,3,Icing On The Cake
3,4,콜 오브 듀티: 모바일
4,5,킹 오브 타워
5,6,Zipline Valley - 물리학 퍼즐 게임
6,7,달빛조각사
7,8,판타지타운
8,9,신강호
9,10,브롤스타즈
10,11,꿈의 정원 (Gardenscapes)
11,12,Rolling Domino
12,13,Rescue Cut - Rope Puzzle
13,14,무한의 계단
14,15,Soul Land: 엘피스 전기
15,16,로드 크래쉬
16,17,라이즈 오브 킹덤즈
17,18,오늘도 우라라 원시 헌팅 라이프
18,19,봉인의서
19,20,Minecraft 체험판
20,21,ROBLOX
21,22,Cool Goal!
22,23,리치리치
23,24,해양 유목민 - 뗏목 생존: Survival on Raft - Ocean Nomad
24,25,Zooba - 동물원 배틀 아레나
25,26,Sand Balls
26,27,I Peel Good
27,28,꿈의 집 (Homescapes)
28,29,Puzzle Fuzzle
29,30,펭귄의 섬
30,31,"좋은 피자, 위대한 피자"
31,32,Fun Race 3D
32,33,궁수의 전설
33,34,배틀그라운드
34,35,익스트림풋볼:3대3 멀티 축구
35,36,Mario Kart Tour
36,37,꽃피는 달빛
37,38,Wrecking Ball
38,39,Magic Tiles 3
39,40,워드퍼즐 - 단어 게임
40,41,aquapark.io
41,42,소울 시커 R
42,43,토킹톰 골드런
43,44,Granny Legend
44,45,Happy Glass
45,46,SuperStar STARSHIP
46,47,Perfect Slices
47,48,기적의 검
48,49,3차원 채우기 (Fill in 3D)
49,50,Square Bird
50,51,Dancing Road: Color Ball Run!
51,52,꿈의 마을 (Township)
52,53,이터:던전의 포식자
53,54,동물의 집
54,55,올스타 스매시
55,56,세인트 세이야 : 각성
56,57,테니스 클래시: 3D 스포츠 - 무료 멀티플레이어 게임
57,58,쿠키런: 오븐브레이크
58,59,Tiles Hop: EDM Rush!
59,60,Bouncemasters!
60,61,바이러스 워 - 우주 슈팅 게임
61,62,피망 뉴맞고 : 고스톱으로 대한민국 1등
62,63,로얄 다이스(Royal Dice) : 랜덤 디펜스
63,64,도미노 스매시
64,65,Merge Robots - Idle Tycoon Games 2019
65,66,무한의 농장
66,67,Supreme Duelist Stickman
67,68,클래시 로얄
68,69,LoL 프렌즈
69,70,좀비고등학교
70,71,Run Race 3D
71,72,1945
72,73,Nonogram.com - 픽처 크로스 퍼즐 게임
73,74,Rider
74,75,Pokémon GO
75,76,NBA NOW 모바일 농구 게임
76,77,Gang Clash
77,78,의지의 히어로
78,79,지오메트리 대시 라이트 (Geometry Dash L)
79,80,브롤 스타즈 상자깡 버그판 마인크래프트 게임 고양이 Brawl Stars
80,81,스도쿠 - 무료 클래식 스도쿠 퍼즐
81,82,Mr Bullet - 스파이 퍼즐
82,83,Empires & Puzzles: RPG Quest
83,84,FIFA ONLINE 4 M by EA SPORTS™
84,85,토킹톰 히어로 대시
85,86,햄스터 타운 - 당신이 원하는 힐링 두뇌 퍼즐 게임 - 햄스터 타운! 심쿵사 주의
86,87,팽이로 보석캐기
87,88,광산타이쿤 - 방치형 광산 매니저
88,89,냥코 대전쟁
89,90,Color Saw 3D
90,91,Merge Magic!
91,92,톰 오브 더 마스크: 컬러
92,93,오목의 달인
93,94,우주 전쟁: 외계인들의 공격
94,95,무한 총알 - 목표 총 발사
95,96,노블레스 : 제로 with NAVER WEBTOON
96,97,신비아파트 고스트헌터
97,98,아기 팬더: 공주 메이크업
98,99,한게임 포커
99,100,Block Puzzle Universe
