,rank,name
0,1,Brain Out – 가장 어색한 게임
1,2,Ink Inc. - Tattoo Tycoon
2,3,탄탄러시
3,4,부탁해요 매니저님
4,5,두근두근 레스토랑: 헬로키티 콜라보레이션
5,6,킹 오브 타워
6,7,워드퍼즐 - 단어 게임
7,8,무한의 계단
8,9,V4
9,10,염왕이 뿔났다
10,11,꽃피는 달빛
11,12,엑소스 히어로즈
12,13,콜 오브 듀티: 모바일
13,14,브롤스타즈
14,15,무한의 농장
15,16,질풍닌자전
16,17,기적의 검
17,18,로드 크래쉬
18,19,Crazy Shopping
19,20,Cannon Shot!
20,21,꿈의 집 (Homescapes)
21,22,Sky Roller
22,23,Hunter Assassin
23,24,Icing On The Cake
24,25,펭귄의 섬
25,26,Clash of Blocks
26,27,Zipline Valley - 물리학 퍼즐 게임
27,28,Granny Legend
28,29,Pocket World 3D
29,30,Run Race 3D
30,31,Fun Race 3D
31,32,Mr Bullet - 스파이 퍼즐
32,33,Rescue Cut - Rope Puzzle
33,34,배틀그라운드
34,35,라이즈 오브 킹덤즈
35,36,꿈의 정원 (Gardenscapes)
36,37,Sand Balls
37,38,테니스 클래시: 3D 스포츠 - 무료 멀티플레이어 게임
38,39,꿈의 마을 (Township)
39,40,궁수의 전설
40,41,이터:던전의 포식자
41,42,Block Puzzle Rune
42,43,신강호
43,44,ROBLOX
44,45,바이러스 워 - 우주 슈팅 게임
45,46,Vlinder Life：Dressup Avatar & Fashion Doll
46,47,Piano Tiles 2™
47,48,Dancing Road: Color Ball Run!
48,49,Supreme Duelist Stickman
49,50,클래시 로얄
50,51,Stencil Art - Spray Masters
51,52,피망 뉴맞고 : 고스톱으로 대한민국 1등
52,53,Paper.io 2
53,54,Minecraft 체험판
54,55,"좋은 피자, 위대한 피자"
55,56,Perfect Slices
56,57,소드 아트 온라인 앨리시제이션 라이징 스틸
57,58,Gym Flip
58,59,해양 유목민 - 뗏목 생존: Survival on Raft - Ocean Nomad
59,60,오버독스
60,61,Rider
61,62,1945
62,63,쿠키런: 오븐브레이크
63,64,삼국지 오리진
64,65,Magic Tiles 3
65,66,달빛조각사
66,67,보틀 점프 3D
67,68,도끼.io
68,69,지오메트리 대시 라이트 (Geometry Dash L)
69,70,aquapark.io
70,71,Color Saw 3D
71,72,Puzzle Fuzzle
72,73,Rummikub
73,74,Nonogram.com - 픽처 크로스 퍼즐 게임
74,75,Cool Goal!
75,76,Pokémon GO
76,77,햄스터 타운 - 당신이 원하는 힐링 두뇌 퍼즐 게임 - 햄스터 타운! 심쿵사 주의
77,78,Tiles Hop: EDM Rush!
78,79,Square Bird
79,80,숨바꼭질 온라인 - 실시간 숨바꼭질
80,81,Gang Clash
81,82,Draw it
82,83,Drop & Smash
83,84,스도쿠 - 무료 클래식 스도쿠 퍼즐
84,85,쿠키런 for Kakao
85,86,토킹톰 골드런
86,87,히어로즈 스트라이크
87,88,이말년과 침착한 녀석들
88,89,FIFA ONLINE 4 M by EA SPORTS™
89,90,Happy Glass
90,91,로얄 다이스(Royal Dice) : 랜덤 디펜스
91,92,롤링 스카이
92,93,Empires & Puzzles: RPG Quest
93,94,Crowd City
94,95,좀비고등학교
95,96,궁수 키우기 : 전설의 궁수
96,97,토킹톰 히어로 대시
97,98,블록 퍼즐
98,99,매직 직소 퍼즐
99,100,한게임 신맞고 : 대한민국 원조 고스톱
