,rank,name
0,1,라이즈 오브 킹덤즈
1,2,Dinosaur Rampage
2,3,신강호
3,4,리치리치
4,5,쌍삼국지
5,6,오늘도 우라라 원시 헌팅 라이프
6,7,미친소녀
7,8,Cool Goal!
8,9,올스타 스매시
9,10,브롤스타즈
10,11,Puzzle Fuzzle
11,12,비천무협
12,13,워드퍼즐 - 단어 게임
13,14,동물의 집
14,15,Square Bird
15,16,I Peel Good
16,17,기적의 검
17,18,Perfect Slices
18,19,배틀그라운드
19,20,Sand Balls
20,21,꿈의 집 (Homescapes)
21,22,무한의 계단
22,23,궁수의 전설
23,24,Fun Race 3D
24,25,쿵야 캐치마인드
25,26,Mr Bullet - 스파이 퍼즐
26,27,바이러스 워 - 우주 슈팅 게임
27,28,Brain Out – 가장 어색한 게임
28,29,aquapark.io
29,30,햄스터 타운 - 당신이 원하는 힐링 두뇌 퍼즐 게임 - 햄스터 타운! 심쿵사 주의
30,31,피망 뉴맞고 : 고스톱으로 대한민국 1등
31,32,꿈의 정원 (Gardenscapes)
32,33,Minecraft 체험판
33,34,ROBLOX
34,35,피망 섯다
35,36,보스레이브
36,37,으라차차 돌격 라그나로크
37,38,Crowd City
38,39,브롤 스타즈 상자깡 버그판 마인크래프트 게임 고양이 Brawl Stars
39,40,Rummikub
40,41,Color Fill 3D
41,42,좀비고등학교
42,43,Granny: Chapter Two
43,44,Magic Tiles 3
44,45,토킹톰 히어로 대시
45,46,토킹톰 골드런
46,47,신비아파트 고스트헌터
47,48,꿈의 마을 (Township)
48,49,슈퍼펭귄 (Super Penguins)
49,50,Granny Legend
50,51,클래시 로얄
51,52,마피아42
52,53,1945
53,54,Bottle Flip 3D
54,55,아스팔트 9: 레전드- 2019 액션 카 레이싱 게임
55,56,Empires & Puzzles: RPG Quest
56,57,에오스 레드
57,58,프렌즈레이싱
58,59,"좋은 피자, 위대한 피자"
59,60,스나이퍼 3D 어쌔신: 무료 슈팅 게임 (Sniper 3D Assassin)
60,61,Run Race 3D
61,62,아기 팬더: 공주 메이크업
62,63,Rider
63,64,Zipline Valley - 물리학 퍼즐 게임
64,65,낚시 클래시: 스포츠 낚시 게임 (Fishing Clash)
65,66,지오메트리 대시 라이트 (Geometry Dash L)
66,67,Jelly Shift
67,68,Line Color 3D
68,69,Tank Stars
69,70,롤링 스카이
70,71,Popcorn Burst
71,72,쿠키런: 오븐브레이크
72,73,Tiles Hop: EDM Rush!
73,74,로드 모바일: 제국의 전쟁 - MMORPG
74,75,한게임 신맞고 : 대한민국 원조 고스톱
75,76,도끼.io
76,77,마이토킹톰 2
77,78,의지의 히어로
78,79,모두의마블
79,80,라스트 쉘터 (Last Shelter: Survival)
80,81,Snowball.io
81,82,Battle Disc
82,83,Polysphere
83,84,갤럭시 슈터 - 팔콘 스쿼드 - 외계인 슈팅게임
84,85,"Happy Color – 컬러링북, 숫자 색칠 게임"
85,86,Pokémon GO
86,87,Supreme Duelist Stickman
87,88,Paper.io 2
88,89,Wrecking Ball
89,90,Piano Tiles 2™
90,91,"피망 포커: 카지노 로얄 (7포커, 로우바둑이, 하이로우)"
91,92,냥코 대전쟁
92,93,한게임 포커
93,94,스페이스 슈터: 외계인 슈팅게임
94,95,가온:신규서버오픈
95,96,피아노 실제 - 음악 매직 게임 실행하며 피아노 키보드 로 노래를 배워보세요
96,97,우주 전쟁: 외계인들의 공격
97,98,미로 온라인 - 실시간 미로탈출
98,99,Happy Glass
99,100,FIFA ONLINE 4 M by EA SPORTS™
