,rank,name
0,1,라이즈 오브 킹덤즈
1,2,리치리치
2,3,Cool Goal!
3,4,메탈슬러그 인피니티 - 방치형 RPG
4,5,Perfect Slices
5,6,쿵야 캐치마인드
6,7,원정
7,8,브롤스타즈
8,9,오늘도 환생
9,10,Sand Balls
10,11,기적의 검
11,12,궁수의 전설
12,13,Mr Bullet - 스파이 퍼즐
13,14,꿈의 집 (Homescapes)
14,15,Fun Race 3D
15,16,꿈의 정원 (Gardenscapes)
16,17,aquapark.io
17,18,배틀그라운드
18,19,피망 뉴맞고 : 고스톱으로 대한민국 1등
19,20,동물의 집
20,21,ROBLOX
21,22,Rummikub
22,23,무한의 계단
23,24,Color Fill 3D
24,25,벽돌깨기 퀘스트
25,26,스나이퍼 3D 어쌔신: 무료 슈팅 게임 (Sniper 3D Assassin)
26,27,꿈의 마을 (Township)
27,28,에오스 레드
28,29,피망 섯다
29,30,1945
30,31,Minecraft 체험판
31,32,삼국지 디펜스M
32,33,Hoop Stars
33,34,보스레이브
34,35,Jelly Shift
35,36,신비아파트 고스트헌터
36,37,한게임 신맞고 : 대한민국 원조 고스톱
37,38,Pokémon Masters
38,39,Run Race 3D
39,40,바이러스 워 - 우주 슈팅 게임
40,41,Crowd City
41,42,미친소녀
42,43,아스팔트 9: 레전드- 2019 액션 카 레이싱 게임
43,44,토킹톰 히어로 대시
44,45,가온:신규서버오픈
45,46,"좋은 피자, 위대한 피자"
46,47,좀비고등학교
47,48,Empires & Puzzles: RPG Quest
48,49,Happy Glass
49,50,마피아42
50,51,모두의마블
51,52,Wrecking Ball
52,53,프렌즈레이싱
53,54,Bottle Flip 3D
54,55,Tank Stars
55,56,Pokémon GO
56,57,토킹톰 골드런
57,58,클래시 로얄
58,59,숨바꼭질 온라인 - 실시간 숨바꼭질
59,60,라플라스M
60,61,Paper.io 2
61,62,갤럭시 슈터 - 팔콘 스쿼드 - 외계인 슈팅게임
62,63,브롤 스타즈 상자깡 버그판 마인크래프트 게임 고양이 Brawl Stars
63,64,도끼.io
64,65,Traffic Run!
65,66,슈퍼펭귄 (Super Penguins)
66,67,"Happy Color – 컬러링북, 숫자 색칠 게임"
67,68,Shadow of Death: 다크니스 RPG - 지금 싸움을
68,69,Rider
69,70,아기 팬더: 공주 메이크업
70,71,미르의 전설2 어게인
71,72,롤링 스카이
72,73,Kick the Buddy: Forever
73,74,FIFA ONLINE 4 M by EA SPORTS™
74,75,한게임 포커
75,76,Piano Tiles 2™
76,77,라스트 쉘터 (Last Shelter: Survival)
77,78,로드 모바일: 제국의 전쟁 - MMORPG
78,79,별난닭 키우기
79,80,"피망 포커: 카지노 로얄 (7포커, 로우바둑이, 하이로우)"
80,81,스페이스 슈터: 외계인 슈팅게임
81,82,쿠키런: 오븐브레이크
82,83,지오메트리 대시 라이트 (Geometry Dash L)
83,84,Snowball.io
84,85,OnPipe
85,86,마피아 시티
86,87,독특한 마법과 부스터가 가득한 궁극의 블록 퍼즐 게임!
87,88,Sandwich!
88,89,Auto Chess
89,90,Supreme Duelist Stickman
90,91,Blade Master - Mini Action RPG Game
91,92,삼국지강타
92,93,낚시 클래시: 스포츠 낚시 게임 (Fishing Clash)
93,94,Draw it
94,95,의지의 히어로
95,96,미로 온라인 - 실시간 미로탈출
96,97,파천: 신이 되는 자
97,98,용사식당
98,99,워드퍼즐 - 단어 게임
99,100,"Numpuz: Classic Number Games, Num Riddle Puzzle"
