,rank,name
0,1,리치리치
1,2,라이즈 오브 킹덤즈
2,3,Cool Goal!
3,4,오늘도 우라라 원시 헌팅 라이프
4,5,브롤스타즈
5,6,원정
6,7,Perfect Slices
7,8,쿵야 캐치마인드
8,9,배틀그라운드
9,10,궁수의 전설
10,11,aquapark.io
11,12,Sand Balls
12,13,동물의 집
13,14,꿈의 집 (Homescapes)
14,15,Mr Bullet - 스파이 퍼즐
15,16,Fun Race 3D
16,17,기적의 검
17,18,Rummikub
18,19,ROBLOX
19,20,무한의 계단
20,21,꿈의 정원 (Gardenscapes)
21,22,신비아파트 고스트헌터
22,23,Minecraft 체험판
23,24,피망 뉴맞고 : 고스톱으로 대한민국 1등
24,25,메탈슬러그 인피니티 - 방치형 RPG
25,26,Color Fill 3D
26,27,Crowd City
27,28,Jelly Shift
28,29,스나이퍼 3D 어쌔신: 무료 슈팅 게임 (Sniper 3D Assassin)
29,30,Run Race 3D
30,31,"좋은 피자, 위대한 피자"
31,32,모두의마블
32,33,좀비고등학교
33,34,토킹톰 골드런
34,35,토킹톰 히어로 대시
35,36,슈퍼펭귄 (Super Penguins)
36,37,꿈의 마을 (Township)
37,38,롤링 스카이
38,39,마피아42
39,40,Rider
40,41,Happy Glass
41,42,Piano Tiles 2™
42,43,Paper.io 2
43,44,벽돌깨기 퀘스트
44,45,Pokémon Masters
45,46,프렌즈레이싱
46,47,클래시 로얄
47,48,Bottle Flip 3D
48,49,지오메트리 대시 라이트 (Geometry Dash L)
49,50,숨바꼭질 온라인 - 실시간 숨바꼭질
50,51,Tank Stars
51,52,1945
52,53,Pokémon GO
53,54,브롤 스타즈 상자깡 버그판 마인크래프트 게임 고양이 Brawl Stars
54,55,피망 섯다
55,56,쿠키런: 오븐브레이크
56,57,삼국지 디펜스M
57,58,아스팔트 9: 레전드- 2019 액션 카 레이싱 게임
58,59,바이러스 워 - 우주 슈팅 게임
59,60,의지의 히어로
60,61,닌자세계대전
61,62,한게임 신맞고 : 대한민국 원조 고스톱
62,63,Blade Master - Mini Action RPG Game
63,64,Snowball.io
64,65,Kick the Buddy: Forever
65,66,도끼.io
66,67,미로 온라인 - 실시간 미로탈출
67,68,Traffic Run!
68,69,Draw it
69,70,Dream Piano - Music Game
70,71,Bouncemasters!
71,72,냥코 대전쟁
72,73,에오스 레드
73,74,Shadow of Death: 다크니스 RPG - 지금 싸움을
74,75,Soul Knight
75,76,Empires & Puzzles: RPG Quest
76,77,OnPipe
77,78,Granny: Chapter Two
78,79,Supreme Duelist Stickman
79,80,Hoop Stars
80,81,Magic Tiles 3
81,82,바운스볼
82,83,마이토킹톰 2
83,84,아기 팬더: 공주 메이크업
84,85,오늘도 환생
85,86,쿠키런 for Kakao
86,87,별난닭 키우기
87,88,Helix Jump
88,89,용사식당
89,90,Hungry Shark Evolution
90,91,가온:신규서버오픈
91,92,Wrecking Ball
92,93,"Happy Color – 컬러링북, 숫자 색칠 게임"
93,94,"나의최애캐 (언니돌, #unniedoll)"
94,95,FIFA ONLINE 4 M by EA SPORTS™
95,96,Neon Splash
96,97,OX 퀴즈 서바이벌 100
97,98,보스레이브
98,99,Auto Chess
99,100,거지 키우기
