,rank,name
0,1,V4
1,2,Brain Out – 가장 어색한 게임
2,3,Rescue Cut - Rope Puzzle
3,4,DX : 신 세기의 전쟁
4,5,Icing On The Cake
5,6,킹 오브 타워
6,7,Crazy Shopping
7,8,콜 오브 듀티: 모바일
8,9,신강호
9,10,Zipline Valley - 물리학 퍼즐 게임
10,11,라이즈 오브 킹덤즈
11,12,Drop & Smash
12,13,로드 크래쉬
13,14,무한의 계단
14,15,Marbleous!
15,16,브롤스타즈
16,17,히어로즈 스트라이크
17,18,무한의 농장
18,19,꿈의 집 (Homescapes)
19,20,Granny Legend
20,21,기적의 검
21,22,리치리치
22,23,질풍닌자전
23,24,Hero Wars
24,25,꿈의 마을 (Township)
25,26,Sky Roller
26,27,톰 오브 더 마스크: 컬러
27,28,배틀그라운드
28,29,오늘도 환생
29,30,꿈의 정원 (Gardenscapes)
30,31,Kick the Buddy: Forever
31,32,Puzzle Fuzzle
32,33,워드퍼즐 - 단어 게임
33,34,Minecraft Earth
34,35,꽃피는 달빛
35,36,Draw Around
36,37,Collect Cubes
37,38,궁수의 전설
38,39,피망 뉴맞고 : 고스톱으로 대한민국 1등
39,40,Perfect Paint
40,41,Block Puzzle Universe
41,42,Perfect Slices
42,43,쿠키런: 오븐브레이크
43,44,달빛조각사
44,45,매직 직소 퍼즐
45,46,Sand Balls
46,47,펭귄의 섬
47,48,Magic Tiles 3
48,49,ROBLOX
49,50,Minecraft 체험판
50,51,Fun Race 3D
51,52,테니스 클래시: 3D 스포츠 - 무료 멀티플레이어 게임
52,53,바이러스 워 - 우주 슈팅 게임
53,54,로얄 다이스(Royal Dice) : 랜덤 디펜스
54,55,클래시 로얄
55,56,해양 유목민 - 뗏목 생존: Survival on Raft - Ocean Nomad
56,57,익스트림풋볼:3대3 멀티 축구
57,58,Rider
58,59,동물극장 - 귀여운 동물들과 영화보며 힐링
59,60,용사식당
60,61,Mr Bullet - 스파이 퍼즐
61,62,지오메트리 대시 라이트 (Geometry Dash L)
62,63,Empires & Puzzles: RPG Quest
63,64,Rolling Domino
64,65,Cool Goal!
65,66,스도쿠 - 무료 클래식 스도쿠 퍼즐
66,67,1945
67,68,Wrecking Ball
68,69,롤링 스카이
69,70,세인트 세이야 : 각성
70,71,aquapark.io
71,72,이터:던전의 포식자
72,73,I Peel Good
73,74,Dancing Road: Color Ball Run!
74,75,데이트 어 라이브: 다시 만난 정령
75,76,3차원 채우기 (Fill in 3D)
76,77,봉인의서
77,78,Piano Tiles 2™
78,79,Supreme Duelist Stickman
79,80,토킹톰 골드런
80,81,Paper.io 2
81,82,삼국지 오리진
82,83,Gang Clash
83,84,브롤 스타즈 상자깡 버그판 마인크래프트 게임 고양이 Brawl Stars
84,85,완미세계
85,86,Zooba - 동물원 배틀 아레나
86,87,좀비고등학교
87,88,블록 퍼즐
88,89,Run Race 3D
89,90,피망 섯다
90,91,Mahjong City Tours
91,92,토킹톰 히어로 대시
92,93,Happy Glass
93,94,Color Saw 3D
94,95,Nonogram.com - 픽처 크로스 퍼즐 게임
95,96,Color Fill 3D
96,97,Rummikub
97,98,일반상식 퀴즈. 무료 퀴즈 게임: QuizzLand
98,99,스택 볼 - 플랫폼을 다 뚫어버리세요 
99,100,쿠키런 for Kakao
