,rank,name
0,1,완미세계
1,2,Brain Out – 가장 어색한 게임
2,3,Icing On The Cake
3,4,킹 오브 타워
4,5,콜 오브 듀티: 모바일
5,6,달빛조각사
6,7,Zipline Valley - 물리학 퍼즐 게임
7,8,브롤스타즈
8,9,판타지타운
9,10,신강호
10,11,Rolling Domino
11,12,봉인의서
12,13,라이즈 오브 킹덤즈
13,14,무한의 계단
14,15,Soul Land: 엘피스 전기
15,16,꿈의 정원 (Gardenscapes)
16,17,I Peel Good
17,18,꿈의 집 (Homescapes)
18,19,궁수의 전설
19,20,꽃피는 달빛
20,21,Wrecking Ball
21,22,워드퍼즐 - 단어 게임
22,23,세인트 세이야 : 각성
23,24,Granny Legend
24,25,배틀그라운드
25,26,기적의 검
26,27,이터:던전의 포식자
27,28,3차원 채우기 (Fill in 3D)
28,29,로드 크래쉬
29,30,Perfect Slices
30,31,올스타 스매시
31,32,오늘도 우라라 원시 헌팅 라이프
32,33,SuperStar STARSHIP
33,34,Dancing Road: Color Ball Run!
34,35,로얄 다이스(Royal Dice) : 랜덤 디펜스
35,36,Sand Balls
36,37,꿈의 마을 (Township)
37,38,Cool Goal!
38,39,펭귄의 섬
39,40,피망 뉴맞고 : 고스톱으로 대한민국 1등
40,41,NBA NOW 모바일 농구 게임
41,42,바이러스 워 - 우주 슈팅 게임
42,43,Zooba - 동물원 배틀 아레나
43,44,Rescue Cut - Rope Puzzle
44,45,Fun Race 3D
45,46,무한의 농장
46,47,리치리치
47,48,1945
48,49,팽이로 보석캐기
49,50,쿠키런: 오븐브레이크
50,51,Minecraft 체험판
51,52,스도쿠 - 무료 클래식 스도쿠 퍼즐
52,53,클래시 로얄
53,54,ROBLOX
54,55,Empires & Puzzles: RPG Quest
55,56,해양 유목민 - 뗏목 생존: Survival on Raft - Ocean Nomad
56,57,테니스 클래시: 3D 스포츠 - 무료 멀티플레이어 게임
57,58,Rider
58,59,Square Bird
59,60,Mr Bullet - 스파이 퍼즐
60,61,좀비고등학교
61,62,Mario Kart Tour
62,63,톰 오브 더 마스크: 컬러
63,64,햄스터 타운 - 당신이 원하는 힐링 두뇌 퍼즐 게임 - 햄스터 타운! 심쿵사 주의
64,65,지오메트리 대시 라이트 (Geometry Dash L)
65,66,Color Saw 3D
66,67,피망 섯다
67,68,브롤 스타즈 상자깡 버그판 마인크래프트 게임 고양이 Brawl Stars
68,69,"좋은 피자, 위대한 피자"
69,70,한게임 포커
70,71,익스트림풋볼:3대3 멀티 축구
71,72,소울 시커 R
72,73,염왕이 뿔났다-CBT
73,74,aquapark.io
74,75,Star Trek™ 플릿 커맨드
75,76,FIFA ONLINE 4 M by EA SPORTS™
76,77,블록 퍼즐
77,78,노블레스 : 제로 with NAVER WEBTOON
78,79,삼국지 오리진
79,80,Rummikub
80,81,Magic Tiles 3
81,82,Happy Glass
82,83,토킹톰 히어로 대시
83,84,한게임 신맞고 : 대한민국 원조 고스톱
84,85,Block Puzzle Universe
85,86,디지몬 리얼라이즈 -Digimon ReArise-
86,87,Two Dots
87,88,신비아파트 고스트헌터
88,89,마피아42
89,90,숨바꼭질 온라인 - 실시간 숨바꼭질
90,91,토킹톰 골드런
91,92,프렌즈타운
92,93,LoL 프렌즈
93,94,도미노 스매시
94,95,Puzzle Fuzzle
95,96,"피망 포커: 카지노 로얄 (7포커, 로우바둑이, 하이로우)"
96,97,Crowd City
97,98,Bouncemasters!
98,99,배구 : 스파이크 마스터
99,100,Supreme Duelist Stickman
