,rank,name
0,1,신강호
1,2,라이즈 오브 킹덤즈
2,3,쌍삼국지
3,4,Dinosaur Rampage
4,5,리치리치
5,6,미친소녀
6,7,비천무협
7,8,Cool Goal!
8,9,오늘도 우라라 원시 헌팅 라이프
9,10,브롤스타즈
10,11,올스타 스매시
11,12,워드퍼즐 - 단어 게임
12,13,동물의 집
13,14,기적의 검
14,15,Puzzle Fuzzle
15,16,I Peel Good
16,17,배틀그라운드
17,18,Perfect Slices
18,19,Sand Balls
19,20,Square Bird
20,21,꿈의 집 (Homescapes)
21,22,궁수의 전설
22,23,쿵야 캐치마인드
23,24,무한의 계단
24,25,Fun Race 3D
25,26,피망 뉴맞고 : 고스톱으로 대한민국 1등
26,27,Mr Bullet - 스파이 퍼즐
27,28,으라차차 돌격 라그나로크
28,29,ROBLOX
29,30,바이러스 워 - 우주 슈팅 게임
30,31,꿈의 정원 (Gardenscapes)
31,32,aquapark.io
32,33,피망 섯다
33,34,Rummikub
34,35,Granny Legend
35,36,보스레이브
36,37,Minecraft 체험판
37,38,에오스 레드
38,39,브롤 스타즈 상자깡 버그판 마인크래프트 게임 고양이 Brawl Stars
39,40,Crowd City
40,41,좀비고등학교
41,42,Granny: Chapter Two
42,43,햄스터 타운 - 당신이 원하는 힐링 두뇌 퍼즐 게임 - 햄스터 타운! 심쿵사 주의
43,44,토킹톰 히어로 대시
44,45,토킹톰 골드런
45,46,Empires & Puzzles: RPG Quest
46,47,1945
47,48,Magic Tiles 3
48,49,아스팔트 9: 레전드- 2019 액션 카 레이싱 게임
49,50,클래시 로얄
50,51,꿈의 마을 (Township)
51,52,슈퍼펭귄 (Super Penguins)
52,53,마피아42
53,54,Color Fill 3D
54,55,스타쉽 배틀
55,56,스나이퍼 3D 어쌔신: 무료 슈팅 게임 (Sniper 3D Assassin)
56,57,Bottle Flip 3D
57,58,한게임 신맞고 : 대한민국 원조 고스톱
58,59,신비아파트 고스트헌터
59,60,Popcorn Burst
60,61,Rider
61,62,나선영웅전
62,63,"좋은 피자, 위대한 피자"
63,64,프렌즈레이싱
64,65,지오메트리 대시 라이트 (Geometry Dash L)
65,66,Run Race 3D
66,67,아기 팬더: 공주 메이크업
67,68,한게임 포커
68,69,도끼.io
69,70,쿠키런: 오븐브레이크
70,71,"피망 포커: 카지노 로얄 (7포커, 로우바둑이, 하이로우)"
71,72,Zipline Valley - 물리학 퍼즐 게임
72,73,모두의마블
73,74,Jelly Shift
74,75,가온:신규서버오픈
75,76,롤링 스카이
76,77,Pokémon GO
77,78,라스트 쉘터 (Last Shelter: Survival)
78,79,Tank Stars
79,80,의지의 히어로
80,81,냥코 대전쟁
81,82,갤럭시 슈터 - 팔콘 스쿼드 - 외계인 슈팅게임
82,83,스페이스 슈터: 외계인 슈팅게임
83,84,로드 모바일: 제국의 전쟁 - MMORPG
84,85,Supreme Duelist Stickman
85,86,마이토킹톰 2
86,87,"Happy Color – 컬러링북, 숫자 색칠 게임"
87,88,우주 전쟁: 외계인들의 공격
88,89,FIFA ONLINE 4 M by EA SPORTS™
89,90,낚시 클래시: 스포츠 낚시 게임 (Fishing Clash)
90,91,삼국지 오리진
91,92,maybe-메이비:내가 만드는 이야기
92,93,Line Color 3D
93,94,라이더 마스터 - 무료 모토 레이싱 게임
94,95,배구 스포츠 게임
95,96,진짜 총알
96,97,Tiles Hop: EDM Rush!
97,98,Polysphere
98,99,Happy Glass
99,100,Paper.io 2
